title,abstract,year,author,doi,tags,screening_status,excl_reasons
Lidar-Based Classification Of Sagebrush Community Types,"Sagebrush (Artemisia spp.) communities constitute the largest temperate semidesert in North America and provide important rangelands for livestock and habitat for wildlife. Remote sensing methods might provide an efficient method to monitor sagebrush communities. This study used airborne LiDAR and field data to measure vegetation heights in five different community types at the Reynolds Creek Experimental Watershed, southwestern Idaho: herbaceous-dominated, low sagebrush (Artemisia arbuscula) -dominated, big sagebrush (Artemisia tridentata spp.) -dominated, bitterbrush (Purshia tridentata) -dominated, and other vegetation community types. The objectives were 1) to quantify the correlation between field-measured and airborne LiDAR-derived shrub heights, and 2) to determine if airborne LiDAR-derived mean vegetation heights can be used to classify the five community types. The dominant vegetation type and vegetation heights were measured in 3 × 3 m field plots. The LiDAR point cloud data were converted into a raster format to generate a maximum vegetation height map in 3-m raster cells. The regression relationship between field-based and airborne LiDAR-derived shrub heights was significant (R2=0.77; P value <0.001). An analysis of variance test with all pairwise post hoc comparisons indicated that LiDAR-derived vegetation heights were significantly different among all vegetation community types (all P values <0.01), except for herbaceous-dominated communities compared to low sagebrush-dominated communities. Although LiDAR measurements consistently underestimated vegetation heights in all community types, shrub heights at some locations were overestimated due to adjacent taller vegetation. We recommend for future studies a smaller rasterized pixel size that is consistent with the target vegetation canopy diameter. © Society for Range Management.",2011,"{""Bond, P."",""Sankey, T. T.""}",10.2111/rem-d-10-00019.1,{},excluded,"{""Data is not valued""}"
Spatial Modeling Of Litter And Soil Carbon Stocks On Forest Land In The Conterminous United States,"Forest ecosystems contribute substantially to carbon (C) storage. The dynamics of litter decomposition, translocation and stabilization into soil layers are essential processes in the functioning of forest ecosystems, as these processes control the cycling of soil organic matter and the accumulation and release of C to the atmosphere. Therefore, the spatial distribution of litter and soil C stocks are important in greenhouse gas estimation and reporting and inform land management decisions, policy, and climate change mitigation strategies. Here we explored the effects of spatial aggregation of climatic, biotic, topographic and soil variables on national estimates of litter and soil C stocks and characterized the spatial distribution of litter and soil C stocks in the conterminous United States (CONUS). Litter and soil variables were measured on permanent sample plots (n = 3303) from the National Forest Inventory (NFI) within the United States from 2000 to 2011. These data were used with vegetation phenology data estimated from LANDSAT imagery (30 m) and raster data describing environmental variables for the entire CONUS to predict litter and soil C stocks. The total estimated litter C stock was 2.07 ± 0.97 Pg with an average density of 10.45 ± 2.38 Mg ha −1 , and the soil C stock at 0–20 cm depth was 14.68 ± 3.50 Pg with an average density of 62.68 ± 8.98 Mg ha −1 . This study extends NFI data from points to pixels providing spatially explicit and continuous predictions of litter and soil C stocks on forest land in the CONUS. The approaches described illustrate the utility of harmonizing field measurements with remotely sensed data to facilitate modeling and prediction across spatial scales in support of inventory, monitoring, and reporting activities, particularly in countries with ready access to remotely sensed data but with limited observations of litter and soil variables. © 2018",2019,"{""Cao, B."",""Domke, G. M."",""Russell, M. B."",""Walters, B. F.""}",10.1016/j.scitotenv.2018.10.359,{},excluded,"{""Data is not valued""}"
Virtual Laser Scanning With Helios++: A Novel Take On Ray Tracing-Based Simulation Of Topographic Full-Waveform 3d Laser Scanning,"Topographic laser scanning is a remote sensing method to create detailed 3D point cloud representations of the Earth's surface. Since data acquisition is expensive, simulations can complement real data given certain premises are met: (i) models of 3D scene and scanner are available and (ii) modelling of the beam-scene interaction is simplified to a computationally feasible while physically realistic level. A number of laser scanning simulators for different purposes exist, which we enrich by presenting HELIOS++. HELIOS++ is an open-source simulation framework for terrestrial static, mobile, UAV-based and airborne laser scanning implemented in C++. The HELIOS++ concept provides a flexible solution for the trade-off between physical accuracy (realism) and computational complexity (runtime, memory footprint), as well as ease of use and of configuration. Features of HELIOS++ include the availability of Python bindings (pyhelios) for controlling simulations, and a range of model types for 3D scene representation. Such model types include meshes, digital terrain models, point clouds and partially transmissive voxels, which are especially useful in laser scanning simulations of vegetation. In a scene, object models of different types can be combined, so that representations spanning multiple spatial scales in different resolutions and levels of detail are possible. HELIOS++ follows a modular design, where the core components of platform, scene, and scanner can be individually interchanged, and easily configured. HELIOS++ further allows the simulation of beam divergence using a subsampling strategy, and is able to create full-waveform outputs as a basis for detailed analysis. We show how HELIOS++ positions among other VLS software in terms of input model support and simulation of beam divergence in a literature survey. We also perform a direct comparison of simulations with DART, where we employ a scene from the Radiative Transfer Model Intercomparison (RAMI). This example shows that HELIOS++ takes about 10 times longer than DART for parsing and preparing the 3D scene, but performs about 314,000 times faster in the beam simulation, achieving 200,000 rays/s. Comparing HELIOS++ to its predecessor, HELIOS, revealed reduced runtimes by up to 99%. Virtually scanned point clouds may be used for a broad range of applications as shown in literature. We could identify four main categories of use cases prevailing at present, which benefit from simulated LiDAR point clouds: data acquisition planning, method evaluation, method training and sensing experimentation. We conclude that a general-purpose LiDAR simulator can be employed for many different scientific applications, as long as it is ensured that the simulation adequately represents reality, which is specific to the given research question. © 2021 The Authors",2022,"{""Anders, K."",""Esmorís Pena, A. M."",""Höfle, B."",""Martínez Sánchez, J."",""Searle, M."",""Weiser, H."",""Winiwarter, L.""}",10.1016/j.rse.2021.112772,{},excluded,"{""Data is not valued""}"
Temporal And Spatial Modelling Of Tropical Deforestation: A Survival Analysis Linking Satellite And Household Survey Data,"We estimate a spatially explicit model of the forest clearance process among smallholder farmers in an agricultural frontier of southern Mexico. Our analysis takes as its point of departure a simple utility-maximising model that suggests many possible determinants of deforestation in an economic environment characterised by missing or thin markets. Hypotheses from the model are tested on a data set that combines a time series of satellite imagery with data collected from a survey of farm households whose agricultural plots were geo-referenced using a global positioning system (GPS). We implement a survival analysis to identify the effect of household level explanatory variables on the probability of deforestation. This approach allows us to introduce a measure of the time until clearance as a covariate, thereby affording a control for the effect of potentially important explanatory variables that vary through time but are not directly observable. In addition to identifying several variables relevant for policy analysis, including household demographics, proximity to roads, and government provision of agricultural support, model results suggest that the deforestation process is characterised by non-linear duration dependence, with the probability of forest clearance first decreasing and then increasing with the passage of time. Published by Elsevier Science B.V.",2002,"{""Geoghegan, J"",""Vance, C""}",10.1111/j.1574-0862.2002.tb00123.x,{},excluded,"{""Data is not valued""}"
Estimation Of Crop Water Productivity Using Gis And Remote Sensing Techniques,"The global demand for food is growing with the population and urbanization, which puts pressure on water resources, which need assessing and quantifying water requirements. Adopting efficient irrigation methods to optimize water use is essential in this situation. In this study, crop water productivity (CWP) of major crops in the Rohri canal command area was estimated by the ratio of yield and actual evapotranspiration (ETa). Analyzing the CWP of major crops, water scarcity challenges can be tackled by selecting the most feasible irrigation methods. However, ETa was calculated and aggregated for all four stages of the crop growth period: initial, crop development, flowering stage, and maturity seasons. The crop yield data were obtained from the districts' agricultural statistics. For this purpose, evapotranspiration products of Landsat 5 and 8 were downloaded from Earth Engine Evapotranspiration Flux (EEFlux). Landsat images were processed in a GIS environment to calculate ETa. The approach suggests developing a CWP database for major crops like wheat, cotton, and rice to improve irrigation water management. The objectives of this study are to estimate and analyze the difference in the CWP and evapotranspiration of major crops for the Rabi and Kharif seasons with high and moderate flows during 1998-2019. It comprises nine districts of Sindh that come under the Rohri Canal command area. To analyze the difference in CWP between the Rabi and Kharif seasons for all study crops of the seasons of Rabi (2014-2015 and 2016-2017) and Kharif (1998 and 2017). The growing periods for wheat, cotton, and rice in the Rohri Canal command area are 160, 195, and 180 days, respectively. The estimated ETa of the Rohri canal command area and CWP were in good agreement with the literature-reported values. Hence, enhanced agricultural productivity can be achieved by making considerable investments to improve agricultural research and extension systems.",2023,"{""Ahmed, Suhail"",""Choi, Si-Jung"",""Chung, Il-Moon"",""Mengistu, Tarekegn Dejen"",""Talpur, Zenobia"",""Zaidi, Arjumand Z.""}",10.3390/su151411154,{},excluded,"{""Data is not valued""}"
Benefits To World Agriculture Through Remote Sensing,"Remote sensing of agricultural land permits crop classification and mensuration which can lead to improved forecasts of production. This technique is particularly important for nations which do not already have an accurate agricultural reporting system. Better forecasts have important economic effects. International grain traders can make better decisions about when to store, buy and sell. Farmers can make better planting decisions by taking advantage of production estimates for areas out of phase with their own agricultural calendar. World economic benefits will accrue to both buyers and sellers because of increased food supply and price stabilization. This paper reviews the econometric models used to establish this scenario and estimates the dollar value of benefits for world wheat as 200 million dollars annually for the United States and 300-400 million dollars anually for the rest of the world. © 1979.",1979,"{""Buffalano, A. C."",""Kochanowski, P.""}",10.1016/0094-5765(79)90008-0,{},excluded,"{""Review or opinion""}"
"A Simple Approach For Monitoring Vegetation Change Using Time Series Remote Sensing Analysis: A Case Study From The Thathe Vondo Area In Limpopo Province, South Africa","This study presents a simple approach of spatiotemporal change detection of vegetation cover based on analysis of time series remotely sensed images. The study was carried out at Thathe Vondo Area, which is characterised by episodic variation of vegetation gain and loss. This variation is attributable to timber and tea plantations and their production cycles, which periodically result in either vegetation gain or loss. The approach presented here was implemented on two ASTER images acquired in 2007 and 2017. It involved the combined use of band combination, unsupervised image classification and Normalised Difference Vegetation Index (NDVI) techniques. True colour composite (TCC) images for 2007 and 2017 were created from combination of bands 1, 2 and 3 in red, blue and green, respectively. The difference image of the TCC images was then generated to show the inconsistencies of vegetation cover between 2007 and 2017. For analytical simplicity and interpretability, the difference image was subjected to ISODATA unsupervised classification, which clustered pixels in the difference image into eight classes. Two ISODATA derived classes were interpreted as vegetation gain and one as vegetation loss. These classes were confimed as regions of vegetation gain and loss by NDVI values of 2007 and 2017. In addition, the polygons of vegetation gain and loss regions were created and superimposed over the TCC images to further demonstrate the spatiotemporal vegetation change in the area. The vegetation change statistics show vegetation gain and loss of 10.62\% and 2.03\%, respectively, implying a vegetation gain of 8.59\% over the selected decade. Significance: Vegetation change detection is essential in environmental monitoring and management of an area. This study presents a simple approach for assessing vegetation change over time. The approach involves change detection through the difference of spectral values of vegetation pixels of time series remotely sensed images.",NA,NA,10.17159/sajs.2021/8226,{},excluded,"{""Data is not valued"",Validation/calibration}"
New Approach For Using Remotely Sensed Chlorophyll A To Identify Seabird Hotspots,"Satellite imagery of chlorophyll a concentration (chl a) provides the only holistic perspective of productivity in marine ecosystems worldwide, yet its utility for understanding and predicting the distribution of upper trophic-level predators remains equivocal. We tested the hypothesis that remotely sensed chl a measurements spanning a decade can predict marine bird movements and distributions and provide insight into persistent seabird 'hotspots'. To test this hypothesis, we developed a temporally and spatially explicit chl a variance metric that explained up to twice the variation (90\%) in seabird distributions than mean chl a values in our model system, the California Current. Our chl a variance metric-the frequency of chlorophyll peaks index (FCPI) - quantifies the frequency of chl a anomalies that exceed 1 standard deviation from the mean, relative to a spatial model for the ecosystem. Using the FCPI, we identified locations of high chl a anomaly persistence amidst considerable habitat heterogeneity from British Columbia, Canada, to Baja California, Mexico. Calculating variance and persistence metrics such as FCPI over large temporal scales may be preferable to analyzing mean or median chl a values over shorter time scales if understanding or predicting predator distributions is a goal of the research. As a static habitat layer, we suggest that the FCPI integrates time lags, physical forcings, and food web processes that can thwart attempts to link primary productivity and predator distributions in pelagic ecosystems. Additionally, identifying important ecological areas reflecting persistently elevated productivity and predator abundance is critical to marine spatial management and conservation.",2012,"{""Santora, Jarrod A."",""Suryan, Robert M."",""Sydeman, William J.""}",10.3354/meps09597,{},excluded,{Validation/calibration}
Soil Moisture Monitoring By Downscaling Of Remote Sensing Products Using Lst/Vi Space Derived From Modis Products,"Soil moisture (SM) has an important role in the earth's water cycle and is a key variable in water resources management. Considering the critical state of water resources in the Urmia Lake basin, northwest Iran, this study examined the potential for utilizing a variety of remote sensing data and products, in conjunction with a promising downscaling method, to monitor soil moisture with a reasonable spatial and temporal resolution, as a novel and effective tool for agricultural and water resource management. Accordingly, remote sensing products of surface soil moisture were scaled to MODIS's image scale (similar to 1 km) using the UCLA downscaling method and Temperature, Vegetation, Drought Index (TVDI) values obtained from the scattering space method. Results showed that the LPRM, ESA-CCI, and GLDAS downscaled images had the highest inverse correlation with the TVDI (best results) accordingly equal to -0.600, -0.787, and -0.630. Also, based on the evaluation of the obtained results with the ground stations data, the LPRM and the ESA-CCI downscaled images had the best statistical indices values accordingly in 2010 and 2014 that confirm the promising application of remote sensing soil moisture data (rLPRM (2010) = 0.92, MAELPRM (2010) = 4.14\%, RMSELPRM (2010) = 6.39\% and rESA-CC I(2014) = 0.7, MAEESA-CCI (2014)=2.23\%, RMSEESA-CCI (2014)=2.59\%).",NA,NA,10.2166/ws.2023.002,{validation},excluded,"{""Data is not valued""}"
Local Drivers Of Anthropogenic Climate Change: Quantifying The Impact Through A Remote Sensing Approach In Brisbane,"Urban expansions to adjoining greenfield sites, particularly in metropolitan regions, have become a global occurrence. Such urbanization practice results in a significant loss in ecosystem services and triggers climate change-where these changes in land cover and emissions of certain pollutants are the fundamental drivers of climate change. Despite its crucial importance, little is known on how to quantify the impact of local drivers on anthropogenic climate change. This study aims to address the question of how the impacts of local drivers on anthropogenic climate change can be measured. The study utilizes a remote sensing approach to investigate the impacts of a period of over 30 years (1989-2019) in Brisbane, Australia and its adjoining local government areas. The methodological steps of the study are two-fold. First, we measure the greenfield development and corresponding ecosystem services losses and, then, we quantify the risk of such losses attributable to direct and indirect anthropogenic climate change. The findings of the study reveal the followings: (a) the utilized remote sensing method is a useful technique in quantifying the impacts of climate change; (b) over the last 30-year period, Brisbane and its adjoining areas encountered a total loss of about USD 4.5 billion in ecosystem services, due to direct and indirect anthropogenic climate change; (c) peri-urban areas encountered the biggest losses in ecosystem service values; (d) peri-urban areas experienced the highest greenhouse gas emission production levels, and; (e) ecosystem services should be backed up by robust urban management policies-this is critical for mitigating climate change.",NA,NA,10.3390/rs12142270,{},excluded,"{""Data is not valued"",Validation/calibration}"
Spatiotemporal Weighted For Improving The Satellite-Based High-Resolution Ground Pm2.5 Estimation Using The Light Gradient Boosting Machine,"Surface fine particulate matter (PM) with a diameter of less than 2.5 microns (PM2.5) negatively impacts human health and the economy. However, due to data and model limitations, obtaining high-quality, high-spatial-resolution surface PM2.5 concentration data is a challenging task, and it is difficult to accurately assess the temporal and spatial changes in PM2.5 levels at a small regional scale. Here, we combined multi-angle implementation of atmospheric correction (MAIAC) aerosol products, ERA5 reanalysis data, etc., to construct an STW-LightGBM model that considers the spatiotemporal characteristics of air pollution and estimate the PM2.5 concentration of China's surface at 1 km resolution from 2015 to 2020. Our model performed well, and the fitting accuracy of the 10-fold cross-validation between years was 0.877-0.917. The fitting accuracy of the model was >0.85 at different time scales (month, season, and year). The average slope of the regression prediction was 0.9 annually. The results showed that PM2.5 pollution improved from 2015 to 2020. The average PM2.5 concentration decreased by 4.55 mu g/m(3), and the maximum decrease reached 90.51 mu g/m(3). The areas with high PM2.5 concentrations were predominantly in the North China Plain, Sichuan Basin, and Xinjiang in the west, and the levels in areas with elevated PM2.5 levels were consistent across most study years. The standard deviation ellipse for PM2.5 in China showed a 'northeast-southwest' spatial distribution. From an interannual perspective, the average values of the four seasonal stations in the country showed a downward trend from 2015 to 2020, with the most obvious decline in winter, from 70.67 mu g/m(3) in 2015 to 46.75 mu g/m(3) in 2020. Compared to earlier inversion studies, this work provides a more stable and accurate method for obtaining high-resolution PM2.5 data, which is necessary for local air governance and environmental ecological construction at a fine scale.",2023,"{""Wu, Liyang"",""Xi, Mengzhu"",""Yu, Xinyu"",""Zheng, Hui""}",10.3390/rs15164104,{},excluded,"{""Data is not valued"",Validation/calibration}"
"The Sentinel-3 Olci Terrestrial Chlorophyll Index (Otci): Algorithm Improvements, Spatiotemporal Consistency And Continuity With The Meris Archive","The Ocean and Land Colour Instrument (OLCI) on-board Sentinel-3 (2016-present) was designed with similar mechanical and optical characteristics to the Envisat Medium Resolution Imaging Spectrometer (MERIS) (2002-2012) to ensure continuity with a number of land and marine biophysical products. The Sentinel-3 OLCI Terrestrial Chlorophyll Index (OTCI) is an indicator of canopy chlorophyll content and is intended to continue the legacy of the Envisat MERIS Terrestrial Chlorophyll Index (MTCI). Despite spectral similarities, validation and verification of consistency is essential to inform the user community about the product's accuracy, uncertainty, and fitness for purpose. This paper aims to: (i) describe the theoretical basis of the Sentinel-3 OTCI and (ii) evaluate the spatiotemporal consistency between the Sentinel-3 OTCI and the Envisat MTCI. Two approaches were used to conduct the evaluation. Firstly, agreement between the Sentinel-3 OTCI and the Envisat MTCI archive was assessed over the Committee for Earth Observation Satellites (CEOS) Land Product Validation (LPV) core validation sites, enabling the temporal consistency of the two products to be investigated. Secondly, intercomparison of monthly Level-3 Sentinel-3 OTCI and Envisat MTCI composites was carried out to evaluate the spatial distribution of differences across the globe. In both cases, the agreement was quantified with statistical metrics (R-2, NRMSD, bias) using an Envisat MTCI climatology based on the MERIS archive as the reference. Our results demonstrate strong agreement between the products. Specifically, high 1:1 correspondence (R-2>0.88), low global mean percentage difference (-1.86 to 0.61), low absolute bias (<0.1), and minimal error (NRMSD similar to 0.1) are observed. The temporal profiles reveal consistency in the expected range of values, amplitudes, and seasonal trajectories. Biases and discrepancies may be attributed to changes in land management practices, land cover change, and extreme climatic events occurred during the time gap between the missions; however, this requires further investigation. This research confirms that Sentinel-3 OTCI dataset can be used along with the Envisat MTCI to provide a data coverage over the last 20 years.",NA,NA,10.3390/rs12162652,{validation},excluded,"{""Data is not valued""}"
Root Cause Diagnosis And Fault Propagation Path Identification For Complex Industrial Processes Based On Data Space,"Fault diagnosis plays a crucial role in ensuring industrial safety and enhancing social benefits. However, identifying fault paths accurately becomes challenging due to process coupling and complex flow. This paper proposes a data space-based approach for fault diagnosis and path recognition. It involves constructing a multi-tiered, multi-causal data space by extracting causal relationships from data. An attention-based convolutional neural network efficiently captures the causal relationships. Pruning and expert knowledge contribute to an elaborate structure. The fault propagation direction is determined using LSTM-least-square linear (OLS) method, aiding rapid problem location. Experimental verification on float glass production and the Tennessee Eastman demonstrates remarkable results, supporting improved reliability and efficiency in industrial processes. © 2024 Elsevier Ltd",2024,"{""Li, X."",""Peng, K."",""Qiao, L."",""Wang, X.""}",10.1016/j.measurement.2024.114219,{},excluded,"{""ESI data not used""}"
Distribution Of Volatile Organic Compounds Over Indian Subcontinent During Winter: Wrf-Chem Simulation Versus Observations,"We investigate the distribution of volatile organic compounds (VOCs)over Indian subcontinent during a winter month of January 2011 combining the regional model WRF-Chem (Weather Research and Forecasting model coupled with Chemistry)with ground- and space-based observations and chemical reanalysis. WRF-Chem simulated VOCs are found to be comparable with ground-based observations over contrasting environments of the Indian subcontinent. WRF-Chem results reveal the elevated levels of VOCs (e. g. propane)over the Indo-Gangetic Plain (16 ppbv), followed by the Northeast region (9.1 ppbv)in comparison with other parts of the Indian subcontinent (1.3–8.2 ppbv). Higher relative abundances of propane (27–31%)and ethane (13–17%)are simulated across the Indian subcontinent. WRF-Chem simulated formaldehyde and glyoxal show the western coast, Eastern India and the Indo-Gangetic Plain as the regional hotspots, in a qualitative agreement with the MACC (Monitoring Atmospheric Composition and Climate)reanalysis and satellite-based observations. Lower values of RGF (ratio of glyoxal to formaldehyde <0.04)suggest dominant influences of the anthropogenic emissions on the distribution of VOCs over Indian subcontinent, except the northeastern region where higher RGF (∼0.06)indicates the role of biogenic emissions, in addition to anthropogenic emissions. Analysis of HCHO/NO2 ratio shows a NOx-limited ozone production over India, with a NOx-to-VOC transition regime over central India and IGP. The study highlights a need to initiate in situ observations of VOCs over regional hotspots (Northeast, Central India, and the western coast)based on WRF-Chem results, where different satellite-based observations differ significantly. © 2019 Elsevier Ltd",2019,"{""Alvarado, L. M. A."",""Bhuyan, P. K."",""Burrows, J. P."",""Chutia, L."",""Girach, I. A."",""Ojha, N."",""Pathak, B."",""Sahu, L. K.""}",10.1016/j.envpol.2019.05.097,{},excluded,"{""Data is not valued""}"
Analysis Of Extreme Rainfall And Natural Disasters Events Using Satellite Precipitation Products In Different Regions Of Brazil,"The number of natural disasters triggered by extreme events is increasing worldwide and significantly impacts modern society. Extreme rainfall is one of the most important factors contributing to these events. A better understanding of the physical process that causes extreme rainfall can allow rapid responses from decision-makers to lessen the impact of natural disasters on the local population. Satellite monitoring is widely used for this purpose and is essential for regions where terrestrial observations are limited or non-existent. The primary purpose of this study is to describe the performance of satellite products for extreme rainfall events that caused natural disasters in various climate regimes in Brazil and discuss the contribution of mesoscale convective systems (MCS) to these events. We defined regions based on the climatological rainfall distribution. Cases with rain values above the 99th percentile during 2012-2016 were considered statistically extreme. Our analysis is based on three datasets, with precipitation from (i) rain gauge stations, (ii) different satellite-based estimates, and (iii) mesoscale convective tracking data. The methodology was based on identifying extreme rainfall events, analyzing the performance of satellite precipitation estimates and, finally, quantifying the influence of convective systems on extreme rain. Although all regions of Brazil may be affected by natural disasters caused by extreme rains, the results suggest that the impacts caused in each region are different in magnitude. Convective systems explained over 90\% of extreme rains in the case analyzed in Brazil's south and about 60\% to 90\% of extreme rains in the case analyzed in the Northeast. In general, satellite products have identified rain events; however, in the southern region of Brazil, products have tended to overestimate rainfall, while other regions have tended to underestimate extreme rain values. The methods used in satellite precipitation estimation products have limitations to accurately identifying specific extreme rain events.",NA,NA,10.3390/atmos13101680,{},excluded,"{""Data is not valued""}"
Air Pollution Mortality Benefits Of Sustained Covid-19 Mobility Restrictions In Australian Cities,"Objectives: Emissions from road traffic, power generation and industry were substantially reduced during pandemic lockdown periods globally. Thus, we analysed reductions in traffic-related air pollution in Australian capital cities during March-April 2020 and then modelled the mortality benefits that could be realised if similar reductions were sustained by structural policy interventions.Study design: Satellite, air pollution monitor and land use observations were used to estimate ground-level nitrogen dioxide (NO2) concentrations in all Australian capital cities during: (a) a typical year with no prolonged air pollution events; (b) a hypothetical sustained reduction in NO2 equivalent to the COVID-19 lockdowns.Methods: We use the WHO recommended NO2 exposure-response coefficient for mortality (1.023, 95 \% CI: 1.008-1.037, per 10 mg/m3 annual average) to assess gains in life expectancy and population-wide years of life from reduced exposure to traffic-related air pollution.Results: We attribute 1.1 \% of deaths to anthropogenic NO2 exposures in Australian cities, corresponding to a total of 13,340 years of life lost annually. Although COVID-19-related reductions in NO2 varied widely between Australian cities during April 2020, equivalent and sustained reductions in NO2 emissions could reduce NO2-attributable deaths by 27 \%, resulting in 3348 years of life gained annually.Conclusions: COVID-19 mobility restrictions reduced NO2 emissions and population-wide exposures in Australian cities. When sustained to the same extent by policy interventions that reduce fossil fuel consumption by favouring the uptake of electric vehicles, active travel and public transport, the health, mortality and economic benefits will be measurable in Australian cities.(c) 2023 The Royal Society for Public Health. Published by Elsevier Ltd. All rights reserved.",2024,"{""Broome, R."",""Chaston, T. B."",""Dennekamp, M."",""Jalaludin, B."",""Johnston, F. H."",""Knibbs, L. D."",""Morgan, G."",""Vardoulakis, S.""}",10.1016/j.puhe.2023.10.050,{},excluded,"{""Data is not valued""}"
The Utility Of Random Forests For Wildfire Severity Mapping,"Reliable fire severity mapping is a vital resource for fire scientists and land management agencies globally. Satellite derived pre- and post-fire differenced severity indices (Delta FSI), such as the differenced Normalised Burn Ratio (Delta NBR), are widely used to map the severity of large wildfires. Fire severity classification is commonly undertaken through the identification of severity class thresholds in Delta FSI. However, several shortcomings have been identified with severity classifications using Delta FSI, including poor delineation of low fire severity classes, and unsatisfactory performance when Delta FSI classification thresholds are applied to new landscapes. Our study assesses the performance of the Random Forest classifier (RF) for improving the accuracy of satellite based wildfire severity mapping across heterogeneous landscapes using Landsat imagery. We collected point based fire severity training data (n = 10,855) from sixteen large wildfires occurring across south-eastern Australia between 2006 and 2016. The predictive accuracy of fire severity classification using Delta NBR and the RF incorporating numerous spectral indices, was assessed using bootstrapping and cross validation. Image acquisition and index calculation for each fire was undertaken in Google Earth Engine (GEE). Results of the bootstrapping validation show that the RF classifier had very high classification accuracy ( > 95\%) for unburnt (UB), crown scorch (CS) and crown consumption (CC) severity classes, and high classification accuracy ( > 74\%) for low severity classes (crown unburnt, CU; partial crown scorch, PCS). The RF classification outperformed the Delta NBR classification for all severity classes, increasing classification accuracy by between 6\%-21\%. Cross validation using independent fires produced similar median classification accuracy as the bootstrapping validation, though the RF classification of CU was substantially reduced to similar to 55\%. Delta NBR, Delta NDWI and Delta NDVI were the three most important variables in the RF model. The Landsat satellite platform used to derive the indices had little effect on classification accuracy. Maps produced using the RF classifier in GEE had similar spatial patterns in fire severity classes as maps produced using time-consuming hand digitisation of aerial images. GEE was found to be a highly efficient platform for image acquisition, processing and production of severity maps. Our study shows that fire severity mapping using RF classifiers provides a robust method for broad scale mapping of fire severity across heterogeneous landscapes. Furthermore, the GEE-based classification framework supports the operational application of this approach in a land management agency context for the rapid production of fire severity maps.",NA,NA,10.1016/j.rse.2018.07.005,"{""values algorithm""}",excluded,"{""Valued data is not ESI""}"
Improving Spatial Resolution Of Grace-Derived Water Storage Changes Based On Geographically Weighted Regression Downscaled Model,"Obtaining high-resolution products that can accurately estimate the spatiotemporal changes in regional water resources is essential for the rational utilization of water resources. The temporal gravity field model derived from the Gravity Recovery and Climate Experiment (GRACE) satellite can effectively monitor the regional terrestrial water storage (TWS) changes. Nevertheless, the main of GRACE products is their coarse spatial resolution, which limits their applicability to small-scale regions. Herein, we propose a geographically weighted regression downscaled model (GWRDM) to improve the spatial resolution of TWS from 0.5 degrees to 0.1 degrees and validate it against the downscaled results provided by the spatial global regression downscaled model (SGRDM) and temporal grid regression downscaled model (TGRDM). The results show that the downscaled products based on GWRDM outperform those based on SGRDM and TGRDM. The GWRDM not only effectively improves the spatial resolution of GRACE products but also maintains the intensity of the original signal. Similarly, the GWRDM is further used to downscale groundwater storage (GWS) and validated against the in situ observations. The downscaled GWS based on GWRDM agrees well with in situ observations. On the monthly scale, the average correlation coefficient (CC) for both is 0.53 and above 0.70 for some in situ observations. On the annual scale, 81.25\% and 37.50\% of the in situ observations have CC values larger than 0.60 and 0.90, respectively, which further verifies the reliability of GWRDM. Consequently, the GWRDM provides a practical algorithm for obtaining high-resolution water storage estimates, which is expected to provide a reference for small-scale regional water resources management.",NA,NA,10.1109/jstars.2023.3272916,{},excluded,"{""Data is not valued""}"
Integrated Concepts In Water Reuse: Managing Global Water Needs,"Communities across the world face water supply challenges due to increasing demand, drought, depletion and contamination of groundwater, and dependence on single sources of supply. Water reclamation, recycling, and reuse address these challenges by resolving water resource issues and creating new sources of high-quality water supplies. The future potential for reclaimed treated effluent is enormous. Although water reclamation and reuse is practiced in many countries around the world, current levels of reuse constitute a small fraction of the total volume of municipal and industrial effluent generated. In addition, to meet their growing water supply needs, communities are considering other non-traditional sources of water such as agricultural return flows, concentrate and other wastewater streams, storm water, co-produced water resulting from energy and mining industries, as well as the desalination of seawater and brackish groundwater. Water reuse provides a wide range of benefits for communities, which translates into creating immense value for the public and the environment. The benefits of water reuse, however, can be difficult to quantify and often go unrecognized. One of the most significant benefits of water reuse is the value created by the inclusion of water reuse in integrated water resources planning and other aspects of water policy and the implementation of water projects resulting in the long-term sustainability of our water supplies. These integrated concepts, which involve the convergence of diverse areas such as governance, health risks, regulation, and public perception, also present a significant challenge to water reuse. These complex connections can assert equal influences on both the benefits and challenges associated with water reuse. In addressing these complex integrated issues, a number of significant barriers and impediments to the widespread implementation of water reuse projects arise. Numerous examples exist of barriers experienced by current water reuse projects around the world, including: the need for innovative technologies, technology transfer, and novel applications; the need for public education and increased public acceptance; better documentation of the benefits of water reuse; the lack of available funding for water reuse projects; working with the media; and the need for support by regulators and politicians. Integrated concepts can also be factors in a number of trends affecting water reuse globally. Current trends include addressing emerging pollutants of concern, the use of advanced wastewater treatments including membranes, indirect potable reuse, public perception, understanding the economics of water reuse, groundwater recharge and aquifer storage and recovery, salinity management (including concentrate disposal), increase in the use of '' alternative sources '', environmental or natural system restoration, innovative uses of nonpotable water reuse, and decentralized and satellite systems. Since these trends are emerging developments in the field of water reclamation and reuse, there are a number of research needs associated with these topics. Research is needed to better understand the issues, to develop innovative technologies, and to develop tools and other assistance for communities and water agencies to implement successful water reclamation and reuse projects.",NA,NA,10.1016/j.desal.2005.04.068,{},excluded,"{""ESI data not used"",""Data is not valued""}"
