title,author,year,key,n_tokens,summary,error,pass,screening_decision,reason_for_exclusion,quick_notes,econ_method,societal_benefit,value_units,eo_data,applied_science_theme,notes
The Advantages of Using Drones over Space-Borne Imagery in the Mapping of Mangrove Forests,"Ruwaimana, Monika and Satyanarayana, Behara and Otero, Viviana and Muslim, Aidy M. and Syafiq, Muhammad A. and Ibrahim, Sulong and Raymaekers, Dries and Koedam, Nico and {Dahdouh-Guebas}, Farid",2018,ruwaimana_advantagesdronesspaceborne_2018,14497,"The paper compares the effectiveness of drone imagery (using a DJI Phantom 2) and satellite imagery (Pleiades-1B) for mapping mangrove forests in Setiu Wetland, Malaysia. The authors employed both object-based and pixel-based classification methods to assess image quality, efficiency, and classification accuracy.     Data acquisition involved planning flight paths for the drone at a height of 100m, capturing RGB and infrared images. Ground truthing was conducted through field measurements, providing a basis for accuracy assessment. The drone images offered a higher spatial resolution (5 cm) compared to satellite images (50 cm), resulting in superior overall accuracy (94.0% for drone vs. 72.2% for satellite).     The study also highlights the advantages of drone technology, such as greater temporal resolution and flexibility in data acquisition, especially on cloudy days. However, it notes that drone data processing is more time-consuming due to larger file sizes. The authors conclude that drones can provide significant societal benefits for mangrove monitoring and management, particularly in areas with high ecological value and conservation needs.",NA,1,,,,,,,,,
Maximizing Societal Benefit across Multiple Hyperspectral Earth Observation Missions: A User Needs Approach,"Schiavon, Emma and Taramelli, Andrea and Tornato, Antonella and Lee, Christine M. and Luvall, Jeffrey C. and Uz, Stephanie Schollaert and Townsend, Philip A. and Cima, Valentina and Geraldini, Serena and Xuan, Alessandra Nguyen and Valentini, Emiliana and Miller, Charles E.",2023,schiavon_maximizingsocietalbenefitmultiple_2023,16229,"This paper employs a user-centered approach to assess the societal benefits of hyperspectral Earth Observation (EO) missions by analyzing user requirements from the Italian Copernicus User Forum and the NASA Surface Biology and Geology community. The methodology involves several key phases:    1. **User Elicitation**: The study gathers user needs through surveys and interaction matrices, identifying operational and technical requirements across various application domains, including agriculture, water resources, and biodiversity monitoring.    2. **Data Analysis**: Collected data are normalized to create a common dataset that facilitates comparative analysis. This involves classifying requirements by application domains, capturing user preferences for spatial and temporal resolutions, and identifying the spectral ranges necessary to meet user demands.    3. **Gap Analysis**: The study compares user requirements against current and planned hyperspectral mission capabilities to identify discrepancies. This analysis highlights the potential for mission synergies, emphasizing how coordinated efforts could enhance data availability and satisfy user needs more effectively.    4. **Outcome Generation**: The findings offer guidance for the development of future EO missions and services, aiming to maximize societal benefits by ensuring that mission capabilities align closely with user expectations and needs. The study concludes with recommendations for prioritizing investments in EO technology based on identified gaps and user-driven demands.",NA,1,,,,,,,,,
Remote Sensing Applications for Precision Agriculture: A Learning Community Approach,"Seelan, {\relax SK} and Laguette, S and Casady, {\relax GM} and Seielstad, {\relax GA",2003,seelan_remotesensingapplicationsprecision_2003,8703,"The paper employs a learning community approach to estimate the societal benefits of remote sensing technologies in precision agriculture. It involves collaboration among farmers, scientists, and data providers, facilitated by the Upper Midwest Aerospace Consortium (UMAC). The study emphasizes the use of remote sensing data, including AVHRR, MODIS, and high-resolution imagery, to provide actionable insights for agricultural management over four growing seasons.    Farmers received training in interpreting remote sensing data and applied this knowledge to real-time decision-making, such as optimizing fertilizer applications and assessing crop health. The approach included hands-on training sessions tailored to individual farmers' fields, fostering engagement and knowledge exchange. Data dissemination was enhanced through near-real-time delivery, ensuring timely access to crucial information.    Case studies demonstrated quantifiable economic and environmental benefits, such as reduced pesticide and fertilizer costs, improved crop yields, and better management of resources. The findings highlight how remote sensing can enhance agricultural productivity while promoting sustainable practices, ultimately benefiting both farmers and the environment. The paper underscores the importance of ongoing training and community engagement in the successful adoption of precision agriculture technologies.",NA,1,,,,,,,,,
Evapotranspiration Estimation Using Sebal Algorithm Integrated with Remote Sensing and Experimental Methods,"Shamloo, Nazila and Taghi Sattari, Mohammad and Apaydin, Halit and Valizadeh Kamran, Khalil and Prasad, Ramendra",2021,shamloo_evapotranspirationestimationsebalalgorithm_2021,13435,"The paper employs the Surface Energy Balance Algorithm for Land (SEBAL) to estimate actual evapotranspiration (ET) and crop coefficients for corn in Adana, Turkey, using Landsat 8 satellite imagery from March to September 2018. The methodology begins with acquiring Landsat images, which are analyzed to derive various parameters such as net radiation, surface temperature, and soil heat flux, essential for calculating ET. The SEBAL model leverages these parameters to compute ET at the pixel level, converting instantaneous values into daily rates.    To validate the SEBAL estimates, the authors compare the results against several empirical methods, including the FAO Penman-Monteith method, using correlation coefficients and root mean square errors (RMSE) to quantify accuracy. The SEBAL-derived ET values show a high correlation (r = 0.91) and low RMSE (1.14) when compared to the FAO method, highlighting the potential of remote sensing in water resource management and precision agriculture. Additionally, the study illustrates the spatial and temporal variations in ET and crop coefficients, emphasizing the practical applications of satellite data for effective irrigation planning and crop management.",NA,1,,,,,,,,,
Remote Sensing and Site-Specific Weed Management,"Shaw, {\relax DR",2005,shaw_remotesensingsitespecific_2005,8099,"The paper discusses methods for estimating the societal benefits of satellite and Earth Observation data in site-specific weed management (SSWM). It highlights the potential economic and environmental advantages of applying herbicides only where weeds are present, thereby reducing unnecessary applications and associated costs.    The methods utilized include:    1. **Remote Sensing Technology**: The integration of aerial and satellite imagery facilitates large-area monitoring of agricultural fields, allowing for weed detection and mapping. This includes the use of multispectral sensors to differentiate between crops and weeds based on spectral reflectance.    2. **Ground-Based Systems**: These systems employ high-resolution sensors mounted on tractors to detect weeds in real time, enabling immediate herbicide application. Techniques such as machine vision analyze plant shape and spectral profiles for accurate weed identification.    3. **Decision Support Systems**: Software like the Mississippi Herbicide Application Decision Support System (MS-HADSS) incorporates remote sensing data to predict yield losses and optimize herbicide recommendations based on weed density and distribution, improving economic efficiency.    4. **Economic Analysis**: The paper includes economic modeling to quantify the cost savings associated with SSWM, comparing it to traditional whole-field applications and assessing potential reductions in herbicide use and labor costs.    Overall, the research indicates that advancing remote sensing technology and integrating these methods could lead to significant societal benefits through enhanced agricultural sustainability and reduced environmental impacts.",NA,1,,,,,,,,,
On the Contribution of Satellite Altimetry-Derived Water Surface Elevation to Hydrodynamic Model Calibration in the Han River,"Shen, Youjiang and Liu, Dedi and Jiang, Liguang and Yin, Jiabo and Nielsen, Karina and {Bauer-Gottwein}, Peter and Guo, Shenglian and Wang, Jun",2020,shen_contributionsatellitealtimetryderived_2020,13981,"The study by Shen et al. (2020) employs a robust methodology to assess the societal benefits of satellite altimetry-derived water surface elevation (WSE) for hydrodynamic model calibration, particularly in the Han River in China. The researchers integrated two data sources: in-situ measurements and satellite altimetry data from Sentinel-3A and CryoSat-2. They examined various configurations of model calibration, including scenarios with uniform and variable roughness parameters, to enhance the accuracy of the hydrodynamic simulations.    The calibration process involved a one-dimensional hydrodynamic model (DHI MIKE 11), which was run under fourteen different scenarios that combined these datasets. The effectiveness of the model was evaluated using the root mean square error (RMSE) between simulated and observed WSE. Results indicated that integrating satellite altimetry data significantly improved model performance, with RMSE values ranging from 0.100 to 0.216 m during calibration. Notably, CryoSat-2 outperformed Sentinel-3A in terms of spatial resolution, demonstrating the value of high-quality satellite altimetry in improving flood risk assessment and water resource management. This work underscores the potential societal benefits of utilizing advanced satellite technologies in hydrological modeling.",NA,1,,,,,,,,,
Key Technologies of Monitoring High Temperature Stress to Rice by Portable Uav Multi Spectral Remote Sensing,"Shi, T. and Yang, T. M. and Huang, Y. and Li, X. and Liu, Q. and Yang, Y. J.",2020,shi_keytechnologiesmonitoringtemperature_2020,8137,"This paper utilizes a UAV-based multispectral remote sensing system to monitor high-temperature stress in rice crops in the Wuhu region of China. The methods include the design and implementation of a monitoring system using consumer-grade drones equipped with portable multispectral sensors. The study was conducted during a continuous high-temperature period from July 20 to August 9, 2019, focusing on rice in its sensitive growth phases.    Key methods involved the collection of spectral data, which was processed to derive vegetation indices, specifically the Normalized Difference Vegetation Index (NDVI) and Leaf Area Index (LAI). The relationship between NDVI and LAI was quantified, resulting in an inversion model that identifies conditions indicative of high-temperature stress. The paper reports a significant correlation (r = 0.918) between NDVI and LAI, allowing for the extraction of spectral characteristics to assess crop health.    The advantages of this UAV-based approach include high spatial resolution, real-time monitoring, and low operational costs, enhancing its applicability for crop stress assessment and disaster monitoring compared to traditional field surveys and satellite remote sensing methods. The findings suggest that approximately 15.3% of rice in the experimental area experienced high-temperature stress, aligning with field survey findings.",NA,1,,,,,,,,,
Overview and Applications of the New York State Mesonet Profiler Network,"Shrestha, Bhupal and Brotzge, J. A. and Wang, J. and Bain, N. and Thorncroft, C. D. and Joseph, E. and Freedman, J. and Perez, S.",2021,shrestha_overviewapplicationsyorkmesonet_2021,14968,"Shrestha et al. (2021) detail the establishment of the New York State Mesonet (NYSM) Proﬁler Network, which consists of 17 proﬁler stations equipped with a Doppler lidar, microwave radiometer (MWR), and environmental sky imager–radiometer (ESIR). The network's methodology focuses on generating real-time vertical profiles of atmospheric variables, including temperature, humidity, wind, and aerosol properties, every 10 minutes.    To quantify societal benefits, the authors highlight applications across various sectors, such as emergency management, aviation, and public health. They emphasize the network's capability to enhance situational awareness during severe weather events, monitor air quality (specifically PM2.5 levels), and track the movement of wildfire smoke. The integration of high-resolution data from the proﬁler network improves numerical weather prediction (NWP) models and provides critical information for decision-makers.    The study also discusses ongoing evaluations of the economic viability of larger proﬁler networks and their potential impact on operational forecasting and disaster response. The NYSM Proﬁler Network serves as a national testbed for advancing ground-based atmospheric profiling technologies, thereby contributing to improved weather analysis and climate understanding.",NA,1,,,,,,,,,
Accessing Satellite Imagery for Disaster Response through the International Charter: Lessons Learned from the 2011 Us Midwestern Floods,"Sivanpillai, Ramesh and Jones, Brenda K. and Lamb, Rynn M.",2017,sivanpillai_accessingsatelliteimagerydisaster_2017,7747,"The paper outlines the methods employed by the International Charter ""Space and Major Disasters"" to estimate and quantify the societal benefits derived from satellite or Earth Observation data during disaster response, specifically following the 2011 U.S. Midwestern floods. The Charter coordinates a network of satellite operators to provide timely access to remote sensing data at no cost for civil protection agencies in affected areas.    Key methods include:    1. **Data Acquisition Process**: Requests for satellite imagery are submitted to the Charter, detailing the disaster's extent. The Charter's project manager coordinates the tasking of satellites and ensures compliance with licensing agreements.    2. **Timeliness and Accessibility**: The rapid acquisition and processing of satellite data are emphasized, with images often delivered within hours of collection, thus maximizing utility for emergency responders.    3. **Value-Added Products**: The paper highlights the generation of thematic maps and processed imagery that facilitate easier interpretation by end-users, enhancing decision-making during disaster response.    4. **Feedback Mechanism**: Gathering feedback from emergency management agencies on the effectiveness of the imagery helps refine future data requests and improve operational protocols.    The integration of pre-event and post-event imagery allows for a comprehensive assessment of disaster impacts, thus demonstrating the Charter's value in disaster management.",NA,1,,,,,,,,,
Monitoring and Early Warning Systems - a Design for Human Survival,"Skyttner, L",2002,skyttner_monitoringwarningsystemsdesign_2002,12349,"The paper discusses the methods for estimating societal benefits from satellite and Earth observation data, focusing on monitoring and early warning systems for environmental hazards. It employs a comprehensive approach that combines various monitoring techniques, such as satellite geodesy, GPS, photogrammetry, and remote sensing, to gather and analyze data on environmental changes and structural deformations.    Key methods include:  1. **Satellite Remote Sensing**: Utilizes satellite imagery to monitor land use changes, deforestation, and disasters, providing valuable data for agricultural production estimates and environmental assessments. This method offers cost efficiency compared to conventional techniques.  2. **GPS Technology**: Facilitates precise three-dimensional positioning to monitor structural deformations over time, essential for assessing risks in disaster-prone areas like Chernobyl.  3. **Geographical Information Systems (GIS)**: Integrates and analyzes spatial data from various sources to model environmental changes and predict future scenarios.  4. **Automated Systems and Hybrid Technologies**: Employs automated data collection and real-time analysis to enhance monitoring efficiency and responsiveness in disaster response.    Overall, these methods enable proactive management of environmental risks, improving societal resilience to disasters and fostering informed decision-making.",NA,1,,,,,,,,,
Exploring the Potential of Google Earth as a Communication and Engagement Tool in Collaborative Natural Flood Management Planning,"Smith, Katherine and Berry, Robert and Clarke, Lucy E.",2020,smith_exploringpotentialgoogleearth_2020,12297,"The paper employs a case study approach to assess the societal benefits of a Google Earth 'virtual globe' tour designed to engage stakeholders in natural flood management (NFM) planning. The methodology involved developing an interactive visualisation of the Isbourne catchment in the UK, which suffered flooding in 2007. Key methods included stakeholder consultations to identify information needs, followed by the creation of a virtual tour integrating spatial data, multimedia, and user-friendly navigation features.    User evaluation was conducted through facilitated group sessions and an online survey, assessing usability, effectiveness, and helpfulness. The survey combined closed-ended Likert scale questions and open-ended responses to gather qualitative insights. Results indicated high usability ratings, with participants finding the tour engaging and informative, particularly for those unfamiliar with NFM concepts. The study highlighted the potential of such visual tools in improving public understanding and participation in environmental management, suggesting they serve as effective communication and decision-support tools in broader contexts. Limitations included issues related to data availability and the complexity of translating abstract information into accessible formats.",NA,1,,,,,,,,,
"Economic Comparison of Satellite, Plane and Uav-Acquired Ndvi Images for Site-Specific Nitrogen Application: Observations from Italy","Sozzi, Marco and Kayad, Ahmed and Gobbo, Stefano and Cogato, Alessia and Sartori, Luigi and Marinello, Francesco",2021,sozzi_economiccomparisonsatelliteplane_2021,16264,"The paper evaluates the economic viability of various remote sensing platforms—satellite, plane, and UAV—for site-specific nitrogen application in Italy. It uses a combination of price surveys and meta-analyses to assess the profitability of these technologies. Prices for NDVI images from different platforms were collected from various providers in 2020, with historical data from 2017 for UAVs. The study employs error propagation analysis and Monte Carlo simulations to quantify the accuracy of NDVI derived from each platform, focusing on the signal-to-noise ratio (SNR) of sensors.    The analysis includes k-means clustering to categorize satellite sensors by resolution and price, as well as principal component analysis (PCA) to identify key factors influencing satellite pricing. Ultimately, the economic benefits of variable rate nitrogen application are compared against the costs of acquiring NDVI images. The results indicate break-even points for profitability based on the area size, revealing that medium-resolution satellites can be cost-effective for fields larger than 2.52 hectares, while UAVs and higher-resolution satellites become profitable only for larger areas. The findings provide actionable insights for farmers regarding the selection of remote sensing methods based on economic considerations.",NA,1,,,,,,,,,
Aggregating High-Priority Landscape Areas to the Parcel Level: An Easement Implementation Tool,"Strager, M. P. and Rosenberger, R. S.",2007,strager_aggregatingprioritylandscapeparcel_2007,8167,"The paper develops a method for prioritizing land parcels for conservation by aggregating high-resolution landscape data to the parcel level. This method incorporates a compromise programming model, which integrates conservation goals and budget constraints. The authors utilize Geographic Information Systems (GIS) to analyze spatial data, creating an evaluation matrix based on criteria such as parcel size, adjacency to protected areas, multifunctionality, and contiguity.    The methodology involves the following steps: first, high-priority landscape areas are identified and scored using an additive linear weighted model within GIS. Second, these scores are normalized to create a payoff matrix for subsequent analysis. Third, compromise programming is applied to rank parcels by minimizing the distance from an ideal solution, allowing for the evaluation of multiple criteria simultaneously. The model's results help to determine which parcels should be prioritized for conservation easements within budget constraints.    The approach not only aids land trusts in decision-making but also quantifies the societal benefits of preserving high-priority areas by focusing on multifunctional characteristics that provide various ecological and social services.",NA,1,,,,,,,,,
The Enmap Hyperspectral Imager- : An Advanced Optical Payload for Future Applications in Earth Observation Programmes,"Stuffler, T. and Kaufmann, C. and Hofer, S. and Foerster, K. P. and Schreier, G. and Mueller, A. and Eckardt, A. and Bach, H. and Penne, B. and Benz, U. and Haydn, R.",2007,stuffler_enmaphyperspectralimageradvanced_2007,3799,"The paper presents the methods for estimating societal benefits from the ENMAP hyperspectral imager, designed for advanced Earth observation. The ENMAP mission integrates contributions from German space industry and research institutions to provide high-resolution, quantitative information about terrestrial ecosystems. Key methods include:    1. **Data Acquisition and Processing**: The ENMAP instrument operates across visible, near-infrared, and short-wave infrared wavelengths, allowing for the detection of biophysical, biochemical, and geochemical variables. This hyperspectral data is essential for detailed monitoring of environmental changes.    2. **Model Integration**: The collected data will be assimilated into physically-based ecosystem models, enhancing the understanding of biospheric-geospheric processes.    3. **Collaboration with Users**: The development process involves close collaboration with stakeholders from the scientific community and value-added industries to ensure the data meets user needs.    4. **Calibration and Validation**: A combination of on-ground, in-orbit, and vicarious calibration techniques will be employed to ensure data accuracy, which is crucial for reliable information products.    5. **Operational Ecosystem Monitoring**: The mission aims to provide high-quality, standardized data that supports sustainable resource management and addresses natural and anthropogenic environmental issues, demonstrating the societal benefits of satellite data in real-world applications.",NA,1,,,,,,,,,
Grid-Scale Agricultural Land and Water Management: A Remote-Sensing-Based Multiobjective Approach,"Tang, Yikuan and Zhang, Fan and Engel, Bernard A. and Liu, Xiao and Yue, Qiong and Guo, Ping",2020,tang_gridscaleagriculturalland_2020,11447,"The paper presents a remote-sensing-based multiobjective (RSM) approach to improve agricultural land and water management at a grid scale. The researchers utilized downscaled precipitation data derived from Global Precipitation Measurement (GPM) data, along with terrain and geographic information, to enhance spatial resolution and accuracy for agricultural management. The study employed the Penman-Monteith method, MOD16/PET data, and virtual water theory to determine spatial crop water requirements.    The primary analytical tools were two optimization models: a grid-based integer multiobjective programming (GIMP) model and a grid-based nonlinear fractional multiobjective programming (GNFMP) model. GIMP addressed conflicting objectives, including crop growth suitability, water requirements, and ecosystem service values, while GNFMP focused on maximizing economic benefits, water productivity, and minimizing blue water utilization.    The approach was validated through a real-world application in the Heihe River Basin, China, revealing significant improvements in ecosystem service value, economic benefits, irrigation-water productivity, and reductions in blue water utilization. The findings illustrate the potential of satellite and earth observation data in optimizing resource management, highlighting the societal benefits of enhanced agricultural sustainability and environmental restoration.",NA,1,,,,,,,,,
Discharge Estimation and Forecasting by Modis and Altimetry Data in Niger-Benue River,"Tarpanelli, Angelica and Amarnath, Giriraj and Brocca, Luca and Massari, Christian and Moramarco, Tommaso",2017,tarpanelli_dischargeestimationforecastingmodis_2017,14108,"The paper employs various remote sensing techniques to estimate river discharge and forecast flooding along the Niger-Benue River in Nigeria. The authors utilize MODIS (Moderate Resolution Imaging Spectroradiometer) data in conjunction with radar altimetry from satellites like Envisat and Jason-2. The methodology consists of two main components: discharge estimation and forecasting.    For discharge estimation, MODIS products (daily and 8-day composites) are analyzed to derive water surface reflectance values, which are compared against in-situ measurements from gauged stations at Lokoja and Makurdi. The relationship between reflectance and discharge is modeled, allowing the estimation of discharge anomalies. Performance metrics such as the coefficient of correlation, Nash-Sutcliffe efficiency, and root mean square error are calculated to evaluate the accuracy of the discharge estimates.    In terms of forecasting, the study assesses the ability of both MODIS and radar altimetry to predict discharge up to four days in advance. The forecasting utilizes wave travel time and rating curves to relate upstream water levels to downstream discharge. The results indicate that while radar altimetry provides higher accuracy, MODIS offers better temporal resolution, making it valuable for operational flood monitoring and early warning systems. Overall, the research highlights the potential societal benefits of satellite data in enhancing flood forecasting and response efforts in poorly gauged regions.",NA,1,,,,,,,,,
Satellite-Based et Mapping to Assess Variation in et with Timing of Crop Development,"Tasumi, Masahiro and Allen, Richard G.",2007,tasumi_satellitebasedmappingassess_2007,8319,"The paper employs satellite-based remote sensing techniques to estimate evapotranspiration (ET) and develop crop coefficient (Kc) curves for major crops in southern Idaho. The methodology utilizes the METRIC (Mapping Evapotranspiration at High Resolution with Internalized Calibration) energy balance model applied to 12 Landsat images taken during the 2000 growing season. This approach allows for the collection of ET data across a large number of fields—3095 in total—representing various crop types and planting schedules. The model computes ET by evaluating net radiation, soil heat flux, and sensible heat flux, capturing the effects of irrigation and environmental conditions.     The study categorizes crops into early, normal, and late planting groups based on their development timing, with NDVI (Normalized Difference Vegetation Index) values used to assess growth stages. Statistical analyses are conducted to compare the ET and Kc estimates across different planting categories, providing insights into how planting timing impacts water consumption. The findings suggest significant variations in water use, with early-planted crops consuming approximately 6-10% more water than late-planted counterparts. This method demonstrates the utility of satellite data for improving water resource management and economic assessments in agriculture.",NA,1,,,,,,,,,
The Added Value of a Proposed Satellite Imager for Ground Level Particulate Matter Analyses and Forecasts,"Timmermans, Renske M. A. and Segers, Arjo J. and Builtjes, Peter J. H. and Vautard, Robert and Siddans, Richard and Elbern, Hendrik and Tjemkes, Stephen A. T. and Schaap, Martijn",2009,timmermans_addedproposedsatelliteimager_2009,13256,"This paper employs an Observing System Simulation Experiment (OSSE) to assess the added value of satellite observations of aerosol optical depth (AOD) from a proposed geostationary imager for improving ground-level particulate matter (PM) forecasts. The methodology involves generating synthetic AOD and PM observations using a nature run, which simulates the true atmospheric state. The AOD observations are assimilated into the LOTOS-EUROS chemistry transport model alongside ground-based PM data. The OSSE framework includes four main steps: (1) synthetic observations generation through a nature run, (2) assimilation of these observations in the LOTOS-EUROS model, (3) comparison of model outputs with the nature run to quantify added value, and (4) statistical analysis using metrics such as root mean squared error (RMSE) and temporal correlation to evaluate forecast improvements. Results indicate that while the AOD observations enhance PM forecasts during pollution episodes, their overall contribution to monthly averages is limited due to significant errors in AOD retrievals under low aerosol conditions. The study highlights the need for improving model assimilation processes and observational accuracy for effective air quality monitoring.",NA,1,,,,,,,,,
Conceptual Case for Assimilating Interferometric Synthetic Aperture Radar Data into the Hazus-Mh Earthquake Module,"Tralli, David M. and Blom, Ronald G. and Fielding, Eric J. and Donnellan, Andrea and Evans, Diane L.",2007,tralli_conceptualassimilatinginterferometricsynthetic_2007,10983,"The paper discusses the integration of Interferometric Synthetic Aperture Radar (InSAR) data into the HAZUS-MH earthquake module to enhance the estimation of societal benefits related to earthquake risk management. The authors employ Observing System Simulation Experiments (OSSEs) to evaluate the potential contributions of InSAR measurements to seismic hazard analyses (SHA) and loss estimation methodologies.    The methodology includes the use of long-term InSAR time series data to create comprehensive maps of surface deformation, which can inform probabilistic and deterministic models of seismic activity. The OSSE framework allows for the assessment of how new satellite data could improve existing models by simulating various earthquake scenarios and integrating InSAR-derived geospatial information into HAZUS-MH's loss estimation processes.     The authors highlight the importance of detailed strain accumulation data for predicting earthquake probabilities and assessing potential damage. The paper emphasizes the need for high-resolution, timely observations from future dedicated InSAR missions to better inform decision-makers, thus bridging the gap between scientific research and practical applications in disaster management.",NA,1,,,,,,,,,
Remote Sensing for Ecosystem Services and Urban Sustainability,"Trinder, John C.",2021,trinder_remotesensingecosystemservices_2021,11039,"The paper employs a multifaceted approach to quantify the societal benefits of satellite and Earth Observation data for ecosystem services (ES) and urban sustainability. Key methods include the evaluation of urban environments through remote sensing technologies, focusing on the supply and demand of ES. The authors review existing literature and utilize various case studies to illustrate the impact of urbanization on biodiversity and ecosystem functions. They propose the ""genuine progress indicator"" (GPI) as a metric for assessing human welfare, emphasizing the need for environmental, social, and economic considerations in sustainability assessments.    Remote sensing techniques, such as high-resolution satellite imagery and airborne LiDAR, are critical in mapping land use, green spaces, and ecosystem conditions. The paper discusses the integration of these data into urban planning processes, advocating for a spatial analysis of ES supply and demand to guide sustainable decision-making. Additionally, it highlights the importance of metrics for evaluating the effectiveness of urban green spaces in improving human well-being and promoting environmental justice. Overall, the paper underscores the role of remote sensing in advancing urban sustainability by facilitating informed governance and policy-making.",NA,1,,,,,,,,,
Water Balance Estimation of a Poorly Gauged Catchment in West Africa Using Dynamically Downscaled Meteorological Fields and Remote Sensing Information,"Wagner, S. and Kunstmann, H. and B{\'a}rdossy, A. and Conrad, C. and Colditz, R. R.",2009,wagner_waterbalanceestimationpoorly_2009,10749,"The paper employs a combination of meteorological modeling and satellite remote sensing to estimate water balance in the White Volta catchment, a poorly gauged area in West Africa. The authors utilize three data sources: (1) near real-time data from the mesoscale meteorological model MM5, (2) Tropical Rainfall Measuring Mission (TRMM) data with a one-month delay, and (3) delayed station data. The MM5 model provides timely meteorological input, while TRMM data mainly supplies precipitation estimates.    To enhance the hydrological simulations, the study integrates MODIS satellite-derived products for Leaf Area Index (LAI) and albedo, replacing static literature values that are often inaccurate in this region. The MODIS data undergo quality assessment and interpolation to create annual time series, which are then used in the WASIM-ETH hydrological model.    The analysis reveals that using MODIS data results in higher annual evapotranspiration and lower total discharge compared to static values, indicating significant benefits from incorporating satellite-derived information into hydrological modeling for better water resource management in regions with sparse data.",NA,1,,,,,,,,,
Construction of Super-Resolution Model of Remote Sensing Image Based on Deep Convolutional Neural Network,"Wei, Zikang and Liu, Yunqing",2021,wei_constructionsuperresolutionmodel_2021,3,"To provide an accurate summary of the methods used in the specified paper, I would need access to the document itself. However, I can outline common methods typically employed in research to estimate the societal benefits of satellite or Earth Observation (EO) data.    Researchers often use a combination of quantitative and qualitative approaches. Quantitative methods might include cost-benefit analysis (CBA), where the monetary value of benefits derived from EO data—such as improvements in agriculture, disaster response, and urban planning—is compared to the costs of obtaining and processing the data.     Additionally, econometric modeling can be used to assess the impact of EO data on various sectors, employing regression analysis to establish correlations between EO data usage and economic or social outcomes.     Qualitative methods may involve case studies or surveys to gather insights from stakeholders about the value of EO data in decision-making processes.     Finally, participatory approaches could involve workshops or focus groups with users to gauge the perceived benefits of EO data in their specific contexts.     For precise methods from the paper, please provide the content or key excerpts.",NA,1,,,,,,,,,
Assessing Impacts of Mining: Recent Contributions from Gis and Remote Sensing,"Werner, T. T. and Bebbington, Anthony and Gregory, Gillian",2019,werner_assessingimpactsminingrecent_2019,28143,"The paper by Werner et al. (2019) reviews the use of Geographic Information Systems (GIS) and Remote Sensing (RS) to assess the environmental, social, and economic impacts of mining. The authors highlight how these methods enable spatial analysis of mining effects, including water and land use changes, socio-economic risks, and conflict adjudication. The review categorizes studies based on their focus—environmental impacts on water and land, socio-economic implications, and health risks—while emphasizing the importance of spatially explicit analysis to understand cumulative and strategic effects across varying scales (local, regional, and global).    The methods discussed include the use of satellite imagery to detect changes in land cover, GIS for modeling and visualizing impacts, and field data collection for ground truthing. The authors note that while RS and GIS are powerful tools, they are underutilized in certain impact categories, particularly socio-economic and health assessments. They call for improved data sharing and collaborative research to advance understanding of mining impacts, especially regarding indirect effects and longitudinal changes over time. Overall, the paper underscores the potential of GIS and RS in fostering transparency and informing better management practices in the mining sector.",NA,1,,,,,,,,,
Development of a Multi-Spatial Resolution Approach to the Surveillance of Active Fire Lines Using Himawari-8,"Wickramasinghe, Chathura H. and Jones, Simon and Reinke, Karin and Wallace, Luke",2016,wickramasinghe_developmentmultispatialresolution_2016,9053,"The paper presents a novel multi-spatial resolution approach for wildfire surveillance using the Advanced Himawari Imager (AHI) on the Himawari-8 satellite. The proposed AHI Fire Surveillance Algorithm (AHI-FSA) leverages the sensor's high temporal resolution (10-minute intervals) and multiple spectral channels to enhance fire detection capabilities. The methodology involves a four-step process: first, it detects thermal anomalies using the middle infrared (MIR) channel to identify potential fire pixels within a 2 km resolution. Second, the near-infrared (NIR) channel helps distinguish burnt from unburnt vegetation, refining the detection to a 1 km resolution. The third step utilizes the red channel to identify smoke boundaries, achieving a spatial resolution of 500 m. Finally, the algorithm classifies fire line pixels by intersecting the detections from the MIR, NIR, and red channels, effectively mapping the active fire lines.    The algorithm was validated through three case studies in Western Australia, showing less than 20% commission error when compared to MODIS thermal anomaly data. This demonstrates the algorithm's potential for real-time wildfire monitoring and management, providing timely and accurate information crucial for fire response strategies.",NA,1,,,,,,,,,
The Rocky Road from Research to Operations for Satellite Ocean-Colour Data in Fishery Management,"Wilson, Cara",2011,wilson_rockyroadresearchoperations_2011,13551,"The paper by Cara Wilson discusses the transition from research to operational use of satellite ocean-colour data for fisheries management, emphasizing the societal benefits of such data. The methods employed to estimate these benefits involve a review of existing literature and case studies highlighting the applications of ocean-colour data in fisheries research and management.     Wilson identifies key operational uses, such as monitoring harmful algal blooms (HABs) and enhancing fishery assessments through ecological data integration. The analysis includes historical context regarding satellite missions, the continuity of ocean-colour data, and the operational definitions of data use in fisheries. The author examines barriers to the effective use of satellite data, such as dissemination issues, unfamiliarity with the data, and the lack of clearly defined operational needs, which hinder the integration of environmental data into fisheries management.    The paper also suggests that successful applications of ocean-colour data in fisheries can lead to improved management strategies, ultimately benefiting marine ecosystems and coastal communities. The emphasis on the societal impact is based on qualitative assessment and anecdotal evidence from various studies demonstrating how satellite data can inform policy and operational decisions in fisheries.",NA,1,,,,,,,,,
