title,author,year,abstract,key,include,src,notes
Evaluate The Effect Of Topographic Factors And Lithology On Forest Cover Distribution: A Case Study Of The Moroccan High Atlas,"{""Daghor, Lamia"",""El Moutaki, Saida"",""Lhissou, Rachid"",""Maimouni, Soufiane"",""Oukassou, Mostafa""}",NA,"Understanding the relationship between the spatial distribution of forest vegetation and influencing factors provides valuable information to decision-makers in land planning, for the sustainable development of forests and efficient monitoring of environmental and ecological issues. This paper aims to understand the effect of topographic factors and lithology on forest cover distribution around Bin El Ouidane dam in the High Atlas Mountains of Morocco, using remote sensing, Geographical Information Systems (GIS), field observation, and statistical analysis. The forest vegetation was quantified by calculating the Normalized Vegetation Difference Index (NDVI) from Operational Land Imager (OLI) images. The NDVI was classified according to the density of forest vegetation into four levels: bare soil, low density of forest cover, moderate density of forest cover, and high density of forest cover. The correlation analysis between NDVI, interpreted as forest densities and topographic parameters (elevation, slope, and aspect), derived from the Digital Elevation Model (DEM), showed that elevation has the most significant positive correlation with forest density, with r = 0.563 and a p-value less than 0.05. Additionally, moderate and high densities of forest vegetation are optimal in the terrain aspect of the South-East and North-West, respectively. However, the NDVI variation cannot be interpreted only by altitude and terrain aspect. The Spectral Angle Mapper (SAM) classification has been used to map and to separate the forest vegetation types. The statistical results of the analysis of variance (ANOVA) showed that the altitude is the most important topographic factor affecting the distribution of forest species. The analysis of frequency histograms revealed that Holm oaks are increasing at high altitudes, and are more abundant in the North-West, while the Thuya species prefer moderate altitudes and are more abundant in the South-East-facing aspects. In our study area, the Holm oak develops on limestone formations. On the contrary, Thuya does not thrive in lithological conditions, and is found with a decreasing level of predominance on limestones, marls-limestones, and sandstones, respectively. The conclusion of the study shows that a combination of topographic factors and lithological conditions affects the spatial distribution of forest vegetation. The adaptation of the forest species to specific topography and lithological conditions should be considered for forest management. It can be helpful in selecting potential sites for reforestation of these species, for conservation of the natural resources, including water and soil.",maimouni_evaluateeffecttopographicfactors_2021,FALSE,sample_1000,NA
"Time-Division Based Integrated Sensing, Communication, And Computing In Integrated Satellite-Terrestrial Networks","{""Pham, Q. V."",""Wang, H."",""Yang, Z."",""Zhu, X.""}",NA,"In this paper, we investigate time-division based framework for integrated sensing, communication, and computing in integrated satellite-terrestrial networks. We consider a scenario, where Internet-of-Things devices on the ground operate with sensing and communication in a time-division manner, and can process the sensing results locally, at the edge, or in the cloud via the satellite communication link. Based on the proposed framework, we formulate a multi-dimensional optimization problem to maximize the utility performance of sensing, communication, and computing abilities. After decomposing the original optimization problem into two subproblems, we first derive the closed-form solution of the optimal task partitioning strategy for terrestrial users and satellite users. Then, we develop the joint subframe allocation and task partitioning strategy to optimize the overall performance, by means of which the Pareto optimal solutions can be obtained along the Pareto frontier. Extensive simulations are provided to demonstrate the effectiveness of the proposed strategy, which is 10% to 60% superior compared with the benchmarks. Also, the trade-off between the multidimensional resource and multi-functional performance is analyzed from the perspective of network design. © 2023 Elsevier Inc.",zhu_timedivisionbasedintegrated_2023,FALSE,sample_1000,NA
Site-Specific Seeding For Maize Production Using Management Zone Maps Delineated With Multi-Sensors Data Fusion Scheme,"{""Haesaert, G."",""Mouazen, A. M."",""Munnaf, M. A.""}",NA,"Uniform rate seeding (URS) density may result in under- or over-optimal plant population that negatively affects crop growth and yield. Site-specific seeding (SSS) is one of the solutions to manage in-field soil variation by optimizing the input seed rate to match soil fertility. This study has evaluated the agronomic and economic response of maize to SSS compared to the URS using a data fusion scheme. Two fields of 5.5 ha and 10 ha in Belgium and France, respectively, were scanned using an on-line visible and near-infrared spectroscopy sensor to measure soil pH, organic carbon (OC), phosphorus (P), potassium (K), magnesium (Mg), calcium (Ca), sodium (Na), moisture content (MC), and cation exchange capacity (CEC). Crop normalized difference vegetation indices (NDVI) were retrieved from several Sentinel-2 images. Measured crop yield, retrieved NDVI and on-line measured soil attributes were then fussed using k-means clustering algorithm to delineate management zone (MZ) maps, whose classes were ranked based on their fertility level and crop yield. A parallel strips experiment was overlaid upon the MZ map, to allow comparing the performance of SSS against URS. Two SSS treatments were implemented in the strip experiment, e.g., the “Kings” approach that recommended the highest seeding density for the highest fertile MZ class and vice versa, and the “Robin Hood” approach followed the opposite principle. Results revealed that SSS treatments increased maize grain yield by 0.25–0.70 Mg ha−1 and thus improved gross margin by 26.7–92.67 € ha−1, compared to the URS. Besides, the SSS-Kings treatment outperformed the URS and SSS-Robin Hood in both fields, whereas the SSS-Robin Hood outperformed the URS treatment only in one field. Soil OC, MC, Mg, and pH revealed a positive correlation each with grain yield in the SSS-Kings treatment. The SSS-Kings treatment is therefore recommended to manage in-field soil variation, which can result in optimizing input seed rates for increasing maize productivity and profitability. © 2022 Elsevier B.V.",munnaf_sitespecificseedingmaize_2022,FALSE,sample_1000,NA
A Combined Optimization-Assimilation Framework To Enhance The Predictive Skill Of Community Land Model,"{""Abbaszadeh, Peyman"",""Duan, Qingyun"",""Gong, Wei"",""Moradkhani, Hamid"",""Xu, Lei"",""Zhang, Chong""}",NA,"Land Surface Model (LSM) predictions are affected by unknown parameters, uncertain meteorological forcings, inaccurate initial conditions, and incomplete process representation. While parameter optimization (PO) algorithms have been used to estimate the model parameter for best model performance, the use of data assimilation (DA) has been receiving increased prominence to characterize the uncertainties in such models. However, it is still an open question that how DA techniques can be used together with PO algorithms to enhance the performance of LSMs for different applications. In this study, a combined framework composed of the PO algorithm-Adaptive Surrogate Modeling Based Optimization (ASMO) and the DA algorithm-Evolutionary Particle Filter with Markov Chain Monte Carlo (EPFM), is used to improve the soil moisture (SM) estimates of Community Land Model (CLM) across the Tibetan Plateau in China. The SM data from the Soil Moisture Active Passive satellite are used as the benchmark data for model improvement. To demonstrate the usefulness and effectiveness of the proposed approach, the simulated SM values are validated against the SM observations collected from the in situ networks in the Tibetan Plateau, China. The findings revealed that the joint application of ASMO and EPFM algorithms results in more accurate and reliable SM estimates of CLM compared to when they are solely employed. This study suggests that the combined optimization-assimilation framework can be utilized for improving the predictive skill of the other large-scale complex LSMs while accounting for the uncertainties associated with both model parameters and state variables.",zhang_combinedoptimizationassimilationframework_2021,FALSE,sample_1000,NA
Using Morphometric Analysis For Assessment Of Flash Flood Susceptibility In The Mediterranean Region Of Turkey,"{""Dutal, H.""}",NA,"Flash floods are one of the most severe natural disasters around the world because of their rapid and unpredictable nature. It is expected that the frequency and intensity of flood events will increase because of extreme rainfall events induced by climate change. In this context, the generation of a flood susceptibility map contributes to effective flood management in a basin. The present study aims to generate a flash flood susceptibility map for the Imali Stream Basin (ISB) situated within the Mediterranean region of Turkey. For this purpose, morphometric analysis, geographic information system (GIS), remote sensing (RS), and principal component analysis (PCA) were used in this study. ASTER GDEM (v.3) was used to delineate 9 sub-watersheds and to obtain the required morphometric parameters. To generate a flash flood susceptibility map, the original compound values ​​calculated for each sub-watershed were transformed into values ​​between 0 and 1 by using the min–max normalization method. Then, these values were divided into 3 classes called low, moderate, and high by using the equal interval classification method in ArcGIS. According to both flash flood susceptibility maps produced by using morphometric analysis and PCA, sub-watershed 5 has the highest flash flood susceptibility in the basin. The flash flood that occurred in sub-watershed 5 in 2016 contributes to these results. Therefore, flood management based on morphometric analysis can be a highly effective method for decision-makers and planners in the Mediterranean region, one of the hotspots to be affected by climate change. © 2023, The Author(s), under exclusive licence to Springer Nature Switzerland AG.",dutal_morphometricanalysisassessmentflash_2023,FALSE,sample_1000,NA
Demarcation Of Prime Farmland Protection Areas Around A Metropolis Based On High-Resolution Satellite Imagery,"{""Cheng, Liang"",""Jiang, PengHui"",""Li, ManChun"",""Sun, YueFan"",""Wang, YaJun"",""Xia, Nan"",""Xu, Hao"",""Yuan, Yi""}",NA,"Prime farmland (PF) is defined as high-quality farmland and a prime farmland protection area (PFPA, including related roads, waters and facilities) is a region designated for the special protection of PF. However, rapid urbanization in China has led to a tremendous farmland loss and to the degradation of farmland quality. Based on remote sensing and geographic information system technology, this study developed a semiautomatic procedure for designating PFPAs using high-resolution satellite imagery (HRSI), which involved object-based image analysis, farmland composite evaluation, and spatial analysis. It was found that the HRSIs can provide elaborate land-use information, and the PFPA demarcation showed strong correlation with the farmland area and patch distance. For the benefit of spatial planning and management, different demarcation rules should be applied for suburban and exurban areas around a metropolis. Finally, the overall accuracy of HRSI classification was about 80\% for the study area, and high-quality farmlands from evaluation results were selected as PFs. About 95\% of the PFs were demarcated within the PFPAs. The results of this study will be useful for PFPA planning and the methods outlined could help in the automatic designation of PFPAs from the perspective of the spatial science.",xia_demarcationprimefarmlandprotection_2016,FALSE,sample_1000,NA
High-Resolution Riparian Vegetation Mapping To Prioritize Conservation And Restoration In An Impaired Desert River,"{""Gifford, Suzanne J."",""Laub, Brian G."",""Macfarlane, William W."",""McGinty, Christopher M.""}",NA,"In highly impaired watersheds, it is critical to identify both areas with desirable habitat as conservation zones and impaired areas with the highest likelihood of improvement as restoration zones. We present how detailed riparian vegetation mapping can be used to prioritize conservation and restoration sites within a riparian and instream habitat restoration program targeting 3 native fish species on the San Rafael River, a desert river in southeastern Utah, United States. We classified vegetation using a combination of object-based image analysis (OBIA) on high-resolution (0.5m), multispectral, satellite imagery with oblique aerial photography and field-based data collection. The OBIA approach is objective, repeatable, and applicable to large areas. The overall accuracy of the classification was 80\% (Cohen's =0.77). We used this high-resolution vegetation classification alongside existing data on habitat condition and aquatic species' distributions to identify reaches' conservation value and restoration potential to guide management actions. Specifically, cottonwood (Populus fremontii) and tamarisk (Tamarix ramosissima) density layers helped to establish broad restoration and conservation reach classes. The high-resolution vegetation mapping precisely identified individual cottonwood trees and tamarisk thickets, which were used to determine specific locations for restoration activities such as beaver dam analogue structures in cottonwood restoration areas, or strategic tamarisk removal in high-density tamarisk sites. The site prioritization method presented here is effective for planning large-scale river restoration and is transferable to other desert river systems elsewhere in the world.",macfarlane_resolutionriparianvegetationmapping_2017,FALSE,sample_1000,NA
Monitoring And Mapping Of Rice Cropping Pattern In Flooding Area In The Vietnamese Mekong Delta Using Sentinel-1a Data: A Case Of An Giang Province,"{""Avtar, Ram"",""Kurasaki, Masaaki"",""Minh, Huynh Vuong Thu"",""Misra, Prakhar"",""Mohan, Geetha""}",NA,"Cropping intensity is one of the most important decisions made independently by farmers in Vietnam. It is a crucial variable of various economic and process-based models. Rice is grown under irrigated triple- and double-rice cropping systems and a rainfed single-rice cropping system in the Vietnamese Mekong Delta (VMD). These rice cropping systems are adopted according to the geographical location and water infrastructure. However, little work has been done to map triple-cropping of rice using Sentinel-1 along with the effects of water infrastructure on the rice cropping intensity decision. This study is focused on monitoring rice cropping patterns in the An Giang province of the VMD from March 2017 to March 2018. The fieldwork was carried out on the dates close to the Sentinel-1A acquisition. The results of dual-polarized (VV and VH) Sentinel-1A data show a strong correlation with the spatial patterns of various rice growth stages and their association with the water infrastructure. The VH backscatter (sigma degrees) is strongly correlated with the three rice growth stages, especially the reproductive stage when the backscatter is less affected by soil moisture and water in the rice fields. In all three cropping patterns, sigma degrees VV and sigma degrees VH show the highest value in the maturity stage, often appearing 10 to 12 days before the harvesting of the rice. A rice cropping pattern map was generated using the Support Vector Machine (SVM) classification of Sentinel-1A data. The overall accuracy of the classification was 80.7\% with a 0.78 Kappa coefficient. Therefore, Sentinel-1A can be used to understand rice phenological changes as well as rice cropping systems using radar backscattering.",minh_monitoringmappingricecropping_2019,FALSE,sample_1000,NA
"Satellite-Aided Land Mobile Radio Experiments, Applications And Problems","{""Anderson, R. E.""}",NA,"Radio communications between vehicles or individuals and base stations are essential to many public safety, law enforcement and commercial users in urban areas. Present day communications are limited to nearly line-of-sight distances from the vehicle or hand portable units to a base station or repeater. It is probable that many potential users in rural, remote and offshore areas would benefit if the communications were available everywhere on land and territorial waters. Geosynchronous satellites can serve as repeaters for mobile and personal radios, and they appear to be a cost effective means of providing the service. Voice bandwidth communication and automatic position monitoring of an automobile were tested using the VHF transponders of NASAs ATS-3 and ATS-1 satellites. Voice communications were reliable and position fixes were accurate to one fourth mile, with 0.3 mile precision of individual fixes. Demonstrations for potential users have included emergency medical voice and telemetry communications between ambulances and hospitals. While technical feasibility of satellite-aided mobile and personal communications has been demonstrated, and its potential value is appreciated by a small segment of the user community, many problems remain before an operational system could be implemented. Solutions to the problems require an experimental satellite with a multibeam antenna. The satellite or its associated ground terminals should incorporate computer controlled network switching to test demand assignment of channels. Prolonged experience by many users of the experimental satellite in their routine operations would aggregate user needs and define the capital investment that would be justified to implement a commercial operating system. © 1980.",anderson_satelliteaidedlandmobile_1980,FALSE,sample_1000,NA
Evaluating Conservation Program Success With Landsat And Swat,"{""Busteed, Philip"",""Phillips, Shannon J."",""Stoodley, Scott"",""Storm, Daniel E."",""White, Michael J.""}",NA,"In the United States, many state and federally funded conservation programs are required to quantify the water quality benefits resulting from their efforts. The objective of this research was to evaluate the impact of conservation practices subsidized by the Oklahoma Conservation Commission on phosphorus and sediment loads to Lake Wister. Conservation practices designed to increase vegetative cover in grazed pastures were evaluated using Landsat imagery and the Soil and Water Assessment Tool (SWAT). Several vegetative indices were derived from Landsat imagery captured before and after the implementation of conservation practices. Collectively, these indicators provided an estimate of the change in vegetative soil cover attributable to conservation practices in treated fields. Field characteristics, management, and changes in vegetative cover were used in the SWAT model to simulate sediment and phosphorus losses before and after practice implementation. Overall, these conservation practices yielded a 1.9\% improvement in vegetative cover and a predicted sediment load reduction of 3.5\%. Changes in phosphorus load ranged from a 1.0\% improvement to a 3.5\% increase, depending upon initial vegetative conditions. The use of fertilizers containing phosphorus as a conservation practice in low-productivity pastures was predicted by SWAT to increase net phosphorus losses despite any improvement in vegetative cover. This combination of vegetative cover analysis and hydrologic simulation was a useful tool for evaluating the effects of conservation practices at the basin scale and may provide guidance for the selection of conservation measures subsidized in future conservation programs.",white_evaluatingconservationprogramsuccess_2010,FALSE,sample_1000,NA
Combining High-Resolution Images And Lidar Data To Model Ecosystem Services Perception In Compact Urban Systems,"{""Giannico, Vincenzo"",""Lafortezza, Raffaele""}",NA,"In this study, we aim to understand how the provision of ecosystem services (ESS) is spatially distributed within a compact urban system considering the structure and spatial arrangement of green spaces in relation to built-up areas and other infrastructures. For this purpose, we devised an approach to assess the ESS provided by urban green spaces through the integration of social data (i.e., stakeholders' perception of the multiple benefits of green spaces) with remotely sensed data, such as high-resolution satellite images and Laser Imaging Detection and Ranging (LiDAR) point-cloud. We developed a spatially explicit indicator (or metric) called Normalized Difference Green-Building Volume (NDGB), derived from remote sensing, that can be used to predict the way people perceive the ESS conveyed by green spaces in cities. We designed the NDGB metric using the city of Bad, Southern Italy, as a case example by involving four groups of stakeholders (n = 202) to assess ten urban green spaces. Our results show a strong positive relationship between the NDGB and the way stakeholders perceive the ESS provided by these urban green spaces. Thus, our indicator accurately expresses the relationship between stakeholders' perceptions of ESS provided by green spaces and the physical data (i.e., green space structure) produced by remote sensing technology. The green space most highly evaluated by the NDGB indicator, the periurban park ""Lama Balice"", was also the one on which all stakeholder group responses converged, including the group of NGOs and associations, which assigned average low scores for perceived ESS across all the green spaces presented in the study. The study was developed using the city of Bari in Southern Italy as testbed. There is a need to further extend and replicate our approach to other urban systems across different regions (e.g., Northern Europe, North America, Asia), especially those which are in the process of pursuing more sustainable green infrastructure planning and development, as they could be inclined to adopt our approach in ongoing decision making processes. We believe our approach can inform planners and decision makers on ESS provision and supply them with evidence of the local co-benefits of green spaces as well as of the spatial distribution of ESS within compact urban systems.",lafortezza_combiningresolutionimageslidar_2019,FALSE,sample_1000,NA
Radionavigation At A Time Of Decision,"{""Last, D""}",NA,"This paper and the following 5 papers were presented at the Institute's RIN-96 Conference, held at the University of Southampton, in September 1996. Copies of the complete Proceedings may be obtained from the Director. Price pound 6 members, pound 8.50 non-members. This is a time of unprecedented change in radio-navigation systems and practices. The rapid development of satellite technology is challenging navigation authorities in every country to question the future of terrestrial navigation systems. The technical adequacy of the new techniques is being demonstrated in many applications but there remain serious questions concerning the reliability, integrity and political control of the current satellite systems and their long-term future. The paper describes the operational principles of the present satellite Global Positioning System (GPS) and GLONASS. It compares them with terrestrial aids, identifying their advantages and drawbacks. Accuracy, availability and integrity are considered. The reasons for the development of differential operation are examined. Finally, the paper looks at the future of satellite systems and addresses some of the difficult institutional issues concerning satellite navigation with which navigation authorities worldwide are having to grapple. It reviews the development of the future Global Navigation Satellite System (GNSS) and identifies the economic benefits it could bring.",last_radionavigationtimedecision_1997,FALSE,sample_1000,NA
"Satellite Remote-Sensing Observations For Definitions Of Areas For Marine Conservation: Case Study Of The Scotian Slope, Eastern Canada","{""Breeze, H."",""Devred, E."",""McIver, R.""}",NA,"Characterizing offshore areas for marine conservation faces impediment from logistics and costs of in situ data collection. This study leveraged the high spatial and temporal coverage provided by remote-sensing ocean colour products, and the concept of biogeographical classification to delineate areas in the pelagic environment with application to marine conservation. Satellite-derived and modelled biogeophysical data were used to delineate an area of biological and physical homogeneity spatially consistent with the static boundaries of the Scotian Slope Ecologically and Biologically Significant Area (EBSA), off eastern Canada. We used iterative cluster analysis applied to an archive (2004-2014) that consisted of remotely-sensed Chlorophyll a, sea-surface temperature, and primary production derived from the Moderate resolution Imaging Spectroradiometer (MODIS), and simulated mixed layer depth to define ""dynamic"" boundaries of the EBSA at bi-weekly, seasonal and annual resolutions. The final cluster extended further east than the static EBSA in summer and fall, indicating that characteristics of the static EBSA environment persist beyond the current boundaries in these seasons. In winter and spring, the final areas derived by our analysis was smaller than the static EBSA, but again showed extension beyond the current eastern boundary. Both ice and cloud cover affecting remotely-sensed data and the extent of water column mixing were important in determining the size of the final cluster. The dynamic cluster east of the original static boundary incorporated an area of lower Chlorophyll a and water column primary production in the spring, but higher values in the autumn relative to the static area. Overall physical and biological characteristics of the static and dynamic EBSA considered in this research were similar within and across years. This methodology incorporates ocean-colour data and modelled estimates of multiple biological and physical characteristics to objectively refine areas of ecological interest at a spatial scale relevant for the management of marine conservation areas.",mciver_satelliteremotesensingobservations_2018,FALSE,sample_1000,NA
Plant Life In Campo Rupestre: New Lessons From An Ancient Biodiversity Hotspot,"{""Morellato, L. P. C."",""Silveira, F. A. O.""}",NA,"The years 2011–2020 represent the United Nations Decade of Biodiversity, aiming to inspire worldwide actions to support biodiversity conservation. This Special Issue illustrates the current knowledge of plant life in campo rupestre, a megadiverse, highly-endemic vegetation complex, and one under alarming and unprecedented threats. The major research areas grouping the 27 contributions to the Special Issue are: i) plant diversity, ii) species coexistence, regeneration niche and climate change, iii) ecology of species interactions, iv) plant life on canga, and v) fire, regeneration ecology, and conservation. We highlight knowledge gaps in plant life in campo rupestre and suggest priority avenues of future research and steps forward to understand and preserve ancient ecosystems worldwide. Such efforts include the need to: 1) better assess the ecology of herbaceous species, 2) understand the effects of global change drivers on the vulnerability of endemic species, 3) understand how plant functional diversity and plant–animal interactions shape community structure and function, 4) apply new technologies (cameras, drones and remote sensing proxies) to understand plant phenology in space and time, 5) unravel diversification patterns and distinguish paleoendemism from neoendemism, 6) to disentangle the ecological and evolutionary role of fire, 7) gain insight into the factors that limit ecological restoration in degraded campo rupestre, 8) increase awareness and value of ecosystem services, 9) identify essential variables, key measures and areas to conserve campo rupestre, 10) promote reviews and research comparing old ecosystems. Therefore, burgeoning literature on campo rupestre will benefit from long-term multi- and trans-disciplinary research investigating a wide array of topics, from plant ecology to ecosystem functioning to biodiversity conservation and ecological restoration. All knowledge must reach stakeholders, and it should be translated into an ecosystem services assessment for guiding the rational stewardship of campo rupestre and for benefiting local people. A key step forward in the understanding of plant life in campo rupestre is the OCBIL Theory (old, climatically-buffered, infertile landscapes), which provides a theoretical framework of testable hypotheses and cross-continental comparisons. We anticipate this Special Issue will foster collaborative research leading to a deeper understanding and appreciation of one of the world's most ancient ecosystems. © 2017",morellato_plantlifecamporupestre_2018,FALSE,sample_1000,NA
Modelling Landscape Vulnerability To The Bracken Fern (Pteridium Aquilinum) Invasion In A Remnant Urban Sandstone Sourveldt Grassland Ecosystem,"{""Matongera, Trylee Nyasha"",""Mkungo, Luyanda"",""Mutanga, Onisimo"",""Odindi, John""}",NA,"The Bracken fern (Pteridium aquilinum) is one of the world's most pervasive alien invasive plants, exerting adverse effects on the sustainability and balance of remnant urban green ecosystems and thereby threatening the provision of valuable ecological goods and services in urban landscapes. To identify vulnerable landscapes and future distribution of the fern, this study aimed to model landscape vulnerability to the Bracken fern invasion using bio-physical, climatic, and remotely sensed data using Maxent species distribution model. Furthermore, the study sought to evaluate the value of variable selection on Maxent's modelling performance. Vulnerability to invasion was modelled based on four scenarios of different bio-climatic, physical and remotely sensed data inputs and model performance assessed using the area under the receiver operator characteristic curve (AUC). The results show that Model 1 (topographic variables) and Model 2 (topographic variables and Sentinel-2 spectral bands) predicted the western part of the eThekwini Municipal as highly suitable for the Bracken fern invasion, while Model 3 (topographic and bio-climatic variables) and Model 4 (topographic variables, Sentinel-2 spectral bands and bio-climatic variables), i.e., all variables predicted the central and western parts of the area as highly vulnerable to the Bracken fern invasion. Results also showed that elevation and rainfall wettest month (Bio13) were the most influential variables in determining the potential spread of the Bracken fern invasion and the model built using solely topographic and all the variables had the lowest (AUC of 0.895) and highest (AUC of 0.978) performance. The findings of this study are valuable to planning conservation initiatives in the often-vulnerable urban green ecology and managing invasive species in the remnant urban green spaces.",mkungo_modellinglandscapevulnerabilitybracken_2023,FALSE,sample_1000,NA
Cost-Efficiency Assessments Of Marine Monitoring Methods Lack Rigor-A Systematic Mapping Of Literature And An End-User View On Optimal Cost-Efficiency Analysis,"{""Hyvärinen, H."",""Jernberg, S."",""Kuosa, H."",""Meissner, K."",""Skyttä, A."",""Uusitalo, L.""}",NA,"Global deterioration of marine ecosystems, together with increasing pressure to use them, has created a demand for new, more efficient and cost-efficient monitoring tools that enable assessing changes in the status of marine ecosystems. However, demonstrating the cost-efficiency of a monitoring method is not straightforward as there are no generally applicable guidelines. Our study provides a systematic literature mapping of methods and criteria that have been proposed or used since the year 2000 to evaluate the cost-efficiency of marine monitoring methods. We aimed to investigate these methods but discovered that examples of actual cost-efficiency assessments in literature were rare, contradicting the prevalent use of the term “cost-efficiency.” We identified five different ways to compare the cost-efficiency of a marine monitoring method: (1) the cost–benefit ratio, (2) comparative studies based on an experiment, (3) comparative studies based on a literature review, (4) comparisons with other methods based on literature, and (5) subjective comparisons with other methods based on experience or intuition. Because of the observed high frequency of insufficient cost–benefit assessments, we strongly advise that more attention is paid to the coverage of both cost and efficiency parameters when evaluating the actual cost-efficiency of novel methods. Our results emphasize the need to improve the reliability and comparability of cost-efficiency assessments. We provide guidelines for future initiatives to develop a cost-efficiency assessment framework and suggestions for more unified cost-efficiency criteria. © 2021, The Author(s).",hyvarinen_costefficiencyassessmentsmarine_2021,FALSE,sample_1000,NA
"Random Forest Regression Model For Estimation Of The Growing Stock Volumes In Georgia, Usa, Using Dense Landsat Time Series And Fia Dataset","{""Bettinger, P."",""Cieszewski, C. J."",""Lowe, R. C."",""Obata, S.""}",NA,"The forest volumes are essential as they are directly related to the economic and environmental values of the forests. Satellite-based forest volume estimation was first developed in the 1990s, and the accuracy of the estimation has been improved over time. One of the satellite-based forest volume estimation issues is that it tends to overestimate the large volume class and underestimate the small volume class. Free availability of the major satellite imagery and the development of cloud-based computational platforms facilitate an immense amount of satellite imagery in the estimation. In this paper, we set three objectives: (1) to examine whether the long Landsat time series contributes to the improvement of the estimation accuracy, (2) to explore the effectiveness of forest disturbance record and land cover data as ancillary spatial data on the accuracy of the estimation, and (3) to apply the bias correction method to reduce the bias of the estimation. We computed three Tasseled-cap components from the Landsat data for preparation of short (2014–2016) and long (1984–2016) time series. Each data entity was analyzed with harmonic regressions resulting in the coefficients and the fitted values recorded as pixel values in a multilayer raster database. Data included Forest Inventory and Analysis (FIA) unit field inventory measurements provided by the United States Department of Agriculture Forest Service and the National Land Cover Database and disturbance history data added as ancillary information. The totality of the available data was organized into seven distinct Random Forest (RF) models with different variables compared against each other to identify the ones with the most satisfactory performance. A bias correction method was then applied to all the RF models to examine the effectiveness of the method. Among the seven models, the worst one used the coefficients and fitted values of the short Landsat time series only, and the best one used coefficients and fitted values of both short and long Landsat time series. Using the Out-of-bag (OOB) score, the best model was found to be 34.4% better than the worst one. The model that used only the long time series data had almost the same OOB score as the best model. The results indicate that the use of the long Landsat time series improves model performance. Contrary to the previous research employing forest disturbance data as a feature variable had almost no effect on OOB. The bias correction method reduced the relative size of the bias in the estimates of the best model from 3.79% to −1.47%, the bottom 10% bias by 12.5 points, and the top 10% bias by 9.9 points. Depending on the types of forest, important feature variables were differed, reflecting the relationship between the time series remote sensing data we computed for this research and the forests’ phenological characteristics. The availability of Light Detection And Ranging (LiDAR) data and accessibility of the precise locations of the FIA data are likely to improve the model estimates further. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",obata_randomforestregressionmodel_2021,FALSE,sample_1000,NA
Willow Cover As A Stream-Recovery Indicator Under A Conservation Grazing Plan,"{""Booth, D. Terrance"",""Cox, Samuel E."",""Sant, Eric D."",""Simonds, Gregg""}",NA,"Many rangeland streams and associated fisheries have suffered from livestock grazing as a cost of upland-forage utilization. Due to damage from intensive usage, restoration of damaged streams is now a common land-management objective. The Squaw Valley Ranch of Elko County, Nevada, US, in cooperation with the US Bureau of Land Management (BLM) and Barrick Gold Corp., is attempting to improve those portions of the Rock Creek watershed negatively affected by past ranch operations. The watershed includes both historical and occupied habitat for the threatened Lahonton cutthroat trout (Oncorhynchus clarki henshawi {[}Richardson]). From 2003, and continuing to the present, hot-season livestock grazing on Squaw Valley Ranch private and permitted public-land riparian areas was greatly reduced. To assess the effectiveness of this conservation effort, we (1) evaluated BLM archived images of riparian photo points in the watershed, (2) tested for change over time using data from systematic, intermittent, aerial sampling that acquired 2-cm resolution images from low-altitude surveys conducted in 2003, 2004 and 2006, and (3) compared Landsat scenes of the area from before and after 2003. Willow (Salix spp.) cover was chosen as the primary ecological indictor of riparian condition and we introduce willow canopy (m(2)) per m of stream length in the image field-of-view, as a practical measure of willow status. Archived images from photo points show mostly low-condition riparian plant communities, often with little or no willow canopy evident before 2003, but with conspicuous improvement thereafter. This subjective perception is supported by objective analyses finding, (1) the relative increase in willow cover nearly tripled on one stream, more than doubled on three others, and increased on all but one (fire affected) and (2) a highly significant post-2003 increase in willows in the Landsat record. Thus, the post-2003 increase in willow cover documented in three complementary lines of evidence from ground, air, and space support the predicted ecological benefits of reduced hot-season riparian grazing and the utility of 2-cm imagery as a tool for assessing watershed-wide conservation benefits from a federal cost-share-eligible conservation practice. This appears to be the first use of willow measurements from an aerial survey as a particular indicator of riparian condition and trend and the first demonstration of change detection based on objective measurements from a watershed-scale riparian monitoring effort that used systematic sampling (versus subjective selection) and high sample density to address the large Type II error (false negative) risk common to conventional land-management survey efforts. Published by Elsevier Ltd.",booth_willowcoverstreamrecovery_2012,FALSE,sample_1000,NA
Tourism's Impacts On Natural Resources: A Positive Case From China,"{""Li, Wenjun"",""Liu, Chunyan"",""Xue, Qifu"",""Zhang, Qian""}",NA,"Tourism development may result in negative impacts on natural resources owing to overuse and mismanagement. However, tourism may also play positive roles in natural resource conservation, which has rarely been verified in practice, although some researchers have demonstrated this in theory. In this article, taking the Jiuzhaigou Biosphere Reserve as a case study area, we conducted an analysis for the environmental impacts from tourism development based on social survey and interpretation of remote sensing images. The results show that the natural environment was not degraded and some indicators are even improving because all the residents have participated in tourism and given up farming and hunting. It is concluded that it is possible to use tourism as a way to balance natural resource conservation and economic development under the preconditions of making effective policies to encourage and help local people participate in tourism business and to benefit from it.",li_tourism'simpactsnaturalresources_2006,FALSE,sample_1000,NA
