"study_id","deduplication_status","citation_screening_status","fulltext_screening_status","data_extraction_screening_status","data_source_type","data_source_name","data_source_url","citation_title","citation_abstract","citation_authors","citation_journal_name","citation_journal_volume","citation_pub_year","citation_keywords","fulltext_filename","fulltext_exclude_reasons"
6691656,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","The economic value of drought information for water management under climate change: a case study in the Ebro basin","Drought events in the Mediterranean are likely to increase in frequency, duration and intensity due to climate change, thereby affecting crop production. Information about drought is valuable for river basin authorities and the farmers affected by their decisions. The economic value of this information and the resulting decisions are of interest to these two stakeholder groups and to the information providers. Understanding the dynamics of extreme events, including droughts, in future climate scenarios for the Mediterranean is being improved continuously. This paper analyses the economic value of information on drought events taking into account the risk aversion of water managers. We consider the effects of drought management plans on rice production in the Ebro river basin. This enables us to compute the willingness to compensate the river basin authority for more accurate information allowing for better decision-making. If runoff is reduced, river basin planners can consider the reduction of water allocation for irrigation in order to eliminate the risk of water scarcity. Alternately, river basin planners may decide to maintain water allocation and accept a reduction of water supply reliability, leaving farmers exposed to drought events. These two alternatives offer different risk levels for crop production and farmers’ incomes which determine the value of this information to the river basin authority. The information is relevant for the revision of River Basin Management Plans of the Water Framework Directive (WFD) within the context of climate change.","Quiroga, Sonia","Natural Hazards and Earth System Sciences","",2011,"","",""
6691657,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Assessing the value of Earth observation for managing coral reefs: an example from the Great Barrier Reef","The Integrated Global Observing Strategy (IGOS, 2003) argues that further investments in Earth Observation information are required to improve coral reefprotection worldwide. The IGOS Strategy does not specify what levels of investments are needed nor does it quantify the benefits associated with better-protected reefs. Evaluating costs and benefits is important for determining optimal investment levels and for convincing policy-makers that investments are required indeed. Few studies have quantitatively assessed the economic benefits of Earth Observation information or evaluated the economic value of information for environmental management. This paper uses an expert elicitation approach based on Bayesian Decision Theory to estimate the possible contribution of global Earth Observation to the management of the Great Barrier Reef. The Great Barrier Reef including its lagoon is a World Heritage Area affected by anthropogenic changes in land-use as well as climate change resulting in increased flows of sediments, nutrients and carbon to the GBR lagoon. Since European settlement, nutrient and sediment loads having increased 5â€“10 times and the change in water quality is causing damages to the reef. Earth Observation information from ocean and coastal color satellite sensors can provide spatially and temporally dense information on sediment flows. We hypothesize that Earth Observation improves decision-making by enabling better-targeted run-off reduction measures and we assess the benefits (cost savings) of this improved targeting by optimizing run-off reductions under different states of the world. The analysis suggests that the benefits of Earth Observation can indeed be substantial, depending on the perceived accuracy of the information and on the prior beliefs of decision-makers. The results indicate that increasing informational accuracy is the most effective way for developers of Earth Observation information to increase the added value of Earth Observation for managing coral reefs.","Bouma, Jetske A.","Science of The Total Environment","",2011,"Value of information|Earth Observation|Cost-effectiveness analysis|Marine water quality management|B","",""
6691658,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Assessing the Economic Value of Early Warning Systems","As of today, investments into early warning systems are, to a large extent, politically motivated and “disaster driven”. This means that investments tend to increase significantly if a disaster strikes, but are often quickly reduced in the following disaster-free years. Such investment patterns make the continuous operation, maintenance and development of the early warning infrastructure a challenging task and may lead to sub-optimal investment decisions. The paper presented here proposes an economic assessment model for the tangible economic impact of early warning systems. The model places a focus on the false alert problematic and goes beyond previous approaches by incorporating some socio-cultural factors (qualitatively estimated as of now). By doing so, it supports policymakers (but also private investors) in their investment decisions related to early warning applications.","Klafft, Michael","","",2011,"Disaster management|early warning systems|investment decisions|assessment model","",""
6691659,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Integrated national-scale assessment of wildfire risk to human and ecological values","The spatial, temporal, and social dimensions of wildfire risk are challenging U.S. federal land management agencies to meet societal needs while maintaining the health of the lands they manage. In this paper we present a quantitative, geospatial wildfire risk assessment tool, developed in response to demands for improved risk-based decision frameworks. The methodology leverages off recent and significant advancements in wildfire simulation models and geospatial data acquisition and management. The tool is intended to facilitate monitoring trends in wildfire risk over time and to develop information useful in prioritizing fuels treatments and mitigation measures. Wildfire risk assessment requires analyzing the likelihood of wildfire by intensity level, and the magnitude of potential beneficial and negative effects to valued resources from fire at different intensity levels. This effort is designed to support strategic planning by systematically portraying how fire likelihood and intensity influence risk to social, economic, and ecological values at the national scale. We present results for the continental United States, analyze high risk areas by geographic region, and examine how risk evaluations changes under different assumptions with sensitivity analysis. We conclude by discussing further potential uses of the tool and research needs.","Thompson, Matthew","Stochastic Environmental Research and Risk Assessment","",2011,"Non-market values|Wildfire risk assessment|fire simulation","",""
6691660,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Uncertainty and risk in wildland fire management: A review","Wildland fire management is subject to manifold sources of uncertainty. Beyond the unpredictability of wildfire behavior, uncertainty stems from inaccurate/missing data, limited resource value measures to guide prioritization across fires and resources at risk, and an incomplete scientific understanding of ecological response to fire, of fire behavior response to treatments, and of spatiotemporal dynamics involving disturbance regimes and climate change. This work attempts to systematically align sources of uncertainty with the most appropriate decision support methodologies, in order to facilitate cost-effective, risk-based wildfire planning efforts. We review the state of wildfire risk assessment and management, with a specific focus on uncertainties challenging implementation of integrated risk assessments that consider a suite of human and ecological values. Recent advances in wildfire simulation and geospatial mapping of highly valued resources have enabled robust risk-based analyses to inform planning across a variety of scales, although improvements are needed in fire behavior and ignition occurrence models. A key remaining challenge is a better characterization of non-market resources at risk, both in terms of their response to fire and how society values those resources. Our findings echo earlier literature identifying wildfire effects analysis and value uncertainty as the primary challenges to integrated wildfire risk assessment and wildfire management. We stress the importance of identifying and characterizing uncertainties in order to better quantify and manage them. Leveraging the most appropriate decision support tools can facilitate wildfire risk assessment and ideally improve decision-making.","Thompson, Matthew","Journal of Environmental Management","",2011,"Uncertainty; risk|Wildfire management|Risk assessment|Decision support","",""
6691661,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Earth observations and Health decisions","Earth observations can provide a wealth of information for making informed societal decisions. The Group on Earth Observations (GEO) integrates a variety of organizations interested in environmental data and/or decision-making to create a sound technical platform for information-sharing and collaboration. The Global Earth Observation System of Systems (GEOSS) facilitates the use of Earth observations in decisions by making decision-support tools and information publically available. The main principle of GEOSS is to benefit society. The Health Societal Benefit Area (SBA) spans the science-to-decision-making continuum through three tasks: Information Systems for Health, Monitoring and Prediction Systems for Health, and End-to-End Projects for Health. Projects within each overarching task focus on building connections between basic research, tools, and tangible decisions. Current foci within the Health SBA include: aerosol impacts on health, air quality forecasting, global monitoring of persistent organic pollutants and mercury, meningitis in Africa, developing malaria early warning systems, and decision support tools for ecosystems, biodiversity and health.","Barrie, L.","","",2010,"GEO|Public Health|Earth Observations|Decision-making|Decision Tools|Monitoring Data","",""
6691662,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","The value of information: ‘Methodological Frontiers and New Applications for Realizing Social Benefit’ workshop","This report highlights the major conclusions and outcomes from a workshop held 28e29 June 2010 at Resources for the Future in Washington, DC, on methodological frontiers and new applications of valuing information and its social benefit. The participants provided answers to a series of questions: what is meant by “value of information”? When does information have value? What are state-of-the-practice methods to ascribe value to information? Participants also identified steps to ascribe, measure, and communicate value. The workshop included identification of five discrete approaches at the frontier of methodological advances: price- and cost-based derivation; Bayesian belief networks; regulatory costeffectiveness evaluation; econometric modeling and estimation; and simulation modeling and estimation.","Macauley, Molly","Space Policy","",2010,"","",""
6691663,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Satellite earth observation value-added service in the Nigerian economy","Nigeria is prone to a number of environmental problems such as: desertification, flooding, erosion, forest fires, oil spillage, mine degraded areas, fresh water pollution, deforestation, and waste management. Though these problems are being tackled by Government at different levels, pressing issues of food production and sustainability, make government to concentrate on projects that are agriculturally based. As a result, the private sector has become active in providing Satellite Earth Observation services for many ecological problems.\nA number of private companies have made their mark in the Nigerian S.E.O market. In the past, most private earth observation service companies were subsidiaries of foreign companies offering services in the construction and crude oil sectors. As the importance of remote sensing and GIS technologies became better known, the number of companies and organizations offering GIS services increased with the indigenous people also setting up smaller outfits. The report assesses the needs, current status and future opportunities for small-to-medium enterprises based in Nigeria to provide value- added satellite remote sensing services.","Musa, Zahrah","","",2010,"","",""
6691664,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Economic and social benefits of meteorology and climatology in Switzerland","National Meteorological Services provide meteorological data, information, forecasts and various related products, which are important for the smooth functioning of many aspects in economy, administration and society. The merit of meteorological services cannot be deduced directly from the consumption of services. Rather, it emerges from the improvement of decisions by economic stakeholders thanks to weather and climate information. These services are purchased by users in order to be able to offer optimally or demand a certain service or, with respect to security, these services aim at helping to prevent damage from extreme events.\n\nA rough estimate for a number of selected sectors shows that benefits from weather services in Switzerland are in the region of hundreds of millions Swiss Francs (1 Swiss Franc ∼ €0.66, US$0.83 as at 2008).\n\nThis pilot study shows that it is not possible to estimate one single figure representing the overall benefit from weather services in a country. Concerning the economic sector, a benefit analysis should therefore concentrate on those sub-sectors where weather services are particularly relevant, i.e. agriculture, construction, energy, insurance, telecommunication, tourism, transport, logistics and water availability. Analysis of benefits from climate data is of particular interest to MeteoSwiss since the Federal Office is the main source for climate data in Switzerland. Climate data form the basis on which climate change and possible climate threats can be detected.\n\nThis study estimates for the first time the socio-economic benefits of meteorological and climatic information in Switzerland as a small developed European country and gives an outlook of how a further study might be designed.","Frei, Thomas","Meteorological Applications","",2010,"meteorological information|weather service|public goods|economic stakeholders|climate change","",""
6691665,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Impact of Global Earth Observation –Systemic View across GEOSS Societal Benefit Areas","The work of the Group on Earth Observation (GEO) is perceived as instrumental to attain sustainable development goals and to be a major driver of how the society–technology–environment system is managed. However, appropriate scientific methodologies to assess the benefits of the Global Earth Observation System of Systems (GEOSS) and validate investments in Earth observation infrastructure have been missing. This paper presents a systems approach to measure and analyze the impact of Global Earth Observation across the nine Societal Benefit Areas defined by GEO. The methodological framework presented here was developed and applied to be complete across space, time and sectors through integration and aggregation. Apart from the general assessment framework, we present some specifics of the numerical tool, which is based on System Dynamics modeling and simulation technique. Our results indicate that though the total system benefits are strongly policy dependent, improvements of GEOSS per se and data availability and interoperability, the accrued benefits are large and have a great potential shaping mankind’s course to sustainability.","Rydzak, Felicjan","International Journal of Spatial Data Infrastructures Research","",2010,"Earth observation|benefits assessment|modeling|simulation|system dynamics","",""
6691666,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","The Global Earth Observation System of Systems (GEOSS): supporting the needs of decision making in societal benefit areas","Earth observations can help reduce the loss of life and property from natural and human induced disasters through increasing our understanding of complex environmental systems. In this context, the Global Earth Observation System of Systems (GEOSS) is being built through the coordination of efforts within the international Group on Earth Observations (GEO), comprised of 80 Member States, the European Commission and 58 Participating Organizations, established in February 2005. The 10-Year Implementation Plan defines a vision statement for GEOSS, its purpose and scope, expected benefits for nine “Societal Benefit Areas” (SBAs) (disasters, health, energy, climate, water, weather, ecosystems, agriculture and biodiversity), technical and capacity building priorities, and the GEO governance structure. The full value of GEOSS lies in its ability to integrate information across disciplines. Thus, GEOSS is concerned with: interlinking weather forecasting systems with other Earth observation systems; supporting efforts to advance sustainable energy; and devising end-to-end information services and sustained observing systems essential for addressing climate variability and change. The international collaborative framework of GEO allows: water experts to define the data and systems needed for improved water-cycle forecasting; international teams to monitor ecosystems and generate maps and other decision support tools; development of an Agricultural Monitoring System of Systems that will integrate in-situ and space data from multiple fields; and comprehensive monitoring critical to the conservation and sustainable use of the world’s biological diversity. In particular, in the field of water, unique regional cooperative approaches are now on-going and under planning for making maximum use of, and contributing to, GEOSS. The current GEO Work Plan furnishes the blueprint for activities to implement GEOSS, and provides concrete examples of how decision makers can use the data and services available through GEOSS to address major global opportunities and challenges. This is why GEO strives to develop a GEOSS that would serve the needs of all SBAs through interconnecting existing and future Earth observation systems, interlinking observation systems, and promotion of open data sharing.","Koike, Toshio","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Science","",2010,"GEOSS|GEO|Earth observation|societal benefit|decision making|data sharing|water cycle|satellite|remo","",""
6691667,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","From Science to Applications: Determinants of Diffusion in the Use of Earth Observations","We demonstrate the diffusion in use of Earth observations data in social science research. Our study is motivated by the continuing debate among policymakers over the value of the nation’s investment in Earth observations. We also consider the role of related factors including the spread of geographical information systems (GIS; a complementary tool for using Earth observations data) and the role of data prices. We first estimate a diffusion curve and then draw from standard bibliometric methods to evaluate further the extent to which the research field is growing. We realize that these aspects of the value of Earth observations are often part of policy debate, but we offer insights into how to substantiate \nand document these claims. We find evidence of increasingly widespread use of Earth observations in an ever-widening number of applications and geographic regions. GIS and data prices influence this diffusion. However, we see less evidence of a community of practice within the large social science literature represented in our data. These findings have implications for steps to take to increase the benefits of Earth observations.","Macauley, Molly","","",2010,"Landsat|Earth observation|natural resources policy|technical diffucion|knowledge diffusion|remote se","",""
6691668,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Use of climate information for socio-economic benefits","Climate and weather conditions affect almost every industry in nearly every country. Over the coming decades climate change could potentially have adverse impacts on many countries and on a range of industries. For example, agricultural production, particularly in some of the developing regions of the world is likely to be hard hit by climate change over the coming decades. Hence, adaptation to climate change and mitigation of greenhouse warming are critical for regional and global sustainability. In this context, the importance of collection, dissemination and use of climate information across many countries as a global public good is highlighted in this paper.","Gunasekera, Don","Procedia Environmental Sciences","",2010,"climate change|climate information|socio economic benefits|agriculture|public goods","",""
6691669,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Estimating the value of El Niño Southern Oscillation information in a regional water market with implications for water management","This study employs both a stochastic programming without recourse model and a regression approach to estimate the value of the El Niño Southern Oscillation (ENSO) information in the Northern Taiwan regional water market. The empirical estimation results provide several useful implications for water resource management. First, the precipitation of this region is significantly affected by El Niño Southern Oscillation events, which increases the uncertainty of regional water supply. Secondly, the damage caused by the El Niño Southern Oscillation events to this regional water market could reach up to NT$ 146 million (i.e., US$ 4.56 million). Finally, the possible water management strategies, which include water transfer activities among different demand groups, with a perfect El Niño Southern Oscillation forecast could substantially mitigate the damage and result in a benefit of NT$ 370 million (i.e., US$ 11.56 million).","Liao, Shu-Yi","Journal of Hydrology","",2010,"ENSO|Water transfer|Stochastic water economic model","",""
6691670,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Earth Observations in Social Science Research for Management of Natural Resources and the Environment: Identifying the Landsat Contribution","This paper surveys the peer-reviewed social science literature in which Landsat data are used to inform public policy in managing natural resources and the environment. The paper differentiates articles in which methodology is developed (for example, developing and testing algorithms or demonstrating how data could be used) and articles in which data are applied for decisionmaking or policy implementation. The studies surveyed in this paper are selected from a wide range of publications within the social sciences. Selection uses social science-oriented bibliographic search indices. Searching the social science literature leads to identification of applications of Landsat by a community of experts unlikely to be identified by surveys or overviews of the Landsat program. Surveys and overview studies have tended to target researchers specializing in remote sensing or photogrammetry rather than researchers drawn from the social sciences. The usefulness of Landsat data as a basis for public investment in the Landsat proogram is underestimated in the absence of recognizing this body of research.","Macauley, Molly K.","The Journal of Terrestrial Observation","",2009,"natural resources policy|environmental policy|Landsat|social science|environmental management","",""
6691671,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","The ECORS system: A mobility decision-making tool based on earth observation data","This study describes the decision-making system ECORS, dedicated to soils and roads characterization for mobility purposes in operational contexts. This project was initiated by the DGA (Délégation Générale à l’Armement, France) and left to a consortium’s care for the technical realization. This consortium integrates different laboratories, research centers and private companies, specialized in such problematic. The objectives of such study are first to analyze and evaluate current operational technologies able to characterize roads, tracks, and cross-country for mobility either in France or in international contexts. The main data sources authorized are those coming from remote sensors, including remote-sensing data, existing databases, i.e., Topobase Defense, Corinne Landcover, NOAA, etc or opensource data. These data are stored into a GIS oriented tool used for calculating the capacities for vehicles to run on a specific operational theatre. This last operation involves different techniques of data fusion or transformation for estimating the vehicles speed. For this purpose, vehicles performances tables, depending on the theatre features, are established for several climatic scenarios. We describe here the ECORS system, including the selected data sources used in the different processing steps, the technical specifications related to the system architecture and the validation protocols where different decision-making maps are compared to validation data observed on the field.","Grandjean, Gilles","IEEE International Geoscience and Remote Sensing Symposium","",2009,"Decision making|Earth|Remote sensing|Databases|Military computing|Prototypes|Soil moisture|Roads|Dis","",""
6691672,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Progress Report on the Implementation of the Global Observing System for Climate in Support of the UNFCCC 2004-2008 5","- The increasing profile of climate change has reinforced world-wide awareness of the importance of an effective Global Climate Observing System.\n- Developed Countries have improved many of their climate observation capabilities, but national reports suggest little progress in ensuring long-term continuity for several important observing systems.\n- Developing Countries have made only limited progress in filling gaps in their in situ observing networks, with some evidence of decline in some regions, and capacity building support remains small in relation to needs.\n- Both operational and research networks and systems, established principally for other purposes, are increasingly responsive to climate needs including the need for timely data exchange.\n- Space agencies have improved both mission continuity and observational capability, and are increasingly meeting the identified needs for data reprocessing, product generation, and access.\n- The Global Climate Observing System has progressed significantly over the last five years, but still falls short of meeting all the climate information needs of the UNFCCC and broader user communities.","Global Climate Observing System","","",2009,"","",""
6691673,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","The Value of Earth Observation for Managing the Great Barrier Reef","Effective decision-making requires information, but how much information is enough and how much money should be invested in additional information is often unclear. This paper attempts to assess the economic benefits of informational investments, specifically of investments in Earth Observation (EO) for managing the Great Barrier Reef. We develop an expert elicitation approach based on Bayesian Decision Theory to estimate the expected contribution of informational investments to decision-making. We hypothesize that EO can improve decision-making by allowing for better-targeted emission reduction measures in the Great Barrier Reef (GBR) lagoon. For assessing the benefits (cost savings) of improved targeting we develop a model to optimize emission reductions under different states: emissions from all catchments may affect reef quality, or emissions from certain catchments may affect reef quality more. The states reflect the current uncertainties relating to water quality management in the region. The analysis suggests that the expected benefits of EO information for managing the GBR can be substantial, and depend on the perceived accuracy of EO information and on decision-makers prior beliefs.","Bouma, Jetske A.","","",2009,"Value of information|cost-effectiveness analysis|Earth Observation|marine water quality management|B","",""
6691674,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","The value of Earth Observation for marine water quality management","Global Earth Observation is one of the most important sources of information for environmental resource management. With budgets for Earth Observation (EO) increasingly under pressure, it is important to be able to quantify the returns to informational investments. For this, a clear analytical framework is lacking. This paper attempts to develop and test such a framework by combining Bayesian decision theory with an empirical, expert-oriented approach. The analysis focuses on the use of EO for marine water quality management, but the methodology is applicable to other topics too. The case studies indicate that the main benefits of EO are increased spatial and temporal coverage of the existing monitoring system and generation of early warning predictions. The results suggest that the expected benefits of EO investments are positive, but that they strongly depend on the (perceived) accuracy of the information system.","Bouma, Jetske","","",2009,"Societal benefits of Earth Observation|Bayesian  decision theory|expert elicitation|marine water qua","",""
6691675,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Investigation of aquaculture dynamics at a Ramsar site, using earth observation systems in conjunction with a socio-economic assessment","This study presents a comprehensive site-scale analysis conducted within the global wetland inventory and mapping (GWIM) project. GWIM was developed and promoted by the International Water Management Institute (IWMI) through global partnerships to investigate wetland analyses at multiple scales. The present study investigates the complexity of an inland freshwater wetland system, presenting a conceptual framework for mapping and monitoring the dynamics of Lake Kolleru (a wetland of international importance, as defined by the Ramsar Convention), utilizing a geospatial platform. Illustrating the pace of land use changes leading to the progressive elimination of the wetland ecosystem of freshwater Lake Kolleru, this study also highlights the impacts of such changes on the socio-economic system. A comprehensive temporal analysis (1977–2007) provided a structural base to schematically analyse the dynamics of biophysical and ecological changes to the wetland by effectively using a spectrum of remote sensing data. The present status and changing trends in ecological dimensions of Lake Kolleru were illustrated, utilizing information from spatial analyses, complimented with socio-economic assessment. Attention is drawn to the potential of utilizing earth resources systems in exploring space–time interactions in freshwater ecosystems heavily modified through aquaculture interventions. Further, the spatial derivatives are meant as reference material for local authorities and decision-makers to rehabilitate the economic livelihood activities to the social community dependent on the lake ecosystem. The disseminated message emphasizes the applicability of geospatial tools to enhance the efficacy of the decision-making process by facilitating regular monitoring of ecosystem dynamics and providing updated information on wetland patterns and uses.","Nagabhatla, Nidhi","Lakes & Reservoirs: Research and Management","",2009,"India|Ramsar|wetland|dynamics|aquaculture","",""
6691676,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Earth Observations as Decision Support for Adaptation and Mitigation Strategies in Response to Coastal Sea Level Rise","Local Sea Level (LSL) rise is among the major anticipated impacts of future global warming. Policy makers face a trade-off between imposing today the very high costs of mitigation, adaptation, and coastal protection upon national economies and leaving the costs of major disasters for future generations. Predictions of future LSL trajectories with reliable estimates of uncertainties are a crucial input to risk and vulnerability assessments in support of informed decisions. Current aleatory uncertainties in observations related to past and current LSL variations combined with epistemic uncertainties in some of the global, regional and local processes forcing LSL changes produce a large range of plausible future LSL trajectories and weak estimates of uncertainties. Therefore, policy makers often lack sound scientific support for the development of reasonable mitigation and adaptation strategies in the coastal zone. Additional spaceborne and in situ observations are needed in order to improve decision support by reducing the uncertainties in LSL predictions.","Plag, Hans-Peter","","",2009,"Sea level rise|Climate change impact|Risk assessment|Decision support","",""
6691677,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","A professional review for integration of earth observations into FEWS NET decision support","The Famine Early Warning System Network (FEWS NET) provides early warning support to decision makers responsible for anticipating and responding to famine and food insecurity events. This early warning system utilizes a variety of data types, including satellite remote sensing data, to assess climatic hazards that threaten adverse impacts to the food security of agricultural and pastoralist livelihoods. The National Aeronautics and Space Administration has recently funded activities to enhance remote sensing inputs to FEWS NET. A professional review was conducted to elicit Earth observation requirements for FEWS NET. It focused upon operational requirements of FEWS NET end-users to determine qualities of useful remote sensing data and data products. In this manner, properties of certain biophysical predictions that would be beneficial as FEWS NET supplementary inputs could be ascertained. Reviewers were asked to evaluate the importance of environmental variables and spatiotemporal requirements for Earth science data inputs, particularly for rainfall and vegetation products. The review was implemented in 2007 as an online questionnaire and was completed by more than 40 experts from around the world. This professional review questionnaire was shown to be a viable tool for the rapid derivation, compilation, and analysis of requirements necessary to enhance FEWS NET. Overall, information related to both rainfall and vegetation remotely sensed data and data products were valued most highly for providing actionable food security information. Notionally, the incorporation of this information will enhance this decision making system.","Ross, Kenton","","",2009,"Decision making|Decision support systems|Food supply|NASA|Observatories|Photogrammetry|Professional ","",""
6691678,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Towards best practice in earth observation research in developing countries","This paper provides evidence for the lack of collaborative remote sensing research between the developed and developing world. Analysis of publications in peer-reviewed journals using Web of Knowledge (WoK), the major UK academic citation database data is presented showing that countries designated low income or lower middle income countries tend to have significantly fewer publications (as might be expected) but also those papers that are describing work conducted in one of these countries have far fewer local authors on papers (compared to high and upper middle income countries). We identify ways in which EO researchers can support the sustainable development of indigenous capacity, through improved collaboration, increased access to publications, and better networking.","Woodhouse, Iaian","","",2009,"Capacity building|developing countries","",""
6691679,"not_duplicate","included","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Operational Use and Impact of Satellite Remotely Sensed Ocean Surface Vector Winds in the Marine Warning and Forecasting Environment","In 2002, a National Oceanographic Partnership Program project was initiated with the ambitious objective of maximizing the use of currently and soon-to-be-available satellite ocean surface vector wind (OSVW) data, such as NASA’s QuikSCAT scatterometer, in the operational weather forecasting and warning environment. This effort brought together people from the operational forecasting and satellite remote-sensing communities, academia, and the private sector. This diverse gathering of skill and experience yielded documentation of the impacts of these data in the operational short-term warning and forecasting environment of the National Oceanic and Atmospheric Administration’s (NOAA’s) National Weather Service, improvement in the use of these data in the public and private sectors, and the transition of promising research results into the operational environment. This project helped create momentum that has continued to grow long after the formal effort ended; today, NOAA uses QuikSCAT operationally and is investigating how to best establish a sustained satellite OSVW observing capability.","Chang, Paul","Oceanography","",2009,"","",""
6691680,"not_duplicate","excluded","not_screened","not_started","database","Societal Benefits repo","https://doi.sciencebase.gov/hd/#/geo-value?p=0&l=50&yearMin=1863&yearMax=2024","Value of perfect ENSO phase predictions for agriculture: evaluating the impact of land tenure and decision objectives","In many places, predictions of regional climate variability associated with the El Niño–Southern Oscillation phenomenon offer the potential to improve farmers’ decision outcomes, by mitigating the negative impacts of adverse conditions or by taking advantage of favorable conditions. While the notion that climate forecasts are potentially valuable has been established, questions of when they may be more or less valuable have proven harder to resolve. Using simulations, we estimate the expected value of seasonal climate information under alternative assumptions about (a) land tenure (ownership vs. short-term leases) and (b) the decision maker’s objective function (expected utility vs. prospect theory value function maximization), employing a full range of plausible parameter values for each objective function. This allows us to show the extent to which the value of information depends on risk preferences, loss aversion, wealth levels and expectations, as well as situational constraints. Our results demonstrate in a non-laboratory decision context that, in some cases, psychologically plausible deviations from expected utility maximization can lead to substantial differences in estimates of the expected value of climate forecasts. Efforts to foster effective use of climate information and forecasts in agriculture must be grounded in a firm understanding of the goals, objectives and constraints of decision makers.","Letson, David","Climatic Change","",2009,"Risk Aversion|Expect Utility|Land Owner|Risk Preference|Prospect Theory","",""
