title,author,abstract,journal,year,doi,screening_status,pub_year,keywords
From Science to Applications: Determinants of Diffusion in the Use of Earth Observations,"Macauley, Molly","We demonstrate the diffusion in use of Earth observations data in social science research. Our study is motivated by the continuing debate among policymakers over the value of the nation’s investment in Earth observations. We also consider the role of related factors including the spread of geographical information systems (GIS; a complementary tool for using Earth observations data) and the role of data prices. We first estimate a diffusion curve and then draw from standard bibliometric methods to evaluate further the extent to which the research field is growing. We realize that these aspects of the value of Earth observations are often part of policy debate, but we offer insights into how to substantiate \nand document these claims. We find evidence of increasingly widespread use of Earth observations in an ever-widening number of applications and geographic regions. GIS and data prices influence this diffusion. However, we see less evidence of a community of practice within the large social science literature represented in our data. These findings have implications for steps to take to increase the benefits of Earth observations.",NA,2010,https://dx.doi.org/10.2139/ssrn.1565485,included,2010,Landsat|Earth observation|natural resources policy|technical diffucion|knowledge diffusion|remote se
Use of climate information for socio-economic benefits,"Gunasekera, Don","Climate and weather conditions affect almost every industry in nearly every country. Over the coming decades climate change could potentially have adverse impacts on many countries and on a range of industries. For example, agricultural production, particularly in some of the developing regions of the world is likely to be hard hit by climate change over the coming decades. Hence, adaptation to climate change and mitigation of greenhouse warming are critical for regional and global sustainability. In this context, the importance of collection, dissemination and use of climate information across many countries as a global public good is highlighted in this paper.",Procedia Environmental Sciences,2010,https://doi.org/10.1016/j.proenv.2010.09.025,included,2010,climate change|climate information|socio economic benefits|agriculture|public goods
The Value of Earth Observation for Managing the Great Barrier Reef,"Bouma, Jetske A.","Effective decision-making requires information, but how much information is enough and how much money should be invested in additional information is often unclear. This paper attempts to assess the economic benefits of informational investments, specifically of investments in Earth Observation (EO) for managing the Great Barrier Reef. We develop an expert elicitation approach based on Bayesian Decision Theory to estimate the expected contribution of informational investments to decision-making. We hypothesize that EO can improve decision-making by allowing for better-targeted emission reduction measures in the Great Barrier Reef (GBR) lagoon. For assessing the benefits (cost savings) of improved targeting we develop a model to optimize emission reductions under different states: emissions from all catchments may affect reef quality, or emissions from certain catchments may affect reef quality more. The states reflect the current uncertainties relating to water quality management in the region. The analysis suggests that the expected benefits of EO information for managing the GBR can be substantial, and depend on the perceived accuracy of EO information and on decision-makers prior beliefs.",NA,2009,https://research.vu.nl/ws/portalfiles/portal/2608005/235180.pdf,included,2009,Value of information|cost-effectiveness analysis|Earth Observation|marine water quality management|B
The value of Earth Observation for marine water quality management,"Bouma, Jetske","Global Earth Observation is one of the most important sources of information for environmental resource management. With budgets for Earth Observation (EO) increasingly under pressure, it is important to be able to quantify the returns to informational investments. For this, a clear analytical framework is lacking. This paper attempts to develop and test such a framework by combining Bayesian decision theory with an empirical, expert-oriented approach. The analysis focuses on the use of EO for marine water quality management, but the methodology is applicable to other topics too. The case studies indicate that the main benefits of EO are increased spatial and temporal coverage of the existing monitoring system and generation of early warning predictions. The results suggest that the expected benefits of EO investments are positive, but that they strongly depend on the (perceived) accuracy of the information system.",NA,2009,https://research.vu.nl/ws/portalfiles/portal/2607929/BoumaKuikvanderWoerdDekker+FINAL.pdf,included,2009,Societal benefits of Earth Observation|Bayesian  decision theory|expert elicitation|marine water qua
A professional review for integration of earth observations into FEWS NET decision support,"Ross, Kenton","The Famine Early Warning System Network (FEWS NET) provides early warning support to decision makers responsible for anticipating and responding to famine and food insecurity events. This early warning system utilizes a variety of data types, including satellite remote sensing data, to assess climatic hazards that threaten adverse impacts to the food security of agricultural and pastoralist livelihoods. The National Aeronautics and Space Administration has recently funded activities to enhance remote sensing inputs to FEWS NET. A professional review was conducted to elicit Earth observation requirements for FEWS NET. It focused upon operational requirements of FEWS NET end-users to determine qualities of useful remote sensing data and data products. In this manner, properties of certain biophysical predictions that would be beneficial as FEWS NET supplementary inputs could be ascertained. Reviewers were asked to evaluate the importance of environmental variables and spatiotemporal requirements for Earth science data inputs, particularly for rainfall and vegetation products. The review was implemented in 2007 as an online questionnaire and was completed by more than 40 experts from around the world. This professional review questionnaire was shown to be a viable tool for the rapid derivation, compilation, and analysis of requirements necessary to enhance FEWS NET. Overall, information related to both rainfall and vegetation remotely sensed data and data products were valued most highly for providing actionable food security information. Notionally, the incorporation of this information will enhance this decision making system.",NA,2009,978-161567322-3,included,2009,Decision making|Decision support systems|Food supply|NASA|Observatories|Photogrammetry|Professional
Operational Use and Impact of Satellite Remotely Sensed Ocean Surface Vector Winds in the Marine Warning and Forecasting Environment,"Chang, Paul","In 2002, a National Oceanographic Partnership Program project was initiated with the ambitious objective of maximizing the use of currently and soon-to-be-available satellite ocean surface vector wind (OSVW) data, such as NASA’s QuikSCAT scatterometer, in the operational weather forecasting and warning environment. This effort brought together people from the operational forecasting and satellite remote-sensing communities, academia, and the private sector. This diverse gathering of skill and experience yielded documentation of the impacts of these data in the operational short-term warning and forecasting environment of the National Oceanic and Atmospheric Administration’s (NOAA’s) National Weather Service, improvement in the use of these data in the public and private sectors, and the transition of promising research results into the operational environment. This project helped create momentum that has continued to grow long after the formal effort ended; today, NOAA uses QuikSCAT operationally and is investigating how to best establish a sustained satellite OSVW observing capability.",Oceanography,2009,https://doi.org/10.5670/oceanog.2009.49,included,2009,NA
Assessing the value of information for water quality management in the North Sea,"Bouma, Jetske A.","Global Earth Observation (GEO) is one of the most important sources of information for environmental resource management and disaster prevention. With budgets for GEO increasingly under pressure, it is becoming important to be able to quantify the returns to informational investments. For this, a clear analytical framework is lacking. By combining Bayesian decision theory with an empirical, stakeholder oriented approach, this paper attempts to develop such a framework. The analysis focuses on the use of satellite observations for Dutch water quality management in the North Sea. Dutch water quality management currently relies on information from ‘in situ’ measurements but is considering extending and deepening its information base with satellite observations. To estimate returns to additional investments in satellite observation, we analyze the added value of an extended monitoring system for the management of eutrophication, potentially harmful algal blooms and suspended sediment and turbidity in the North Sea. First, we develop a model to make the potential contribution of information to welfare explicit. Second, we use this model to develop a questionnaire and interpret the results. The results indicate that the expected welfare impact of investing in satellite observation is positive, but that outcomes strongly depend on the accuracy of the information system and the range of informational benefits perceived.",Journal of Environmental Management,2009,https://doi.org/10.1016/j.jenvman.2008.07.016,included,2009,Value of information|Bayesian decision theory|Marine water quality|Water resource management|Stakeho
Using architecture modeling to assess the societal benefits of the global earth observation system-of-systems,"Martin, James","An enterprise architecture for the Earth Science activities of the National Aeronautics and Space Administration (NASA) was developed to assist in assessing the capacity of scientific instruments in meeting the needs of society. It can also help them develop the right investment strategies and help scientists and engineers in their planning for system development, especially for complex space-based environmental sensors. This architecture model can be easily extended to the Global Earth Observation System-of-Systems (GEOSS). In fact, it was constructed with GEOSS in mind to ensure that NASA’s observation systems can be readily mapped into the GEOSS structure. The architecture contains about 3000 elements that are involved in earth science research: observation sources, sensors, environmental parameters, data products, mission products, observations, science models, predictions, and decision-support tools. The science models use observations from the space-based instruments to generate predictions about various aspects of the environment. These predictions are used by decision-makers around the world to help minimize property damage and loss of human life due to adverse conditions such as severe weather storms. The architecture is developed using both traditional and nontraditional systems engineering (SE) tools and techniques. This paper will describe additional methods needed for the SE toolbox.",IEEE Systems Journal,2008,https://doi.org/10.1109/JSYST.2008.925974,included,2008,Global Earth Observation System-of-Systems (GEOSS)|system-of-systems (SoS)|Earth observation
Banda Aceh-The Value of Earth Observation Data in Disaster Recovery and Reconstruction: A Case Study,"McCallum, Ian","On 26 December 2004, Banda Aceh in Indonesia was at the center of one of the worst natural disasters to affect mankind. Large amounts of international aid poured in to assist in the relief and reconstruction efforts. Amongst this effort, were investments in basic earth observation data from in-situ, airborne and space observations. While the use of this data is assumed to be crucial, few efforts have gone into quantifying the benefits of its acquisition. The objectives of this study were to interview a cross-section of agencies operating in Banda Aceh and across the province of Nanggroe Aceh Darussalam on the use, sources and quality of earth observation data in the relief/reconstruction effort; and to analyze and quantify the value that earth observation data brings to the relief/reconstruction effort based on the survey results and specific examples. Key findings from the interviews point to an overall improvement in the spatial data situation since the tsunami. Problems identified included insufficient training, lack of timely data and sometimes poor spatial resolution. Specific examples of the costbenefits of earth observation data were typically on the order of millions of dollars and involved large time savings.",NA,2008,http://pure.iiasa.ac.at/8741/,included,2008,NA
Valuing Weather Observation Systems For Forest Fire Management,"Khabarov, Nikolay","Weather information is an integral part of modern fire management systems. In this paper, we investigate, by means of simulation studies, how improvements in the weather observation systems help to reduce burned area by targeting and monitoring places ripe fires are likely to occur. In our model, the air patrolling schedule is determined by the Nesterov index, which is calculated from observed weather data. We use two weather data sets based on ldquoroughrdquo and ldquofinerdquo grids. The reduction of the total burned area, associated with an air patrolling schedule based on the ldquofinerdquo grid, indicates the benefits of using better weather observations. We, also, consider a stochastic model to simulate forest fires and explore the sensitivity of the model with respect to the quality of input data. Finally, we investigate the system of systems effect. We find the largest marginal improvement from the rough grid results when we increase the quality of observations in most critical areas.",IEEE Systems Journal,2008,https://doi.org/10.1109/JSYST.2008.925979,included,2008,Fires|forestry|meteorology|value of information|value of observations
The impact of modern spatial information technologies on the Australian economy,ACIL Tasman,"The Cooperative Research Centre for Spatial Information (CRCSI) commissioned this study with the following terms of reference: \n1. to establish the verified and quantified economic impact of spatial information to the Australian economy in 2006-07 year \n2. to estimate the cost of inefficient access to data and identify the factors operating to create these inefficiencies \n3. to consider the future prospects for spatial data to contribute to Australia’s economic, social and environmental development goals. \n\nWe gratefully acknowledge the assistance of the Australian Government Department of Finance and Administration – Consultative Committee on Knowledge Capital – and the Queensland Department of Treasury – Office of Statistical Research – for reviewing the original brief.",NA,2008,https://www.crcsi.com.au/assets/Resources/e2b13d9b-9be9-4338-ad68-b6758f759355.pdf,included,2008,NA
A Conceptual Framework for Assessing the Benefits of a Global Earth Observation System of Systems,"Fritz, Steffen","The aim of the Global Earth Observation System-ofSystems (GEOSS) is to improve the information available to decision makers, at all levels, relating to human health and safety, protection of the global environment, the reduction of losses from natural disasters, and achieving sustainable development. Specifically, GEOSS proposes that better international cooperation in the collection, interpretation, and sharing of Earth observation information is an important and cost-effective mechanism for achieving this aim. While there is a widespread intuition that this proposition is correct, at some point the following question needs to be answered: how much additional investment in Earth observation (and specifically, in its international integration) is enough? This leads directly to some challenging subsidiary questions, such as how can the benefits of Earth observation be assessed? What are the incremental costs of GEOSS? Are there societal benefit areas where the return on investment is higher than in others? The GeoBene Project has developed a “benefit chain” concept as a framework for addressing these questions. The basic idea is that an incremental improvement in the observing system (including its data collection, interpretation and information-sharing aspects) will result in an improvement in the quality of decisions based on that information. In turn, this will lead to better societal outcomes, which have a value. This incremental value must be judged against the incremental cost of the improved observation system. Since in many cases there will be large uncertainties in the estimation of both the costs and the benefits, and it may not be possible to express them in comparable monetary terms, we show how order-of-magnitude approaches and a qualitative understanding of the shape of the cost and benefit curves can help guide rational investment decisions in Earth Observation Systems.",IEEE Systems Journal,2008,https://doi.org/10.1109/jsyst.2008.926688,included,2008,Benefit assessment|conceptual framework|cost-benefit analysis|Global Earth Observation System-of-Sys
Potential benefits of coastal ocean observing systems to Alaskan commercial fisheries,"Wellman, Katharine","In this article we attempt to illustrate the potential benefits to Alaskan commercial fisheries expected from enhancements to the Alaska Ocean Observing System (AOOS) through changes in fishery management strategies. In particular we show how the use of improvedAOOSdata in research, stockassessment, andultimately fisheriesmanagement has the potential to result in significant benefits in the Bering Sea and Gulf of Alaska groundfish and Kodiak king crab fisheries. We show through a case study approach that information such as might be provided by an enhanced AOOS could conceivably contribute over $600 million in additional annual revenue in Alaska’s groundfish fishery. In addition we estimate that had the information from such a system been available in the 1970s and 1980s the Kodiak king crab stock collapse could have been avoided and $60 million in annual revenues generated. Benefit estimates (as measured by revenue increases) are based on the assumptions that when better data is delivered those data will be integrated into stock assessment models; when better data are integrated into the models the new data will actually improve the reliability of the models; and when the reliability of the models is improved predictions will be accepted by managers or industry members.",Coastal Management,2008,https://doi.org/10.1080/08920750701868051,included,2008,Alaska fisheries|coastal observing systems|economic benefits|value of information
Assimilation of GRACE Terrestrial Water Storage Data into a Land Surface Model: Results for the Mississippi River Basin,"Zaitchik, Benjamin","Assimilation of data from the Gravity Recovery and Climate Experiment (GRACE) system of satellites yielded improved simulation of water storage and fluxes in the Mississippi River basin, as evaluated against independent measurements. The authors assimilated GRACE-derived monthly terrestrial water storage (TWS) anomalies for each of the four major subbasins of the Mississippi into the Catchment Land Surface Model (CLSM) using an ensemble Kalman smoother from January 2003 to May 2006. Compared with the open-loop CLSM simulation, assimilation estimates of groundwater variability exhibited enhanced skill with respect to measured groundwater in all four subbasins. Assimilation also significantly increased the correlation between simulated TWS and gauged river flow for all four subbasins and for the Mississippi River itself. In addition, model performance was evaluated for eight smaller watersheds within the Mississippi basin, all of which are smaller than the scale of GRACE observations. In seven of eight cases, GRACE assimilation led to increased correlation between TWS estimates and gauged river flow, indicating that data assimilation has considerable potential to downscale GRACE data for hydrological applications.",Journal of Hydrometeorology,2008,https://doi.org/10.1175/2007JHM951.1,included,2008,Land surface model|Rivers|Satellite observations|Data assimilation|Kalman filters|Hydrologic models
Ascribing societal benefit to applied remote sensing data products: an examination of methodologies based on the Multi-angle Imaging SpectroRadiometer experience,"Macauley, Molly","This paper describes and illustrates frameworks for societal benefits associated with data products from the Multi-angle Imaging SpectroRadiometer (MISR), one of five instruments launched into polar orbit aboard NASA's Terra spacecraft in December 1999. The objective of framing and illustrating benefits is impelled by the January, 2007, U.S. National Research Council’s seminal decadal survey of U.S. Earth science. The survey urges that all missions explicitly identify potential societal benefits in mission planning and operation. In this paper, our retrospective look at MISR offers approaches which mission planning for future instruments could operationalize. ""Societal benefit"" generally refers to practical applications of data and data products beyond their intrinsic science merit. The paper demonstrates how societal benefit frameworks work, highlights some of these benefits in the case of MISR, and seeks to provide useful guidance for benefit descriptions in future multi-angle and other Earth observation research programs.",Journal of Applied Remote Sensing,2007,http://doi.org/10.1117/1.2799981,included,2007,applied remote sensing|multi-angle imaging|spectroradiometer|societal benefit|economics|Earth observ
The value of information: Measuring the contribution of space-derived earth science data to resource management,"Macauley, Molly K.","Governments around the world, as well as private industry, invest heavily in remote sensing spacecraft to obtain data about natural and environmental resources, climate change, and the relationship of earth science to human health and quality of life. Numerous studies have been undertaken to describe and measure the value of the data from these spacecraft in order to justify further investments. The studies use a wide variety of methods and generally find a large range of benefits, from quite small to very large, in part because of differences in methodologies. This article offers a general framework for measuring the value of information. The framework serves two purposes. One is provision of a comprehensive and common basis by which to conduct and evaluate studies of the value of earth science. The second is to better inform decision makers about the value of data. Decision makers comprise three communities: consumers and producers of information, public officials whose job is to invest in data acquisition and information development (including sensors and other hardware, algorithm design and software tools, and a trained labor force), and the public at large.",Space Policy,2006,https://doi.org/10.1016/j.spacepol.2006.08.003,included,2006,NA
Integrating Earth observation data into geospatial databases that support public health decisions,"Morain, S.A.","There are several reasons why public health communities do not use information from Earth observations routinely. Most notable among them are: (1) they need science results that verify, validate, and benchmark the statistical and economic benefits from these exotic inputs; and, (2) they lack the systems that would deliver such reliable information economically and swiftly in their already heavy workloads. The Public Health Applications in Remote Sensing (PHAiRS) project is engineering elements of an enhanced disease surveillance system for dust-related respiratory diseases in the desert southwest of the United States. Several Earth observations (EO) data sets are replacing parameters traditionally used in dust forecasting models to improve simulations of particulate matter entrainment, timing of entrainment, concentrations, and subsequent movement. Output from the enhanced dust forecasting model is nested within a regional version of the National Centers for Environmental Prediction (Eta version) model (NCEP/Eta). Simulations using the enhanced dust model have been compared to actual dust episodes recorded by NCEP/Eta’s atmospheric patterns and by dust data from a ground-based Continuous Air Monitoring System (CAMS). The simulations were rerun after replacing the land cover layer with land cover classes derived from MODIS (MOD-12). For the CAMS test cases, this resulted in a significant improvement in dust episode patterns. Additional EO data assimilations investigate whether further improvements can be gained by replacing the topographic layer with higher resolution digital elevation data from SRTM, dustgenerating areas derived from MOD-15’s Fraction of Photosynthetically Active Radiation (FPAR) and Leaf Area Index (LAI) data, soil moisture data from AMSR-E, and aerodynamic surface roughness. Ongoing simulations aim eventually to measure hourly, daily, and weekly model improvements from EO data replacements that are refreshed on a weekly, seasonal, or inter-annual basis. The overall aims are to: (a) combine the measured improvements from several EO data series that optimize dust forecast scenarios for public health authorities; (b) benchmark each step in the process to document the benefits of EO data inputs into respiratory health care; and (c), develop retrospective and forecast statistics from model runs that boost system reliability and user confidence.","International Archive of Photogrammetry, Remote Sensing and Spatial Information Sciences",2006,https://www.isprs.org/proceedings/XXXVI/part4/WG-VIII-2-2.pdf,included,2006,Earth observation|System integration|Internet GIS|Public health/medical|Environmental monitoring|Spa
Ascribing Societal Benefit to Environmental Observations of Earth from Space,"Macauley, Molly","At the request of managers at the National Aeronautics and Space Administration, this paper describes frameworks for and illustrates societal benefits associated with Earth observations from an experimental satellite known as the Multiangle Imaging SpectroRadiometer (MISR). MISR is a unique camera that images Earth's atmosphere and other characteristics simultaneously from nine angles. This multiangle perspective enhances our ability to measure and monitor dimensions of climate, weather, air quality, natural hazards, and the biosphere. ""Societal benefit"" in this paper generally refers to practical applications of data and data products beyond their intrinsic science merit. The paper has two objectives: to demonstrate how several societal benefit frameworks work, and to highlight some of these benefits in the case of MISR. Such consideration of practical benefits is timely, as their realization is becoming a prominent objective of future space remote sensing activities. At least four groups of experts recommend that societal benefit serve as a heavily weighted criterion for prioritizing Earth science research opportunities. The National Academy of Sciences' forthcoming decadal survey for U.S. Earth science applications from space, the U.S. Climate Change Research Program, the framework for the international Global Earth Observing System of Systems (GEOSS), and the new world water program of the World Meteorological Organization (WMO) all argue that societal benefit should be a determining factor in selecting the next Earth-observing spacecraft missions and instruments. If these recommendations are implemented, the frameworks and illustrations below may prove useful in guiding benefit descriptions in future space-derived Earth observation programs.",NA,2006,https://dx.doi.org/10.2139/ssrn.901785,included,2006,environmental management|earth observations|earth science; societal benefits|resource
Future earth observation strategy for societal benefits,"Zhou, Guoqing","This invited paper presents the future intelligent observing system (FIEOS) and event-driven earth observation concepts as well as their connections to societal benefits for both decision-makers and the general public. The elucidated linkage and flow of information from FIEOS to societal benefits is interoperable. With the envisioned FIEOS, this paper places an emphasis on (i) How to apply the FIEOS to increase the efficiency of monitoring natural disaster, to improve the natural disaster management, and to mitigate disasters through providing highly accurate, and reliable surveillance data for experts, analysts, and decision-makers; (ii) How to significantly increase and extend societal benefits to the future U.S. Earth observation application strategy in, for example, realtime response to time-critical events, and disastrous environmental monitoring. Therefore, this paper presents the analysis of FIEOS to society benefit in the realms: (i) reducing loss of life and property from natural and human-induced disasters, (ii) improving human health and well-being, (iii) improving wealth forecasting, (iv) supporting sustainable agriculture, and (v) serving lay people.",NA,2005,https://doi.org/10.1109/IGARSS.2005.1526433,included,2005,Earth|Monitoring|Intelligent systems|Intelligent sensors|Humans| Satellite broadcasting|Time factors
The potential value of improved ocean observation systems in the Gulf of Mexico,"Kaiser, Mark","A number of coastal and ocean observation systems exist throughout the Gulf of Mexico (GOM), but the network of systems is\nnot currently linked or integrated and at present not fully implemented. The network of local systems are diverse, typically involving\nunique mandates and several different funding sources at various levels of permanence. The purpose of this paper is to describe the\nocean observation systems that currently exist in the GOM, and to identify and quantify the expected economic benefits that may\nresult from the implementation of an integrated regional network. Improved ocean observation systems are expected to reduce the\nuncertainty of ocean/weather forecasting and to enhance the value of ocean/weather information throughout the Gulf region. The\nsource of benefits and the size of activity from which improved ocean observation benefits may be derived are estimated for private\nsector, non-market, and public sector activities categorized according to marine transportation, commercial fishing, recreational\nfishing, search and rescue operations, and pollution management. The benefits of improved ocean observation systems to energy\nexploration, development, and production activities are estimated, and a discussion of potential benefits to lightering activities,\nenvironmental monitoring, royalty payments, and engineering design are highlighted.\nr 2004 Elsevier Ltd. All rights reserved.",Marine Policy,2004,https://doi.org/10.1016/j.marpol.2003.11.002,included,2004,Benefit analysis|Ocean observation systems|Valuation strategies
A Cost-Benefit Analysis of The National Map,"Halsing, David","The Geography Discipline of the U.S. Geological Survey (USGS) has conducted this cost-benefit analysis (CBA) of The National Map. This analysis is an evaluation of the proposed Geography Discipline initiative to provide the Nation with a \nmechanism to access current and consistent digital geospatial data. This CBA is a supporting document to accompany the Exhibit 300 Capital Asset Plan and Business Case of The National Map Reengineering Program. \nThe framework for estimating the benefits is based on expected improvements in processing information to perform any of the possible applications of spatial data. This analysis does not attempt to determine the benefits and costs of performing geospatial-data applications. Rather, it estimates the change in the differences between those benefits and costs with The National Map and the current situation without it. The estimates of total costs and benefits of The National Map were based on the projected implementation time, development and maintenance costs, rates of data inclusion and integration, expected usage levels over time, and a benefits estimation model. \nThe National Map provides data that are current, integrated, consistent, complete, and more accessible in order to decrease the cost of implementing spatial-data applications and (or) improve the outcome of those applications. The efficiency gains in per-application improvements are greater than the cost to develop and maintain The National Map, meaning that the program would bring a positive net benefit to the Nation. The average improvement in the net benefit of performing a spatial data application was multiplied by a simulated number of application implementations across the country. The numbers of users, existing applications, and rates of application implementation increase over time as The National Map is developed and accessed by spatial data users around the country",NA,2004,https://doi.org/10.3133/cir1271,included,2004,NA
The socioeconomic benefits of Earth science and applications research: reducing the risks and costs of natural disasters,"Williamson, Ray A.","A wealth of satellite data has provided information on weather and climate phenomena for the past 40 years. Within this period, however, the heavy human and economic costs of natural disasters have increased considerably. Using hurricanes, droughts, floods and earthquakes which occurredin the USA as examples, this article describes how Earth science can be appliedto such situations to predict or mitigate their effects. The economic value of providing such information is discussed, as are the issues that can affect how successful its provision will be.",Space Policy,2002,PII: S 0265-9646(01)00057-1,included,2002,NA
Pricing policy and legal issues: 6th and 7th EOPOLE workshops,"Harris, Ray","The following report presents the main conclusions of the sixth and seventh EOPOLE workshops, held in Hydra, Greece, 3-4 May and Leiden, the Netherlands, 3-5 July 2000, respectively. The objectives of the first workshop were to evaluate di!erent approaches to pricing policy and to assess how new developments in Earth observation and information technology are having an impact on Earth observation data pricing policy. Those of the second were to assess the constraints that legal frameworks impose on Earth observation and to explore ways in which they can be used to its advantage.",Space Policy,2000,PII: S0265-9646v(00) 00039-4,included,2000,NA
A benefit-cost analysis of a regional global ocean observing system: Seawatch Europe,"Stel, Jan H.","The Global Ocean Observing System (GOOS) is a joint effort of the Intergovernmental Oceanographic Commission (IOC) of UNESCO, the World Meteorological Organlsation (WMO) and the United Nations Environmental Programme (UNEP). GOOS will provide long-term ocean data based on a globally coordinated strategy. These data will be used for climate forecasting. The Seawatch Europe project of the European Marine environment programme (EUROMAR) Is an on-line monitoring and surveillance system of the North Sea and Is a regional component of GOOS. Seawetch forecasts and environmental data are distributed to public authorities, aquecuiture/fish farming, commercial fishing, tourist Industry, research Institutes, navy and coastguards. The Seawatch system Is now operative In Norway and Thailand. it is at present Installed In Spain, and Indonesia Seawatch has aroused considerable Interest In Sweden, The Netherlands, Greece, Italy, Mexico, China, Korea and the USA. In this paper some of the results of a benefit-coat analysis of the Seawatch System are discuseed. So far the main revenues occur in the oll and gas exploitation, commercial flsherless end fish farming, tourism, meteorological forecasting, crises management etc. It is calculated that in the North Sea, a delay of 105 minutes in startup of the productional of a well will cover the costs of Seawatch. The global potential for the Seawatch System in the Exclusive Economic Zone is an estimated 50 units of ten buoys with a running cost of $100 million per year. A strong point of the Seawatch system is that it is commercially off-the-shelf technology. Seawatch is, however, still competing with academic and governmental institutions for funds when viewed as either a research venture or an operational programme. It is important for public authorities at the national and international level to participate in Seawatch and help to steer it towards the potential it was designed to fulfil namely a building stone of GOOS.",Marine Policy,1996,https://doi.org/10.1016/0308-597X(96)00029-2,included,1996,NA
Agricultural Producers' Willingness to Pay for Real-Time Mesoscale Weather Information,"Kenkel, Phil","Mesoscale weather networks can provide improved weather information to agricultural producers. This technology can potentially improve production decisions, reduce irrigation and pesticide inputs, and reduce weather-related losses. Developing a mesoscale network to disseminate real-time mesoscale weather information requires a substantial investment. In addition, there are costs associated with maintenance of the system and distribution of the information available. While public funds may be available to support initial development of the system, there may be less public support for maintaining the system and subsidizing users' access to the information. This study uses the contingent valuation technique to determine the willingness of Oklahoma farmers and ranchers, as one set of potential users, to pay for real-time mesoscale weather information. The results indicate that agricultural producers are willing to pay only a modest fee for improved weather information. Gross sales, irrigation, and past weather losses are among the factors shown to significantly impact willingness to pay.",Journal of Agricultural and Resource Economics,1995,https://www.jstor.org/stable/40987744,included,1995,contingent valuation|decision aids|mesoscale weather information
