title,author,year,key,n_tokens,summary,error,pass
Monitoring Daily Evapotranspiration over Two California Vineyards Using Landsat 8 in a Multi-Sensor Data Fusion Approach,"Semmens, Kathryn A. and Anderson, Martha C. and Kustas, William P. and Gao, Feng and Alfieri, Joseph G. and McKee, Lynn and Prueger, John H. and Hain, Christopher R. and Cammalleri, Carmelo and Yang, Yun and Xia, Ting and Sanchez, Luis and Alsina, Maria Mar and Velez, Monica",2016,semmens_monitoringdailyevapotranspirationcalifornia_2016,18213,"The study employs a multi-sensor data fusion approach to estimate daily evapotranspiration (ET) over two vineyards in California, utilizing Landsat 8, MODIS, and GOES satellite data. The methodology integrates the Spatial and Temporal Adaptive Reflectance Fusion Model (STARFM) with the Two-Source Energy Balance (TSEB) model. This combination allows for high spatial resolution (30 m) ET maps by fusing Landsat's detailed imagery with the higher temporal frequency of MODIS and GOES data. The ET retrieval algorithm is calibrated using ground-based flux measurements, achieving relative mean absolute errors of 19-23% and root mean square errors of approximately 1 mm/day. The study further enhances regional water management by providing spatial patterns of cumulative ET, which correlate with crop moisture and yield variability. This approach demonstrates the utility of high-resolution remote sensing in agricultural water management, especially under conditions of limited water availability, showcasing its potential to support operational decisions in vineyard irrigation.",NA,1
The Benefits of Remote Sensing for Energy Policy,"Sen, A",2004,sen_benefitsremotesensingenergy_2004,8591,"The paper examines the societal benefits of satellite and Earth Observation data, particularly in the context of energy policy. The author employs various methods to estimate these benefits, including cost-benefit analysis and case studies. The analysis focuses on three primary areas: resource exploration, weather forecasting, and environmental monitoring.    In resource exploration, the paper highlights the use of remote sensing technology for detecting hydrocarbon seeps, which allows for more efficient and cost-effective exploration compared to traditional methods. The economic benefits are quantified through pricing models, indicating significant savings for the petroleum industry.    For weather forecasting, the author discusses the impact of improved satellite data on predicting severe weather events, which can save energy companies millions of dollars in avoided downtime and operational disruptions. The paper quantifies these benefits by comparing production losses and cost savings associated with accurate forecasts.    Finally, the environmental monitoring section emphasizes the importance of remote sensing in tracking pollution and supporting compliance with environmental regulations. The author suggests that the integration of remote sensing data into energy policy can enhance public welfare by reducing environmental risks and improving energy efficiency. Overall, the paper advocates for investments in remote sensing technologies to maximize these societal benefits.",NA,1
Application of Remote Sensing Technology for Impact Assessment of Watershed Development Programme,"Shanwad, U. K. and Patil, V. C. and Gowda, H. H. and Dasog, G. S.",2008,shanwad_applicationremotesensingtechnology_2008,5661,"The paper by U.K. Shanwad et al. employs remote sensing and GIS to assess the impact of the Integrated Wasteland Development Programme (IWDP) on the Katangidda Nala watershed in Karnataka, India, over a five-year period (1997-2002). The methodology involves using IRS 1C and LISS III satellite imagery to classify land use and land cover changes through a supervised classification approach utilizing the Maximum Likelihood algorithm. Additionally, the Normalized Difference Vegetation Index (NDVI) is calculated to evaluate biomass levels, indicating shifts in vegetation vigor.    The study includes a benefit-cost analysis comparing remote sensing methods to traditional survey techniques, finding remote sensing to be 2.2 times cheaper. The socio-economic impact is assessed via a structured questionnaire administered to 100 farmers across various landholding categories. The results show significant increases in agricultural and forest land, with corresponding decreases in wasteland, attributed to improved water management and agricultural practices. This integrated approach demonstrates the effectiveness of remote sensing and GIS for efficient monitoring and evaluation of watershed development initiatives, offering a cost-effective alternative to conventional methods.",NA,1
Translation of Remote Sensing Data into Weed Management Decisions,"Shaw, {\relax DR",2005,shaw_translationremotesensingdata_2005,12521,"The paper discusses the use of remote sensing and associated technologies to enhance weed management and environmental protection. The methods outlined include the integration of remote sensing data with Geographic Information Systems (GIS) and Global Positioning Systems (GPS) to facilitate site-specific weed management. This approach enables the detection of weed populations, assessment of infestation levels, and monitoring of spread rates.    The paper highlights the development of Decision Support Systems (DSS) that utilize remote sensing data to provide accurate, site-specific information for decision-making in weed management. A key focus is on the potential societal benefits, which include reduced herbicide inputs, lower environmental risks from pesticide application, and improved crop yields through better management practices. Cost-benefit analyses demonstrate that site-specific herbicide applications can lead to significant cost savings, with estimates ranging from $96.24 to $104.76 per hectare in soybean.    The authors emphasize the importance of timely and accurate data delivery for effective weed management, identifying the need for continuous advancements in remote sensing technology and DSS development to meet agricultural and ecological needs. Overall, the integration of remote sensing into weed management offers significant potential for improving efficiency and sustainability in agricultural practices.",NA,1
Satellite Remote Sensing for Water Resources Management: Potential for Supporting Sustainable Development in Data-Poor Regions,"Sheffield, J. and Wood, E. F. and Pan, M. and Beck, H. and Coccia, G. and {Serrat-Capdevila}, A. and Verbist, K.",2018,sheffield_satelliteremotesensingwater_2018,33761,"The paper reviews the integration of satellite remote sensing into water resource management (WRM), particularly in data-poor regions such as Latin America and the Caribbean. The authors highlight several methods used to estimate the societal benefits of satellite data for WRM:    1. **Data Synthesis**: The authors compile and assess various satellite-derived products (e.g., precipitation, soil moisture, snow water equivalent) to fill gaps in existing in situ monitoring networks.    2. **Evaluation of Satellite Missions**: They review current and upcoming satellite missions that can enhance data availability and quality for hydrological monitoring and decision-making.    3. **Case Studies**: The paper presents examples of how satellite products are utilized by national agencies for real-time monitoring, flood and drought management, and agricultural planning.    4. **Statistical Downscaling and Assimilation**: Techniques are discussed for improving the accuracy of satellite estimates through statistical downscaling and integration with ground-based observations and models.    5. **Capacity Building**: The authors emphasize the need for training and institutional support to ensure effective use of satellite data in WRM, facilitating informed decision-making in resource allocation and disaster preparedness.    These approaches underscore the transformative potential of satellite remote sensing in supporting sustainable development and managing water resources effectively.",NA,1
Use of Satellite Data in Coastal Zone Programmes,"Szekielda, K. H.",1976,szekielda_satellitedatacoastalzone_1976,13423,"The paper discusses the application of satellite data, particularly from the Landsat (ERTS) missions, in coastal zone management and the estimation of societal benefits derived from such data. Key methodologies include using satellite imagery to monitor marine resources, assess water quality, and analyze coastal changes. The paper emphasizes the improved ground resolution of satellite images, which allows for the detection of smaller features such as upwelling zones and plankton blooms, vital for fisheries management.    Economic evaluations are conducted through case studies, highlighting the cost-effectiveness of satellite data in various applications, such as agriculture and water resource management. For instance, a study in Kenya estimated benefits from range-land management to be between $8–26 million over 20 years. The paper also mentions the integration of satellite data with ground-based observations to enhance resource management efficiency. Overall, the methodologies underscore the potential of satellite data to support informed decision-making in coastal management, with quantifiable economic benefits for society.",NA,1
Drone Remote Sensing for Forestry Research and Practices,"Tang, L. and Shao, G.",2015,tang_droneremotesensingforestry_2015,6961,"This review article focuses on the emerging use of drones for remote sensing in forestry, detailing various methods for estimating and quantifying societal benefits. The authors highlight the advantages of drone technology, including low operational costs, high spatial and temporal resolution, and the ability to collect data without endangering personnel. They discuss applications such as mapping forest structure, tracking wildfires, and monitoring canopy health, emphasizing that drones can supplement traditional satellite and aerial methods by providing high-resolution imagery that is often more timely and cost-effective.    Key methods discussed include photogrammetry and the integration of multiple data sources, such as multispectral and hyperspectral imaging, to improve the accuracy of forest measurements like canopy height and forest volume. The article presents case studies demonstrating significant time and resource savings in forest management and monitoring due to drone applications, particularly in developing regions. Moreover, the authors advocate for systematic comparative studies to identify the most effective drone technologies for diverse forestry needs, ultimately supporting sustainable forestry practices.",NA,1
Land Cover Classification in Mangrove Ecosystems Based on Vhr Satellite Data and Machine Learning-an Upscaling Approach,"Toosi, Neda Bihamta and Soffianian, Ali Reza and Fakheran, Sima and Pourmanafi, Saeied and Ginzler, Christian and Waser, Lars T.",2020,toosi_landcoverclassificationmangrove_2020,12985,"The paper employs a three-step upscaling approach to estimate and quantify the societal benefits of Earth Observation (EO) data for classifying land cover in mangrove ecosystems. Initially, high-resolution reflectance values are extracted from WorldView-2 imagery, which serves to create a detailed reference dataset for the study area. This dataset includes eight land cover classes, particularly focusing on mangroves, mudflats, and shallow/deep water zones.    Subsequently, an object-based image analysis (OBIA) is utilized, employing a multi-resolution segmentation algorithm from eCognition software to categorize homogeneous image objects. The normalized difference vegetation index (NDVI) and Moran index are incorporated to enhance segmentation accuracy. The Random Forest (RF) classification method is then applied to both WorldView-2 and freely available Sentinel-2 imagery, leveraging RF’s capacity for non-parametric classification without needing extensive prior knowledge of the data distribution.    The overall accuracy of the classifications is assessed through a confusion matrix and validation of reference data, demonstrating the utility of combining high-resolution commercial data with freely available satellite data for cost-effective and precise mapping of mangrove ecosystems, ultimately supporting better conservation and management practices.",NA,1
"Smart Environmental Monitoring and Assessment Technologies (Semat)---a New Paradigm for Low-Cost, Remote Aquatic Environmental Monitoring","Trevathan, J. and Johnstone, R.",2018,trevathan_smartenvironmentalmonitoringassessment_2018,20076,"The paper presents the Smart Environmental Monitoring and Assessment Technologies (SEMAT) project, which aims to create low-cost, near real-time remote monitoring systems for aquatic environments utilizing off-the-shelf components. The authors conducted a systems analysis and designed an open standard for these monitoring units, emphasizing community engagement through social enterprise and e-waste recycling.    To assess the societal benefits of SEMAT, the authors employed a multi-faceted approach. They utilized field tests of prototype buoys in a peri-urban lake setting, measuring key water quality parameters (temperature, turbidity, light levels) to provide ongoing data. The results validated the system's capabilities, allowing for improved predictive modeling in environmental management.    The SEMAT approach significantly reduces costs (approximately $154 per buoy) compared to traditional monitoring systems, enabling broader deployment and accessibility for local stakeholders. Additionally, the integration of community involvement in production fosters educational opportunities and raises awareness about environmental issues, ultimately enhancing societal engagement with aquatic ecosystem management. The modular and open-source design allows for adaptability and scalability, ensuring continued innovation and effectiveness in environmental monitoring efforts.",NA,1
Application of near Real-Time and Multiscale Three Dimensional Earth Observation Platforms in Disaster Prevention,"Tsai, W. F. and Chen, B. and Chang, J. Y. and Lin, F. P. and Chang, C. H. and Sun, C. Y. and Su, W. R. and Chen, M. F. and Shih, D. S. and Chen, C. H. and Lin, S. C. and Yu, S. J.",2011,tsai_applicationrealtimemultiscale_2011,10744,"The paper discusses the development of a near real-time, high-resolution 3D Earth Observation application platform aimed at disaster prevention and response in Taiwan. The method involves integrating multiscale Earth observation technologies—including satellite telemetry from Formosat-2, aerial photography, and on-site 3D imaging—to generate comprehensive spatial information for disaster management.     Data is collected and processed through a structured framework comprising four layers: data provider, integration/releasing, expert, and decision-maker layers. The platform employs automated image processing techniques, enabling the rapid generation of orthophotos and high-resolution imagery within 3 to 6 hours post-disaster. This facilitates timely decision-making by disaster response teams.     The authors illustrate the platform’s effectiveness through case studies, including the 2009 Typhoon Morakot and the 2011 Japan earthquake, demonstrating how integrated data can enhance situational awareness and recovery planning. The study emphasizes the importance of real-time data acquisition, high-resolution imaging, and 3D visualization technologies in improving disaster response outcomes and supports the notion that effective integration of Earth observation data significantly enhances societal benefits in disaster management contexts.",NA,1
Layering Natural Resource and Human Resource Data for Planning Watershed Conservation Strategies,"Tyson, B and Worthley, T and Danley, K",2004,tyson_layeringnaturalresourcehuman_2004,4997,"The paper by Tyson, Worthley, and Danley outlines a strategic planning process for watershed conservation by integrating natural resource data with landowner survey data. The methodology combines Geographic Information System (GIS) layers derived from preexisting data and IKONOS satellite imagery to identify critical environmental features such as unfragmented forests and wetlands. A survey assesses landowners' cost-benefit perceptions and conservation intentions, which are then mapped to highlight areas for targeted outreach.    The study employs the Theory of Reasoned Action to understand how landowners' perceptions influence their engagement in conservation practices. The combined data layers guide decision-makers in identifying priority areas for conservation and tailoring communication strategies based on landowners' intentions—ranging from educational efforts for those with strong intentions to more persuasive approaches for neutral respondents. This layered approach ensures that limited resources are effectively directed toward areas with the greatest potential for conservation impact, thereby maximizing societal benefits from satellite and Earth observation data. The process serves as a model for other conservation organizations seeking to enhance their strategic planning efforts.",NA,1
Air Quality Management Using Modern Remote Sensing and Spatial Technologies and Associated Societal Costs,"Uddin, W.",2006,uddin_airqualitymanagementmodern_2006,8279,"This paper by Waheed Uddin employs advanced modeling techniques to estimate societal benefits associated with air quality management through satellite and Earth observation data. The study focuses on predicting ground-level ozone (O3) and related air quality degradation using a new science model implemented in the AQMAN computer program. Key predictor variables include climatological data (temperature, wind, precipitation), traffic volume and mix, vehicle emissions inventories, and surface temperature derived from remote sensing data.    The methodology includes the use of high-resolution satellite imagery for surface classification to analyze urban heat islands and their impact on air quality. By comparing air quality data from EPA monitoring stations with modeled predictions, the study quantifies the economic costs associated with air pollution on public health, traffic accidents, and lost productivity. The analysis emphasizes the necessity of incorporating societal costs into transportation planning and policy-making to promote sustainable development and mitigate health impacts related to air quality degradation. The paper ultimately advocates for a life-cycle economic analysis approach that captures both direct and indirect costs to enhance decision-making in transportation infrastructure projects.",NA,1
Integrating Remote Sensing in Natura 2000 Habitat Monitoring: Prospects on the Way Forward,"Vanden Borre, J. and Paelinckx, D. and M{\""u}cher, C. A. and Kooistra, L. and Haest, B. and De Blust, G. and Schmidt, A. M.",2011,vandenborre_integratingremotesensingnatura_2011,13636,"The paper explores the integration of remote sensing (RS) methods in monitoring Natura 2000 habitats, emphasizing the estimation of societal benefits derived from Earth Observation (EO) data. The authors conducted a comprehensive review of legal monitoring requirements associated with the Natura 2000 network and analyzed the current use of remote sensing data in habitat assessment across EU member states. They consulted with monitoring experts to identify data needs and expectations regarding RS applications.     The methods employed include a literature review of existing documentation, analysis of data from the latest EU reporting period, and qualitative assessments through expert consultations. The study highlights the potential of RS for habitat mapping, change detection, and quality assessment, while also identifying bottlenecks such as a lack of standardization and harmonization in data collection and processing. Recommendations for improving the integration of RS into habitat monitoring include developing standardized approaches, enhancing data sharing, and fostering collaboration between remote sensing and conservation communities to ensure cost-effective and reliable monitoring solutions. This integration could lead to enhanced biodiversity protection and informed policy-making, thereby quantifying the societal benefits of EO data in environmental conservation.",NA,1
Targeting Villages for Rural Development Using Satellite Image Analysis,"Varshney, Kush R. and Chen, George H. and Abelson, Brian and Nowocin, Kendall and Sakhrani, Vivek and Xu, Ling and Spatocco, Brian L.",2015,varshney_targetingvillagesruraldevelopment_2015,9808,"The paper employs a combination of satellite image analysis, machine learning, and predictive analytics to quantify the societal benefits of Earth Observation data for rural development. It presents two case studies: targeting unconditional cash transfers in Sub-Saharan Africa and planning solar-powered microgrids in Indian villages.     In the first case, the authors analyze satellite images to assess roof types as indicators of poverty, using machine learning techniques—specifically random forests—to classify roofs as thatched or metal based on their color and texture. This classification generates heat maps indicating the distribution of poverty, facilitating the selection of villages for cash transfers.    In the second case, the authors develop a software tool to identify village layouts and optimize microgrid designs. They apply image segmentation and classification algorithms to extract building locations from satellite imagery, enabling efficient planning of energy infrastructure. The tool simulates various wiring topologies to estimate costs and project future energy demand based on village growth patterns.    Overall, the methods demonstrate how satellite data can provide critical insights for resource allocation and planning in underserved rural areas, improving the efficiency and effectiveness of development initiatives.",NA,1
"How Remote Sensing Supports Mangrove Ecosystem Service Valuation: A Case Study in ca Mau Province, Vietnam","Vo, Tuan Quoc and Kuenzer, C. and Oppelt, N.",2015,tuanquocvoandkuenzer_remotesensingsupportsmangrove_2015,9703,"The paper employs a combination of remote sensing and household survey methods to estimate the societal benefits of mangrove ecosystem services in Ca Mau Province, Vietnam. The study focuses on key services such as fisheries, timber products, carbon sequestration, and coastal protection.    Remote sensing techniques are utilized to quantify mangrove cover, employing an object-based approach that enhances accuracy in identifying different mangrove densities. Household surveys, involving 285 randomly selected households, capture socio-economic data, awareness of mangrove benefits, and direct-use values associated with mangrove resources. The surveys include a semi-structured questionnaire with over 150 questions, allowing for the collection of both quantitative and qualitative data.    Economic valuation methods applied in the study include market price and replacement cost approaches to derive the monetary value of ecosystem services. For instance, the value of fisheries is calculated based on market prices of fish and shrimp, while carbon sequestration is estimated using a benefit transfer approach based on existing studies. The total estimated value of mangrove ecosystem services is approximately $600 million per year, highlighting their significant contribution to local well-being and the challenges posed by the expansion of aquaculture.",NA,1
The Role of Remote Sensing in Agriculture and Future Vision,"\v S}af{\'a}{\v r}, V. and Charv{\'a}t, K. and Mildorf, T. and Crehan, P. and Kolitzus, D. and Orlickas, T. and Rimgaila, M. and Ku{\v c}inskas, A. and Rybokien{\.e}, S. and Hor{\'a}kov{\'a}, {\v S} and Kub{\'i}{\v c}kov{\'a}, H.",2022,safar_roleremotesensingagriculture_2022,13339,"The paper utilizes a multi-faceted methodology to estimate and quantify the societal benefits of Earth Observation (EO) data in agriculture. Central to this approach is the EO4Agri methodology, which combines foresight techniques with stakeholder engagement. The authors conducted in-situ workshops and online surveys with relevant stakeholders from the agri-food, public, financial, and food security sectors to gather user requirements and identify gaps in EO data utilization.     The analysis of user needs was structured around a stakeholder analysis framework, leading to the identification of 69 key user requirements from over 410 initial inputs. These requirements were categorized into gold, silver, and bronze tiers based on their relevance to multiple stakeholder groups. The findings informed the development of strategic documents, including a white paper, a policy roadmap, and a strategic research agenda, outlining actionable recommendations for enhancing the integration of EO data into agricultural practices.     Through collaboration with various international and European stakeholders, the research aims to facilitate improved agricultural monitoring and decision-making, thereby contributing to sustainable agricultural practices and food security.",NA,1
Secure Spectrum Sharing for Satellite Internet-of-Things Based on Blockchain,"Wang, Li and Zheng, Yuhang and Zhang, Yu and Li, Feng",2023,wang_securespectrumsharingsatellite_2023,5587,"The paper presents a blockchain-based scheme for optimizing satellite spectrum resources, particularly for Low Earth Orbit (LEO) satellites supporting massive Internet of Things (IoT) devices. It employs a market-driven spectrum trading technique that allows for price differentiation based on the heterogeneous quality of the satellite spectrum. This mechanism enables terrestrial IoT systems to select spectrum ranges according to their specific needs and budget.    The authors develop a spectrum pool structure that categorizes spectrum into different qualities, facilitating efficient trading. A blockchain framework ensures security and data integrity in the trading process, with transaction data stored in an immutable ledger. The proposed system utilizes a Delegated Proof of Stake (DPoS) consensus algorithm to accommodate the limited computing capabilities of terrestrial IoT devices while enhancing efficiency and security.    The effectiveness of the scheme is analyzed through numerical results, focusing on metrics such as the convergence speed of blockchain generation, optimal spectrum pricing, and the resulting system profits. The pricing mechanism considers user preferences and market demand, aiming to maximize the revenue from spectrum leasing while ensuring optimal utilization of satellite resources.",NA,1
"Experiences from Near-Real-Time Satellite-Based Volcano Monitoring in Central America: Case Studies at Fuego, Guatemala","Webley, P. W. and Wooster, M. J. and Strauch, W. and Saballos, J. A. and Dill, K. and Stephenson, P. and Stephenson, J. and Wolf, R. Escobar and Matias, O.",2008,webley_experiencesrealtimesatellite_2008,11864,"The paper evaluates the use of near-real-time satellite-based monitoring for volcanic activity, particularly focusing on the Fuego volcano in Guatemala. The Advanced Very High Resolution Radiometer (AVHRR) data, collected by a local reception station, was compared with data from other remote sensing systems such as MODIS and GOES. This method enabled the detection and quantification of thermal anomalies associated with volcanic activity.    The research utilized thermal infrared measurements to identify temperature variations in volcanic emissions. They developed a systematic approach for analyzing the data, which included geolocating the volcano, applying cloud detection algorithms, and generating thermal anomaly thresholds. The study found that the AVHRR system could effectively capture and monitor significant volcanic events, providing timely information for local geoscientists and disaster management authorities.     The societal benefits of this system were highlighted in the context of disaster risk reduction, as it allowed for rapid assessment and targeted responses to volcanic hazards in developing regions. The local collection and processing of data facilitated immediate access to information, enhancing the capacity for early warning and emergency preparedness.",NA,1
Wetland Extent Tools for Sdg 6.6.1 Reporting from the Satellite-Based Wetland Observation Service (Swos),"Weise, Kathrin and Hoefer, Rene and Franke, Jonas and Guelmami, Anis and Simonson, Will and Muro, Javier and O'Connor, Brian and Strauch, Adrian and Flink, Stephan and Eberle, Jonas and Mino, Eric and Thulin, Susanne and Philipson, Petra and {van Valkengoed}, Eric and Truckenbrodt, John and Zanderg, Franziska and Sanchez, Antonio and Schroeder, Christoph and Thonfeld, Frank and Fitoka, Eleni and Scott, Emma and Ling, Matthew and Schwarz, Michael and Kunz, Ina and Thuemer, Grit and Plasmeijer, Anouska and Hilarides, Lammert",2020,weise_wetlandextenttoolssdg_2020,13776,"The paper presents methods for estimating the societal benefits of satellite-derived Earth Observation (EO) data, specifically in the context of wetland monitoring and reporting on Sustainable Development Goal (SDG) 6.6.1. The research utilizes the Satellite-based Wetland Observation Service (SWOS), which employs a comprehensive, user-friendly approach for nations to map and monitor wetland extents and characteristics.    Key methods include:    1. **Mapping and Indicator Production**: The SWOS tools generate maps and indicators using freely available satellite data (e.g., Sentinel, Landsat) combined with hydrological parameters from Digital Elevation Models (DEMs). The methodology involves delineating potential wetland areas, producing land use/land cover maps, and computing indicators relevant for SDG reporting.    2. **Standardized Nomenclature**: To ensure consistent mapping across different regions, the study adopts a standardized nomenclature that integrates various classification systems related to wetland types.    3. **Software Development**: The ""Geoclassifier"" toolbox enables users to process EO data, classify land covers, and calculate indicators, facilitating robust wetland monitoring.    4. **Capacity Building and Community Engagement**: The project emphasizes training users in GIS and remote sensing techniques, thereby enhancing their capacity to apply EO methodologies in wetland management and reporting.    Overall, the paper demonstrates the potential of EO tools to support evidence-based decision-making and policy development related to wetland conservation.",NA,1
"Mapping Regional Land Cover with Modis Data for Biological Conservation: Examples from the Greater Yellowstone Ecosystem, Usa and Para State, Brazil","Wessels, {\relax KJ} and De Fries, {\relax RS} and Dempewolf, J and Anderson, {\relax LO} and Hansen, {\relax AJ} and Powell, {\relax SL} and Moran, {\relax EF",2004,wessels_mappingregionallandcover_2004,14209,"The paper by Wessels et al. (2004) employs Moderate Resolution Imaging Spectroradiometer (MODIS) data to map regional land cover for conservation purposes in two distinct ecosystems: the Greater Yellowstone Ecosystem (GYE) in the USA and Pará State in Brazil. The methods involve generating land cover maps at moderate resolutions (250 m and 500 m) using decision tree classification techniques, which are non-parametric and hierarchical, allowing for effective separation of land cover classes based on spectral data.    To evaluate the accuracy of MODIS-derived classifications, the authors compare the results against existing Landsat TM land cover maps. They process Landsat imagery to align with MODIS resolution, facilitating a direct comparison. The study highlights that MODIS effectively maps extensive cover types but struggles with smaller habitats crucial for biodiversity. In GYE, it successfully identifies major cover types while providing critical forest/non-forest data for Pará, aiding in monitoring deforestation impacts.    The analysis employs training data derived from aerial photographs and ground surveys, and uses statistical methods to quantify the accuracy of classifications, ultimately demonstrating the utility of MODIS data for regional biodiversity conservation efforts.",NA,1
Cost-Effectiveness of Conservation Strategies Implemented in Boreal Forests: The Area Selection Process,"Wikberg, Sofie and Perhans, Karin and Kindstrand, Claes and Djupstrom, Line Boberg and Boman, Mattias and Mattsson, Leif and Schroeder, Leif Martin and Weslien, Jan and Gustafsson, Lena",2009,wikberg_costeffectivenessconservationstrategies_2009,12499,"The study evaluates the cost-effectiveness of three conservation strategies in boreal forests: nature reserves, woodland key habitats, and retention patches, while comparing them to a hypothetical strategy based solely on satellite-derived data. The authors employed a mixed-methods approach, integrating ecological assessments with economic evaluations.     Field data were collected from 80 study sites to measure biodiversity-related structures and species richness, focusing on three groups: beetles, bryophytes, and lichens. They calculated opportunity costs by estimating foregone timber profits from conservation, employing the Faustmann model for net present value calculations. Information costs associated with the selection of conservation areas were gathered from various forestry agencies and compared across strategies.    The results indicated that key habitats emerged as the most cost-effective strategy, particularly for species conservation, as they maximized biodiversity per unit cost. The study highlights the importance of selection processes influenced by the size of planning areas, conservation objectives, and the extent of information utilized. Overall, the findings underscore the necessity of integrating ecological data and economic analyses to optimize conservation strategies.",NA,1
Scenarios for Valuing Sample Information in Natural Resources,"Williams, Byron K. and Brown, Eleanor D.",2020,williams_scenariosvaluingsampleinformation_2020,17996,"The paper develops methods to quantify the societal benefits of Earth Observation (EO) data through the concept of the Value of Sample Information (VSI). The authors outline a framework consisting of five key components: a resource system, management actions, uncertainty about system status, experiments generating new data, and a value measure reflecting management outcomes. They present five scenarios for analyzing VSI under uncertainty, focusing on the expected value of sample information (EVSI) and conditional value of sample information (CVSI).     Methods include Bayesian updating of prior probabilities with new data to derive posterior probabilities, allowing for comparisons of resource value before and after information acquisition. The scenarios range from evaluating management adaptations based on new data to analyzing pre-selected actions to optimize data collection designs. The paper advocates for the application of these methods in ecological forecasting and conservation, where EO data can inform decision-making by quantifying the potential benefits derived from improved knowledge of resource systems. Overall, it emphasizes the importance of using VSI to enhance ecological understanding and resource management efficiency.",NA,1
Reducing the Cost of Multi-Spectral Remote Sensing: Combining near-Infrared Video Imagery with Colour Aerial Photography,"Wright, {\relax GG} and Matthews, {\relax KB} and Cadell, {\relax WM} and Milne, R",2003,wright_reducingcostmultispectral_2003,9405,"This paper explores a cost-effective method for acquiring high-resolution multi-spectral imagery using a combination of near-infrared (NIR) video imagery and conventional aerial photography. The authors discuss the limitations of traditional satellite and airborne multi-spectral systems, including high costs and issues with cloud cover. To address these challenges, they deploy an electronic-shutter charge-coupled device (CCD) video camera alongside a medium-format metric camera on a light aircraft. The system captures NIR data from the video camera and RGB data from the aerial photography, which are then processed to create normalized difference vegetation index (NDVI) values for site characterization.    The methodology involves capturing images, processing them to eliminate motion blur, and combining datasets using software for geo-referencing and image mosaicking. The paper emphasizes the practical applications of this hybrid system for land management and decision support, highlighting its potential for delivering timely and cost-efficient spatial data. The authors conclude that this approach can significantly reduce the costs associated with obtaining useful remote sensing data, thus facilitating better management of land resources.",NA,1
Incorporation of Satellite Remote Sensing Pan-Sharpened Imagery into Digital Soil Prediction and Mapping Models to Characterize Soil Property Variability in Small Agricultural Fields,"Xu, Y. and Smith, S. E. and Grunwald, S. and {Abd-Elrahman}, A. and Wani, S. P.",2017,xu_incorporationsatelliteremotesensing_2017,16716,"The study employs advanced remote sensing techniques to enhance digital soil mapping (DSM) in smallholder farm settings in southern India. It specifically integrates pan-sharpened imagery from various satellites (WorldView-2, GeoEye-1, and Landsat 8) to improve the spatial resolution and predictive capabilities of soil property models for total nitrogen (TN) and exchangeable potassium (Kex). The research utilizes three pan-sharpening methods—Brovey, Gram-Schmidt, and Intensity-Hue-Saturation—to fuse panchromatic and multispectral images effectively.    To estimate soil properties, the authors utilize the Random Forest (RF) algorithm, which allows for the identification of relevant spectral indices derived from both pan and multispectral images. Environmental variables, including topographic attributes and spectral indices, are extracted and analyzed using Spearman’s rank correlation coefficients and the Boruta algorithm to select significant predictors. The study finds that incorporating pan-sharpened spectral indices significantly enhances the accuracy of soil property predictions, offering a cost-effective alternative to traditional soil sampling methods, and ultimately aims to support sustainable agriculture practices in resource-limited settings.",NA,1
Runoff Estimation in the Upper Reaches of the Heihe River Using an Lstm Model with Remote Sensing Data,"Xue, Huazhu and Liu, Jie and Dong, Guotao and Zhang, Chenchen and Jia, Dao",2022,xue_runoffestimationupperreaches_2022,18139,"The paper investigates the estimation of runoff in the upper reaches of the Heihe River using a fully connected Long Short-Term Memory (LSTM) model, integrating various remote sensing data. The authors utilized data from sources such as MODIS for NDVI (Normalized Difference Vegetation Index), TRMM for precipitation, MODIS for land surface temperature and evapotranspiration, alongside hydrological station data from 2001 to 2016. The LSTM model was chosen for its capability to capture complex temporal dependencies in hydrological data.    To evaluate the model's performance, several input combinations were tested, including combinations of remote sensing data and in-situ measurements. The model's accuracy was assessed using metrics like the coefficient of determination (R²), Nash-Sutcliffe efficiency (NSE), and root mean square error (RMSE). Results indicated that the integration of multiple remote sensing parameters significantly enhanced runoff estimation accuracy, achieving an R² value of 0.95 when combined with in-situ data. The study highlights the potential of remote sensing technologies in providing reliable runoff estimates, particularly in ungauged or data-sparse regions, thus supporting sustainable water resource management.",NA,1
Using Publicly Available Satellite Imagery and Deep Learning to Understand Economic Well-Being in Africa,"Yeh, Christopher and Perez, Anthony and Driscoll, Anne and Azzari, George and Tang, Zhongyi and Lobell, David and Ermon, Stefano and Burke, Marshall",2020,yeh_publiclysatelliteimagerydeep_2020,14524,"The paper employs a deep learning framework to estimate asset wealth in approximately 20,000 African villages using publicly available satellite imagery. The authors train a convolutional neural network (CNN) on multispectral daytime imagery and nighttime lights data, achieving a model that explains about 70% of the variation in ground-measured village wealth across countries. The methodology includes aggregating household wealth data from demographic health surveys and using principal component analysis to compute a wealth index. The model is evaluated on its predictive performance, both spatially and temporally, indicating that satellite-based estimates can explain changes in wealth over time as well. The findings suggest that these satellite-derived wealth estimates can serve as scalable tools for understanding economic well-being and targeting social programs in data-scarce regions, demonstrating utility for both research and policy applications. The authors also explore the robustness of their model against census data, reinforcing its applicability in settings where traditional survey data is limited.",NA,1
