"id","title","abstract","publication_year","authors","type_of_reference","journal_name","doi","other_fields","tags","date_screened_t&a","t&a_status","t&a_exclusion_reasons","date_screened_fulltext"
7037900,"An Updated Survey On The Use Of Geospatial Technologies In New Zealand's Plantation Forestry Sector","Background: Geospatial technologies have developed rapidly in recent decades and can provide detailed, accurate data to support forest management. Knowledge of the uptake of geospatial technologies, as well as barriers to adoption, in New Zealand's plantation forest management sector is limited and would be beneficial to the industry. This study provides an update to the 2013 benchmark study by Morgenroth and Visser. Methods: An online survey was sent to 29 companies that own or manage plantation forests in New Zealand. The survey was split into seven sections, composed of multiple-choice and open-ended questions, on the topics of: demographic information, data portals and datasets, global navigation satellite system (GNSS) receivers, and four remote-sensing technologies. These included aerial imagery, multispectral imagery, hyperspectral imagery, and light detection and ranging (LiDAR). Each section included questions relating to the acquisition, application and products created from each remote-sensing technology. Questions were also included that related to the barriers preventing the uptake of technologies. To determine the progression in the uptake of these technologies the results were compared to Morgenroth and Visser's study conducted five years earlier. Results: Twenty-three companies responded to the survey and together, those companies managed approximately 1,172,000 ha (or 69\% of New Zealand's 1.706 million ha plantation forest estate (NZFOA, 2018)). The size of the estates managed by individual companies ranged from 1,000 ha to 177,000 ha (quartile 1 = 19,000 ha, median = 33,000 ha, quartile 3 = 63,150 ha). All companies used GNSS receivers and acquired three-band, Red-Green-Blue, aerial imagery. Multispectral imagery, hyperspectral imagery and LiDAR data were acquired by 48\%, 9\% and 70\% of companies, respectively. Common applications for the products derived from these technologies were forest mapping and description, harvest planning, and cutover mapping. The main barrier preventing companies from acquiring most remotely-sensed data was the lack of staff knowledge and training, though cost was the main barrier to LiDAR acquisition. The uptake of all remote-sensing technologies has increased since 2013. LiDAR had the largest progression in uptake, increasing from 17\% to 70\%. There has also been a change in the way companies acquired the data. Many of the companies used unpiloted aerial vehicles (UAV) to acquire aerial and multispectral imagery in 2018, while in 2013 no companies were using UAVs. ESRI ArcGIS continues to be the dominant geographic information system used by New Zealand's forest management companies (91\%), though 22\% of companies now use free GIS software, like QGIS or GRASS. The use of specialised software (e.g. FUSION, LAStools) for LiDAR or photogrammetric point cloud analysis increased since 2013, but most forestry companies who are processing .las files into various products (e.g. digital terrain model) are using ArcGIS. Conclusions; This study showed that there had been a progression in the uptake of geospatial technologies in the New Zealand plantation forest management sector. However, there are still barriers preventing the full utilisation of these technologies. The results suggest that the industry could benefit from investing in more training relating to geospatial technologies.",NA,NA,"article",NA,"10.33494/nzjfs502020x118x","{""notes"": ""('degouw_updatedsurveygeospatialtechnologies_2020',)""}","{}",2024-12-16 22:02:22,"included",NA,NA
7037546,"Farmer Perception, Recollection, And Remote Sensing In Weather Index Insurance: An Ethiopia Case Study","A challenge in addressing climate risk in developing countries is that many regions have extremely limited formal data sets, so for these regions, people must rely on technologies like remote sensing for solutions. However, this means the necessary formal weather data to design and validate remote sensing solutions do not exist. Therefore, many projects use farmers' reported perceptions and recollections of climate risk events, such as drought. However, if these are used to design risk management interventions such as insurance, there may be biases and limitations which could potentially lead to a problematic product. To better understand the value and validity of farmer perceptions, this paper explores two related questions: (1) Is there evidence that farmers reporting data have any information about actual drought events, and (2) is there evidence that it is valuable to address recollection and perception issues when using farmer-reported data? We investigated these questions by analyzing index insurance, in which remote sensing products trigger payments to farmers during loss years. Our case study is perhaps the largest participatory farmer remote sensing insurance project in Ethiopia. We tested the cross-consistency of farmer-reported seasonal vulnerabilities against the years reported as droughts by independent satellite data sources. We found evidence that farmer-reported events are independently reflected in multiple remote sensing datasets, suggesting that there is legitimate information in farmer reporting. Repeated community-based meetings over time and aggregating independent village reports over space lead to improved predictions, suggesting that it may be important to utilize methods to address potential biases.",NA,NA,"article",NA,"10.3390/rs10121887","{""notes"": ""('osgood_farmerperceptionrecollectionremote_2018',)""}","{}",2024-10-30 17:23:52,"included",NA,NA
6691523,"Economic Potential of Oil Palm Plantation Using Remote Sensing-Based Technology in Indonesia","The productivity of Indonesia's palm oil was considered low when referring to the 14.6 million ha land area in 2019, with the production of national palm oil only reaching 3.2 tons of CPO/ha/year. The uses of remote sensing technology as a means of monitoring and supervising, were expected to increase oil palm production in line with productivity. The purpose of this study was to determine the economic potential based on oil palm plantation productivity, with and without using remote sensing-based technology, as well as other variables likely to affect productivity. Primary and secondary data collection methods were also used in this research. There were three quantitative methods being used in this study, namely (i) Multiple regression model with panel data, (ii) Data Envelopment Analysis (DEA) tool, and (iii) Multinomial logistic regression technique. The results showed that the generated economic potential from the utilization of the remote sensing model, had efficient opportunity value of 10.48, which was higher than the non-usage of the technology. Therefore, the main variables that affected productivity in this study, were fertilizer and labour.",2021,"{""Diana, Shinta""}","ARTICLE",NA,"http://dx.doi.org/10.12695/ajtm.2021.14.1.2","{}","{}",2024-04-25 02:27:42,"included",NA,NA
6691697,"A Bayesian methodology for estimating the impacts of improved coastal ocean information on the marine recreational fishing industry","The study develops a model of recreational fish catch probabilities, based on angler fishing strategies, that is conditional on uncertain information about the coastal ocean environment. We calculate expected catch based on a hypothetical Baseline Data Set and hypothetical data from an Integrated Ocean Observation System (IOOS) to demonstrate potential benefits from IOOS. The role of Bayesian probabilities in Random Utility Models of recreational fishing is identified. The study discusses the types of information that will be required by recreational anglers in the Gulf of Mexico. Results have implications for the construction of ocean observation systems for recreational fishermen.",2008,"{""Wieand, Kenneth""}","ARTICLE",NA,"http://10.1080/08920750701866436","{}","{hypothetical}",2024-04-26 23:11:49,"included",NA,NA
7038335,"The Sydney 2000 World Weather Research Programme Forecast Demonstration Project","Nine nowcasting systems deployed in part during the 2000 Olympic Games in Sydney, Australia, demonstrated the capability of modern forecast systems and quantified the benefits of real-time nowcast service. The S2000 FDP emphasized the 0-6-h time frame, employing state-of-the-art observationally based nowcasting systems from the United State, United Kingdom, Canada, and Australia.",NA,NA,"article",NA,"10.1175/bams-84-8-1041","{""notes"": ""('keenan_sydney2000worldweather_2003',)""}","{}",2024-12-25 18:51:00,"included",NA,NA
6691602,"Australian Earth Observation Community Plan 2026","Earth Observation — the suite of activities used to gather data about the earth from satellites, aircraft, remotely piloted systems, and other platforms — delivers spatial information that underpins our daily weather and oceanographic forecasts, disaster management systems, water and power supply, infrastructure monitoring, mining, agricultural production, environmental monitoring and more. Within Australia, Earth Observation is so commonly used across all levels of government, industry and society that the minimum economic impact of Earth Observation from space-borne sensors alone is approximately $5.3 billion each year.",2016,"{""[AEOCCG]Australian Earth Observation Community Coordinating Group""}","ARTICLE",NA,"https://www.eoa.org.au/aeocp-the-plan","{}","{}",2024-04-22 23:29:31,"included",NA,NA
7036657,"Cost-Effectiveness Of Conservation Strategies Implemented In Boreal Forests: The Area Selection Process","To protect land from commercial exploitation is a common conservation practice. However, this requires large financial resources and it is therefore important to evaluate the cost-effectiveness of different strategies used in the selection of these conservation areas. In this study we compare four strategies and relate the differences in cost-effectiveness to differences in the selection process. We measure conservation benefits both as the amount of three tree structures and as the number of species in three species groups. We also estimate both the information cost associated with selecting conservation areas and the opportunity cost. we found the key habitat strategy to be the over-all most cost-effective. in this strategy, the areas have a flexible size and are selected by the authorities in a national field survey. The least cost-effective strategy was one where the selection was based only on forest classes in a satellite map. Intermediate were the retention group strategy, where small areas are left by the forest owner at harvesting, and the nature reserve strategy, where large areas are selected by the authorities. We emphasize that the differences we found are associated with the selection process and that other aspects, such as long-term survival of species, may rank the strategies differently. We conclude that the cost-effectiveness of a selection strategy depends on the size of the planning area for selection of conservation areas, the size of the conservation areas, the objective of the agent making the selection, and the amount and type of information on which the selection is based. (C) 2008 Elsevier Ltd. All rights reserved.",NA,NA,"article",NA,"10.1016/j.biocon.2008.11.014","{""notes"": ""('wikberg_costeffectivenessconservationstrategies_2009',)""}","{}",2024-10-28 19:39:19,"included",NA,NA
7036568,"On The Use Of Artificial Neural Networks In Remotely Piloted Aircraft Acquired Images For Estimating Reservoir’s Bathymetry","The use of acoustic systems for mapping submerged areas is the most accurate way. However, echosounders are expensive and, in addition, the equipment requires a great deal of experience on the part of the specialist. From another perspective, orbital and aerial images (acquired by RPA’s-Remotely Piloted Aircraft) can offer bathymetric maps of larger locations that are difficult to access at a low operating cost. Therefore, the present study’s main objective was to evaluate the utility of RGB images obtained with RPA’s in water reservoirs. Thus, Artificial Neural Networks were used for depth training and prediction. Subsequently, it compared to the bathymetric data from the same pond in question, raised from acoustic sensors, quantifying the vertical uncertainty through three estimators. Regarding the statistical analysis, the RMSE and Ф estimators showed better reliability. The 300-point sample showed the best quality in processing. The results showed that the methodology could improve the management of water resources. The method allows reduced execution time and lowers cost, especially for using only the green, red and blue channels, easily found in most cameras coupled to RPA’s. © 2022, Universidade Federal do Parana. All rights reserved.",NA,NA,"article",NA,"10.1590/s1982-21702022000100006","{""notes"": ""('deandrade_artificialneuralnetworksremotely_2022',)""}","{}",2024-12-25 00:51:21,"included",NA,NA
6691618,"Valuing Geospatial Information: Using the Contingent Valuation Method to Estimate the Economic Benefits of Landsat Satellite Imagery","While the U.S. government does not charge for downloading Landsat images, the images have value to users. This paper demonstrates a method that can value Landsat and other imagery to users. A survey of downloaders of Landsat images found: (a) established US users have a mean value of $912 USD per scene; (b) new US users and users returning when imagery became free have a mean value of $367 USD per scene. Total US user benefits for the 2.38 million scenes downloaded is $1.8 billion USD. While these benefits indicate a high willingness-to-pay among many Landsat downloaders, it would be economically inefficient for the US government to charge for Landsat imagery. Charging a price of $100 USD a scene would result in an efficiency loss of $37.5 million a year. This economic information should be useful to policymakers who must decide about the future of this and similar remote sensing programs.",2015,"{""Loomis, John""}","ARTICLE",NA,"https://doi.org/10.14358/pers.81.8.647","{}","{""in benchmarks?"",duplicate}",2024-04-22 03:00:43,"included",NA,NA
7037065,"Assessing Forest Inventory Information Obtained From Different Inventory Approaches And Remote Sensing Data Sources","Context: Evaluations of forest inventories usually end when accuracy and precision have been quantified.; Aims: We aim to value the accuracy of information derived from different remote sensing sensors (airborne laser scanning, aerial multispectral and hyperspectral imagery) and four alternative forest inventory approaches.; Methods: The approaches were (1) mean values or (2) diameter distributions both obtained by the area-based approach (ABA), (3) individual tree crown (ITC) segmentation and (4) an approach called semi-individual tree crown (SITC) segmentation. The estimated tree information was assessed and used to evaluate how erroneous inventory data affect economic value and loss due to suboptimal harvesting decisions. Field measured data used as reference come from 23 field plots collected in a study area in south-eastern Norway typical of managed boreal forests in Norway.; Results: The accuracy of the forest inventory was generally in line with previous studies. Our results show that using mean values from the area-based approach may yield large economic losses, while adding a diameter distribution to the area-based approach yielded less loss than the individual tree crown methods. Adding information from imagery had little effect on the results.; Conclusions: Taking inventory costs into account, diameter distributions from the area-based approach without additional information seems favourable. © 2014, INRA and Springer-Verlag France.",NA,NA,"article",NA,"10.1007/s13595-014-0389-x","{""notes"": ""('bergseng_assessingforestinventoryinformation_2015',)""}","{}",2024-12-18 18:32:07,"included",NA,NA
6447799,"Combining Social, Environmental and Design Models to Support the Sustainable Development Goals","There are beneﬁts to be gained from combining the strengths of modeling frameworks that capture social, environmental and design-based considerations. Many of the important challenges of the next decade lie at the intersection of the natural environment, human decision making and the design of space technology to inform decision making. There are 17 Sustainable Development Goals outlined by the United Nations through 2030. Several of these Sustainable Development Goals can be addressed by asking: 1) What is happening in the natural environment? 2) How will humans be impacted by what is happening in the natural environment? 3) What decisions are humans making in response to environmental factors and why? and 4) What technology system can be designed to provide high quality information that supports human decision making? The answers to these questions are often interrelated in complex ways; thus it is helpful to use a framework from complex systems to integrate these questions. Within the list of Sustainable Development Goals, several ﬁt the three questions above, including #2 Zero Hunger, #6 Clean Water and Sanitation, #13 Climate Action, #14 Life Below Water, and #15 Life on Land.",2019,"{""Reid, Jack"",""Wood, Danielle"",""Zeng, Cynthia""}","conference proceeding","2019 IEEE Aerospace Conference","10.1109/AERO.2019.8741623","{""url"": ""https://ieeexplore.ieee.org/document/8741623/"", ""date"": ""2019/03//"", ""pages"": ""1"", ""custom_1"": ""Big Sky, MT, USA"", ""custom_3"": ""2019 IEEE Aerospace Conference"", ""end_page"": ""13"", ""access_date"": ""2023-04-23 03:58:26"", ""database_provider"": ""DOI.org (Crossref)""}","{benchmark}",NA,NA,NA,NA
6691535,"Quantifying the human health benefits of using satellite information to detect cyanobacterial harmful algal blooms and manage recreational advisories in U.S. lakes","Significant recent advances in satellite remote sensing allow environmental managers to detect and monitor cyanobacterial harmful algal blooms (cyanoHAB), and these capabilities are being used more frequently in water quality management. A quantitative estimate of the socioeconomic benefits generated from these new capabilities, known as an impact assessment, was missing from the growing literature on cyanoHABs and remote sensing. In this paper, we present an impact assessment framework to characterize the socioeconomic benefits of satellite remote sensing for detecting cyanoHABs and managing recreational advisories at freshwater lakes. We then apply this framework to estimate the socioeconomic benefits of satellite data that were used to manage a 2017 cyanoHAB event in Utah Lake. CyanoHAB events on Utah Lake can pose health risks to people who interact with the blooms through recreation. We find that the availability of satellite data yielded socioeconomic benefits by improving human health outcomes valued at approximately $370,000, though a sensitivity analysis reveals that this central estimate can vary significantly ($55,000–$1,057,000 in benefits) as a result of different assumptions regarding the time delay in posting a recreational advisory, the number of people exposed to the cyanoHAB, the number of people who experience gastrointestinal symptoms, and the cost per case of illness.",2020,"{""Stroming, Signe""}","ARTICLE",NA,"https://doi.org/10.1029/2020GH000254","{}","{}",2024-04-22 02:48:42,"included",NA,NA
7037785,"Integrating Indigenous Ecological Knowledge And Multi-Spectral Image Classification For Marine Habitat Mapping In Oceania","This paper evaluates the usefulness of integrating indigenous ecological knowledge and remote sensing analyses to produce tropical marine habitat maps. Fishers from Roviana Lagoon, Solomon Islands, visually interpreted a Landsat-7 Enhanced Thematic Mapper (ETM+) multi-spectral satellite image to identify shallow-water marine environments. Their assessments were used to direct a supervised classification of the image and create habitat maps with indigenously defined habitat classes. Results show that these participatory remote sensing techniques produce,accurate broad-scale marine habitat maps that can be useful to managers and decision makers. Participatory methods that draw from indigenous habitat definitions also have the potential benefit of generating new insights about socio-ecological processes and enhancing local acceptance and understanding of conservation projects by allowing stakeholders to actively contribute in management planning. (c) 2008 Elsevier Ltd. All rights reserved.",NA,NA,"article",NA,"10.1016/j.ocecoaman.2008.04.006","{""notes"": ""('lauer_integratingindigenousecologicalknowledge_2008',)""}","{}",2024-10-30 15:58:03,"included",NA,NA
7037312,"Lichy: The Caf's Lidar, Ccd And Hyperspectral Integrated Airborne Observation System","We describe the design, implementation and performance of a novel airborne system, which integrates commercial waveform LiDAR, CCD (Charge-Coupled Device) camera and hyperspectral sensors into a common platform system. CAF's (The Chinese Academy of Forestry) LiCHy (LiDAR, CCD and Hyperspectral) Airborne Observation System is a unique system that permits simultaneous measurements of vegetation vertical structure, horizontal pattern, and foliar spectra from different view angles at very high spatial resolution (similar to 1 m) on a wide range of airborne platforms. The horizontal geo-location accuracy of LiDAR and CCD is about 0.5 m, with LiDAR vertical resolution and accuracy 0.15 m and 0.3 m, respectively. The geo-location accuracy of hyperspectral image is within 2 pixels for nadir view observations and 5-7 pixels for large off-nadir observations of 55 degrees with multi-angle modular when comparing to LiDAR product. The complementary nature of LiCHy's sensors makes it an effective and comprehensive system for forest inventory, change detection, biodiversity monitoring, carbon accounting and ecosystem service evaluation. The LiCHy system has acquired more than 8000 km(2) of data over typical forests across China. These data are being used to investigate potential LiDAR and optical remote sensing applications in forest management, forest carbon accounting, biodiversity evaluation, and to aid in the development of similar satellite configurations. This paper describes the integration of the LiCHy system, the instrument performance and data processing workflow. We also demonstrate LiCHy's data characteristics, current coverage, and potential vegetation applications.",NA,NA,"article",NA,"10.3390/rs8050398","{""notes"": ""(\""pang_lichycaf'slidarccd_2016\"",)""}","{}",2024-12-13 22:53:12,"included",NA,NA
7036896,"Development And Preliminary Tests Of Remotely Based Imagery, Digital Databases, And Gis Methods As Tools To Identify Wetlands And Selected Functions And Values In Ontario, Canada","The Ontario Wetland Evaluation System (OWES) is a science-based framework for defining, identifying, and mapping wetlands as well as assessing their functions and values and ranking them relative to one another. Developed in the 1980s to support Ontario's land use planning process, the OWES is comprehensive in terms of the number of wetland attributes that are recognized, but also labor-intensive and costly to implement. Limited resources for field work, lack of direct access to many wetlands, a high proportion of unevaluated wetlands in many areas, and developments in digital remote sensing and geographic information systems (GIS) technology have prompted efforts to consider a less expensive and more rapid, remote-based system. In support of this goal, the Ontario Ministry of Natural Resources and Forestry has begun development of remote sensing-based wetland mapping standards and investigated and statistically tested remote based and automated scoring of selected OWES attributes. Preliminary testing to date indicates that GIS-based desktop interpretations of hydrology, soil, and vegetation characteristics can be used to identify wetlands and approximate outer wetland boundaries. Testing of a remote-based, wetland-type community key indicated that it can reduce the amount of field work required to complete a wetland evaluation. Automated desktop scoring of selected OWES attributes also holds potential as a means of streamlining the evaluation process. We conclude that remote-based wetland identification, mapping, and scoring have the potential to significantly streamline wetland conservation efforts by reducing the amount of field work required. © 2018 Elsevier Inc. All rights reserved.",NA,NA,"article",NA,"10.1016/b978-0-12-805091-0.00026-8","{""notes"": ""('hogg_developmentpreliminarytestsremotely_2018',)""}","{}",2024-12-15 02:22:03,"included",NA,NA
7038632,"Fuego - Fire Urgency Estimator In Geosynchronous Orbit - A Proposed Early-Warning Fire Detection System","Current and planned wildfire detection systems are impressive but lack both sensitivity and rapid response times. A small telescope with modern detectors and significant computing capacity in geosynchronous orbit can detect small (12 m(2)) fires on the surface of the earth, cover most of the western United States (under conditions of moderately clear skies) every few minutes or so, and attain very good signal-to-noise ratio against Poisson fluctuations in a second. Hence, these favorable statistical significances have initiated a study of how such a satellite could operate and reject the large number of expected systematic false alarms from a number of sources. Here we present both studies of the backgrounds in Geostationary Operational Environmental Satellites (GOES) 15 data and studies that probe the sensitivity of a fire detection satellite in geosynchronous orbit. We suggest a number of algorithms that can help reduce false alarms, and show efficacy on a few. Early detection and response would be of true value in the United States and other nations, as wildland fires continue to severely stress resource managers, policy makers, and the public, particularly in the western US. Here, we propose the framework for a geosynchronous satellite with modern imaging detectors, software, and algorithms able to detect heat from early and small fires, and yield minute-scale detection times.",NA,NA,"article",NA,"10.3390/rs5105173","{""notes"": ""('pennypacker_fuegofireurgencyestimator_2013',)""}","{}",2024-12-10 01:20:00,"included",NA,NA
7036991,"Discharge Estimation And Forecasting By Modis And Altimetry Data In Niger-Benue River","Flooding is one of the most devastating natural hazards in the world and its forecast is essential in flood risk reduction and disaster response decision. The lack of adequate monitoring networks, especially in developing countries prevents near real-time flood prediction that could help to reduce the loss of lives and economic damages. In the last few years, increasing availability of multi-satellite sensors induced to develop new techniques for retrieving river discharge and especially in supporting discharge nowcasting and forecasting activities. Recently, the potential of radar altimetry to estimate water levels and discharge in ungauged river sites with good accuracy has been demonstrated. However, the considerable benefit derived from this technique is attenuated by the low revisit time of the satellite (10 or 35 days, depending on the satellite mission) causing delays on the predicting operations. For this reason, sensors with a higher temporal resolution such as the MODerate resolution Imaging Spectroradiometer (MODIS), working in visible/Infra-Red bands, can support flood forecasting. In this study, we performed the forecast of river discharge by using MODIS and we compared it with the radar altimetry and in-situ data along the Niger-Benue River in Nigeria to develop an operational flood forecasting scheme that could help in rapid emergency response and decision making processes. In the first step, four MODIS products (daily and, 8-day from the TERRA and AQUA satellites) at two gauged sites were used for discharge estimation. Secondly, the capability of remote sensing sensors to forecast discharge a few days (similar to 4 days) in advance at a downstream section using MODIS is analyzed and also compared with the one obtained by the use of radar altimetry by ENVISAT and Jason-2. The results confirmed the capability of the MODIS data to estimate river discharge with performance indices >0.97 and 0.95 in terms of coefficient of correlation and Nash Sutcliffe efficiency. In particular, RMSE does not exceed 1300 m(3)/s and the fractional RMSE ranges between 0.15 and 0.23. For the forecasting exercise, both altimetry and MODIS provide satisfactory results with positive coefficient of persistence considering 4 days of lead time (>0.34). Although altimetry was found to be more accurate in the forecasting of river discharge (RMSE similar to 350 m(3)/s), the much higher temporal resolution of MODIS guarantees a continuity that is more suitable to address operational activities. (C) 2017 Elsevier Inc. All rights reserved.",NA,NA,"article",NA,"10.1016/j.rse.2017.04.015","{""notes"": ""('tarpanelli_dischargeestimationforecastingmodis_2017',)""}","{}",2024-11-18 23:35:42,"included",NA,NA
7037734,"The Experimental Warning Program Of Noaa's Hazardous Weather Testbed","NOAA's Hazardous Weather Testbed (HWT) is a physical space and research framework to foster collaboration and evaluate emerging tools, technology, and products for NWS operations. The HWT's Experimental Warning Program (EWP) focuses on research, technology, and communication that may improve severe and hazardous weather warnings and societal response. The EWP was established with three fundamental hypotheses: 1) collaboration with operational meteorologists increases the speed of the transition process and rate of adoption of beneficial applications and technology, 2) the transition of knowledge between research and operations benefits both the research and operational communities, and 3) including end users in experiments generates outcomes that are more reliable and useful for society. The EWP is designed to mimic the operations of any NWS Forecast Office, providing the opportunity for experiments to leverage live and archived severe weather activity anywhere in the United States. During the first decade of activity in the EWP, 15 experiments covered topics including new radar and satellite applications, storm-scale numerical models and data assimilation, total lightning use in severe weather forecasting, and multiple social science and end-user topics. The experiments range from exploratory and conceptual research to more controlled experimental design to establish statistical patterns and causal relationships. The EWP brought more than 400 NWS forecasters, 60 emergency managers, and 30 broadcast meteorologists to the HWT to participate in live demonstrations, archive events, and data-denial experiments influencing today's operational warning environment and shaping the future of warning research, technology, and communication for years to come.",NA,NA,"article",NA,"10.1175/bams-d-21-0017.1","{""notes"": ""(\""calhoun_experimentalwarningprogramnoaa's_2021\"",)""}","{}",2024-12-23 21:39:31,"included",NA,NA
6863365,"Observation Of Pm2.5 Using A Combination Of Satellite Remote Sensing And Low-Cost Sensor Network In Siberian Urban Areas With Limited Reference Monitoring","The lack of reference ground-based PM2.5 observation leads to large gaps in air quality information, particularly in many areas of the developing world. This study investigated a new solution for urban air-quality monitoring in regions with limited reference ground-based monitoring. We developed an observation-based method by combining satellite remote-sensing techniques and a newly established low-cost sensor network to estimate long-term PM2.5 concentrations over Krasnoyarsk, a highly industrialized Siberian city. First, a physical model was developed to estimate PM2.5 concentrations using satellite remote-sensing with the aid of ground-based meteorological and radiosonde observations. Observations from the ground-based sensor network were then used to calibrate the deviations in the satellite-derived PM2.5 concentrations. The results show that the satellite-based PM2.5 concentrations obtained by our physical model were in good agreement with the sensor observations (R = 0.78 on the monthly scale). The deviation in satellite-derived annual PM2.5 concentrations resulted from data restrictions that occurred at noon and data loss in winter were identified as 20% and 30%, respectively. The regional transport of smoke from forest wildfires increased PM2.5 concentration to 150 μg/m3 in the summer 2018. The average PM2.5 concentrations in the urban districts could reach 35 μg/m3, which far exceeded the World Health Organization air quality guideline. These results underscore the good ability of our new method to determine PM2.5 concentrations in regions with limited reference ground-based monitoring. Use of sensor and meteorological observations greatly improved satellite detection of PM2.5 concentration. In addition, our method has the potential for global application to improve determination of PM2.5 concentrations, especially in sparsely monitored regions. © 2020 Elsevier Ltd",2020,"{""Bilal, M."",""Fung, J. C. H."",""Kenea, S. T."",""Labzovskii, L. D."",""Lau, A. K. H."",""Lin, C."",""Lu, X."",""Ma, J."",""Mak, H. W. L."",""Vande Hey, J. D.""}","jour",NA,"10.1016/j.atmosenv.2020.117410","{""notes"": ""('lin_observationpm2.5combinationsatellite_2020',)""}","{}",2024-07-16 23:12:27,"included",NA,NA
7038108,"Depthwise Separable Convolution Neural Network For High-Speed Sar Ship Detection","As an active microwave imaging sensor for the high-resolution earth observation, synthetic aperture radar (SAR) has been extensively applied in military, agriculture, geology, ecology, oceanography, etc., due to its prominent advantages of all-weather and all-time working capacity. Especially, in the marine field, SAR can provide numerous high-quality services for fishery management, traffic control, sea-ice monitoring, marine environmental protection, etc. Among them, ship detection in SAR images has attracted more and more attention on account of the urgent requirements of maritime rescue and military strategy formulation. Nowadays, most researches are focusing on improving the ship detection accuracy, while the detection speed is frequently neglected, regardless of traditional feature extraction methods or modern deep learning (DL) methods. However, the high-speed SAR ship detection is of great practical value, because it can provide real-time maritime disaster rescue and emergency military planning. Therefore, in order to address this problem, we proposed a novel high-speed SAR ship detection approach by mainly using depthwise separable convolution neural network (DS-CNN). In this approach, we integrated multi-scale detection mechanism, concatenation mechanism and anchor box mechanism to establish a brand-new light-weight network architecture for the high-speed SAR ship detection. We used DS-CNN, which consists of a depthwise convolution (D-Conv2D) and a pointwise convolution (P-Conv2D), to substitute for the conventional convolution neural network (C-CNN). In this way, the number of network parameters gets obviously decreased, and the ship detection speed gets dramatically improved. We experimented on an open SAR ship detection dataset (SSDD) to validate the correctness and feasibility of the proposed method. To verify the strong migration capacity of our method, we also carried out actual ship detection on a wide-region large-size Sentinel-1 SAR image. Ultimately, under the same hardware platform with NVIDIA RTX2080Ti GPU, the experimental results indicated that the ship detection speed of our proposed method is faster than other methods, meanwhile the detection accuracy is only lightly sacrificed compared with the state-of-art object detectors. Our method has great application value in real-time maritime disaster rescue and emergency military planning.",NA,NA,"article",NA,"10.3390/rs11212483","{""notes"": ""('zhang_depthwiseseparableconvolutionneural_2019',)""}","{}",2024-11-21 20:37:34,"included",NA,NA
6863608,"Future Perspectives Of Earth Observation: Indian Scenario","Civilian Earth Observation programmes have demonstrated the utility of space-based data to a variety of users-specifically those associated with the natural resources management. Its future will depend upon how the systems meet the demand of monitoring global environment; mapping, charting and geodesy; long-term global change research and assessment; monitoring and managing the renewable and non-renewable resources and national security applications. The future Earth Observation Systems (EOS) will have to take into consideration the aspects relate to the globalisation and standardisation of programmes world-over; data continuity and the need to monitor processes rather than events. Technological changes are also going to re-define many of the concepts of observation from space and issues like spatial resolution, spectral resolution and temporal resolution may no more be a concern for observation systems. In the Indian context, with the launch of IRS-1C, in December 1995, user services have been significantly enhanced. Presently, plans are onway to define the continuity to these missions. A broad analysis has been done of the observation needs of the future and also what has been achieved today and suggestions are made for the future observation systems design and implementation. The need analysis has been done keeping in mind the global change applications; mapping and cartographic applications; natural resources and environmental management applications etc. The paper discusses the strategy adopted for assessing the future requirements and also for defining the future Indian missions. Based on this evaluation and also the need for identifying low-cost, quick turn-around, application specific solutions, candidate payloads for the continuation series have been defined. These candidate payloads cater to a majority of the application needs and specific gap-areas would be taken care of. A decade profile of Indian Remote Sensing missions has been defined which addresses the concept of continuity, operational missions and the advanced missions up to 2005. The impact on utilisation accruing from these proposed missions has also been assessed. A perspective of the Indian Remote Sensing programme for the next decade is provided.",1998,"{""Chandrasekhar, M. G."",""Jayaraman, V."",""Rao, M.""}","jour",NA,"10.1016/s0892-9270(97)00049-3","{""notes"": ""('rao_futureperspectivesearthobservation_1998',)""}","{}",2024-07-15 23:18:18,"included",NA,NA
