title,abstract,year,author,doi,tags,screening_status,excl_reasons
Land Use And Land Cover Mapping In Wetlands One Step Closer To The Ground: Sentinel-2 Versus Landsat 8,"Environmental studies with Landsat images have revealed many of the problems faced by wetland ecosystem, which are crucial for the conservation of biodiversity and the natural values of our planet. The study of LULC changes in wetlands through remote sensing constantly helps to identify and combat their main environmental threats improving the conservation of these natural habitats. Starting in mid-2015, the Sentinel-2 satellite opens new possibilities in the field of earth observation thanks to its higher spatial, spectral and temporal resolution becoming a powerful source of information for LULC monitoring in wetland areas. However, researchers may ask them selves to what extent Sentinel-2 is an improvement over Landsat 8 for general purposes. This research test if there is a real difference in the quality of the results delivered by both Sentinel-2 and Landsat 8 imagery when basic classification methods are applied. The study uses Sentinel-2 and Landsat 8 imagery to produce LULC maps in a Mediterranean wetland area applying an object based classification method in order to compare the accuracy and reliability in the surface detected by both satellites. The results show that an object based classification using only the Sentinel-2 and Landsat 8 image information, without band indexes or ancillary data, offers very similar results for most LULC classes, being the overall accuracy around 87–88% with slightly better results when using Sentinel-2. Although using Sentinel-2 leads to an increase in file size and processing times, the analysis of certain LULC classes presents an improvement compared to Landsat 8, detecting more linear and small size elements with a better delineation of image features in the classified map. However, these improvements should not underestimate the value of Landsat imagery in the future since both satellites provide high precision information, so they can and should coexist and be used together to increase data availability in order to have the best possible results in remote sensing research. © 2019 Elsevier Ltd",NA,NA,10.1016/j.jenvman.2019.06.084,{},excluded,{Validation/calibration}
Fuzzy Object-Based Image Analysis Methods Using Sentinel-2a And Landsat-8 Data To Map And Characterize Soil Surface Residue,"Soil degradation, defined as the lowering and loss of soil functions, is becoming a serious problem worldwide and threatens agricultural production and terrestrial ecosystems. The surface residue of crops is one of the most effective erosion control measures and it increases the soil moisture content. In some areas of the world, the management of soil surface residue (SSR) is crucial for increasing soil fertility, maintaining high soil carbon levels, and reducing the degradation of soil due to rain and wind erosion. Standard methods of measuring the residue cover are time and labor intensive, but remote sensing can support the monitoring of conservation tillage practices applied to large fields. We investigated the potential of per-pixel and object-based image analysis (OBIA) for detecting and estimating the coverage of SSRs after tillage and planting practices for agricultural research fields in Iran using tillage indices for Landsat-8 and novel indices for Sentinel-2A. For validation, SSR was measured in the field through line transects at the beginning of the agricultural season (prior to autumn crop planting). Per-pixel approaches for Landsat-8 satellite images using normalized difference tillage index (NDTI) and simple tillage index (STI) yielded coefficient of determination (R-2) values of 0.727 and 0.722, respectively. We developed comparable novel indices for Sentinel-2A satellite data that yielded R-2 values of 0.760 and 0.759 for NDTI and STI, respectively, which means that the Sentinel data better matched the ground truth data. We tested several OBIA methods and achieved very high overall accuracies of up to 0.948 for Sentinel-2A and 0.891 for Landsat-8 with a membership function method. The OBIA methods clearly outperformed per-pixel approaches in estimating SSR and bear the potential to substitute or complement ground-based techniques.",NA,NA,10.3390/rs11212583,{},excluded,{Validation/calibration}
Suitability Of Satellite Remote Sensing Data For Yield Estimation In Northeast Germany,"Information provided by satellite data is becoming increasingly important in the field of agriculture. Estimating biomass, nitrogen content or crop yield can improve farm management and optimize precision agriculture applications. A vast amount of data is made available both as map material and from space. However, it is up to the user to select the appropriate data for a particular problem. Without the appropriate knowledge, this may even entail an economic risk. This study therefore investigates the direct relationship between satellite data from six different optical sensors as well as different soil and relief parameters and yield data from cereal and canola recorded by the thresher in the field. A time series of 13 years is considered, with 947 yield data sets consisting of dense point data sets and 755 satellite images. To answer the question of how well the relationship between remote sensing data and yield is, the correlation coefficient r per field is calculated and interpreted in terms of crop type, phenology, and sensor characteristics. The correlation value r is particularly high when a field and its crop are spatially heterogeneous and when the correct phenological time of the crop is reached at the time of satellite imaging. Satellite images with higher resolution, such as RapidEye and Sentinel-2 performed better in comparison with lower resolution sensors of the Landsat series. The additional Red Edge spectral band also has advantage, especially for cereal yield estimation. The study concludes that there are high correlation values between yield data and satellite data, but several conditions must be met which are presented and discussed here.",NA,NA,10.1007/s11119-021-09827-6,{},excluded,{Validation/calibration}
Thematic Portfolio Optimization: Challenging The Core Satellite Approach,"In recent years, thematic exchange-traded funds (ETF) have increased in economic significance. Investors in thematic ETFs have more than just financial objectives and gain a non-monetary added value from a thematic portion in their portfolios. Therefore, traditional portfolio optimization models which target only financial criteria cannot suit these investors' needs anymore. Nevertheless, to account for their thematic interests, investors adapt a core satellite strategy in which conventional core portfolios and thematic satellite portfolios are combined. Thus, these portfolios are separately optimized without further considering inter-portfolio correlation effects. Since modern portfolio theory has originally been established to, inter alia, optimize these correlation effects, portfolios can only be efficient by chance. Therefore, this study targets the correlation effects between conventional and thematic portfolios and uses a tri-criterion thematic portfolio optimization model as an overall framework. Throughout a two-part analysis with tradable ETFs and a simulation with 250,000 draws and 1,750,000 portfolio optimizations performed, the status quo is compared to the tri-criterion model. Quantifying the suboptimality, simulation results show a mean portfolio improvement of 6.23\% measured as relative yield enhancement. Further, our analysis concludes that the more narrowly a theme is defined and the more particular it is, relative yield enhancements can increase up to 46.88\%.",NA,NA,10.1007/s11408-019-00329-0,{},excluded,"{""No societal value context"",""ESI data not used""}"
Disruptive Technologies For Improving Water Security In Large River Basins,"Large river basins present significant challenges for water resource planning and management. They typically traverse a wide range of hydroclimatic regimes, are characterized by complex and variable hydrology, and span multiple jurisdictions with diverse water demands and values. They are often data-poor and in many developing economies are characterized by weak water governance. Rapid global change is seeing significant changes to the pressures on the water resources of large basins, exacerbating the challenge of sustainable water management. Diverse technologies have long supported water resource planning and development, from data collection, analytics, simulation, to decision-making, and real-time operations. In the last two decades however, a rapid increase in the range, capability, and accessibility of new technologies, coupled with large reductions in cost, mean there are increasing opportunities for emerging technologies to significantly ""disrupt"" traditional approaches to water resources management. In this paper, we consider the application of 'disruptive technologies' in water resources management in large river basins, through a lens of improving water security. We discuss the role of different actors and institutions for water management considering a range of emerging disruptive technologies. We consider the risks and benefits associated with the use of these technologies and discuss the barriers to their widespread adoption. We obverse a positive trend away from the reliance solely on centralized government institutions and traditional modeling for the collection and analysis of data, towards a more open and dynamic 'data and knowledge ecosystem' that draws upon data services at different levels (global to local) to support water planning and operations. We expect that technological advances and cost reductions will accelerate, fueling increased incremental adoption of new technologies in water resources planning and management. Large-basin analytics could become virtually free for users with global, regional, and national development agencies absorbing the costs of development and any subscription services for end users (e.g., irrigators) to help improve water management at user level and improve economic productivity. Collectively, these changes can help to 'democratize' water management through improved access to data and information. However, disruptive technologies can also be deployed in top-down or centralized processes, and so their use is sometimes contested or misunderstood. Increased attention therefore needs to be given to ensuring equity in technology access, and to strengthening the governance context for technology deployment. Widespread adoption of disruptive technologies will require adjustments to how water professionals are trained, increased adaptiveness in water resources planning and operations, and careful consideration of privacy and cybersecurity issues.",NA,NA,10.3390/w12102783,{},excluded,"{""ESI data not used""}"
Vegetation Monitoring For Guatemala: A Comparison Between Simulated Viirs And Modis Satellite Data,"The advanced very high resolution radiometer (AVHRR) and moderate resolution imaging spectroradiometer (MODIS) data are being widely used for vegetation monitoring across the globe. However, sensors will discontinue collecting these data in the near future. National Aeronautics and Space Administration is planning to launch a new sensor, visible infrared imaging radiometer suite (VIIRS), to continue to provide satellite data for vegetation monitoring. This article presents a case study of Guatemala and compares the simulated VIIRS-Normalized Difference Vegetation Index (NDVI) with MODIS-NDVI for four different dates each in 2003 and 2005. The dissimilarity between VIIRS-NDVI and MODIS-NDVI was examined on the basis of the percent difference, the two-tailed student's t-test, and the coefficient of determination, R2. The per cent difference was found to be within 3%, the p-value ranged between 0.52 and 0.99, and R2 exceeded 0.88 for all major types of vegetation (basic grains, rubber, sugarcane, coffee and forests) found in Guatemala. It was therefore concluded that VIIRS will be almost equally capable of vegetation monitoring as MODIS. © 2010 Taylor & Francis.",NA,NA,10.1080/10106049.2010.519786,{},excluded,{Validation/calibration}
Real-World Remote Sensing Image Super-Resolution Via A Practical Degradation Model And A Kernel-Aware Network,"Super-resolution is an essential task in remote sensing. It can enhance low-resolution remote sensing images and benefit downstream tasks such as building extraction and small object detection. However, existing remote sensing image super-resolution methods may fail in many real-world scenarios because they are trained on ﻿synthetic data generated by a single degradation model or on﻿ ﻿a limited amount of real data collected from specific satellites. ﻿To achieve super-resolution of real-world remote sensing images with different qualities in a unified framework, we propose a practical degradation model and a kernel-aware network (KANet). The proposed degradation model ﻿includes ﻿blur kernels estimated from real images and blur kernels generated from pre-defined distributions, which improves the diversity of training data and covers more real-world scenarios. ﻿The proposed KANet consists of a kernel prediction subnetwork and a kernel-aware super-resolution subnetwork. The ﻿former estimates the blur kernel of each ﻿image, making it possible to cope with real images of different qualities in an adaptive way. The latter iteratively solves ﻿two subproblems, degradation and high-frequency recovery, based on unfolding optimization. Furthermore, we propose a kernel-aware layer to adaptively ﻿integrate the predicted blur kernel into super-resolution process. The proposed KANet achieves state-of-the-art performance for real-world image super-resolution and outperforms the competing methods by 0.2–0.8 dB in the peak signal-to-noise ratio (PSNR). Extensive experiments on both synthetic and real-world images demonstrate that our approach ﻿is of high practicability and ﻿can be readily applied to high-resolution remote sensing applications. © 2022 International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS)",NA,NA,10.1016/j.isprsjprs.2022.07.010,{},excluded,{Validation/calibration}
Promoting Tech Transfer Between Space And Global Mental Health,"INTRODUCTION: Numerous issues in mental health benefit from technological innovation. An example involves the mental health challenges of long-duration spaceflight (such as a Mars mission), including prolonged confinement, microgravity, and different sunlight exposure lengths. Persisting on Earth are global mental health challenges stemming from disease burdens, limited interview-based diagnostic systems, trial-and-error treatment approaches, and suboptimal access. There is potential for cross-pollinating solutions between these seemingly disparate challenges using a range of emerging technologies such as sensors,'omics', and big data. In this review, we highlight the bidirectional value of mental health technology transfer aimed to address issues both on Earth and in space. METHODS: We prepared a systematic review of studies pertaining to mental health technological innovation and space medicine. RESULTS: For Earth mental health technologies translatable to long-duration space missions, we cite several example technologies, including device-based psychotherapy and social support, conversational agents 'aka chatbots', and nutritional and physical activity focused mental health. Space technologies translatable to Earth mental health include remote sensing devices, global navigation satellite systems, satellite communications, chronotherapies, and nutritional advances. DISCUSSION: There is a rich history of space technologies informing Earth technological trends, including general health care on Earth, and vice versa. To avoid the traditional happenstance approach that results in delays, missed opportunities, and increased cost, and to improve outcomes for both Earth and space utilization of these technologies, we propose increased dialogue and training opportunities to enhance innovation and outcomes.",NA,NA,10.3357/amhp.5589.2020,{},excluded,"{""ESI data not used""}"
Progress And Prospect Of Chinese Ocean Satellites,"China attaches great importance to the development of marine remote sensing and monitoring technology. The ocean remote sensing systems with complementary vantages offer significant economic and social benefits. HY-1A/B data have been widely used in sea surface temperature forecasting, sea ice operational monitoring in winter, red tide and green tide monitoring in summer, dynamic monitoring of coastal zones, coastal water quality monitoring, and fishery remote sensing. The HY-2A satellite fills the gaps of ocean dynamic environment satellite remote sensing and is the world's only in-orbit comprehensive ocean dynamic environment satellite that carries active and passive microwave remote sensors. HY-2A can simultaneously obtain data on sea-surface wind field, significant wave height, sea surface height, and sea surface temperature. The effectiveness of ocean environment monitoring and catastrophic sea condition forecasting has been improved with the use of satellite data. Ocean satellites provide reliable remote sensing data to the national economy and defense construction, marine scientific research, and global change research. They also play an important role in the international Earth observation system and are highly recognized by domestic and foreign users.HY-1 and HY-2 series satellites lay a solid foundation for the establishment of a sound ocean environment stereo monitoring system in China. With national development and the implementation of ""the Belt and Road"" strategy in China, the construction of maritime power, the safeguarding of marine rights and interests, and the development of marine economy demand high requirements and emphasize the urgent need for ocean remote sensing. Therefore, the ""Long-term Development Plan of Civil Space Infrastructure (2015-2025)"" is focused on the national maritime power strategy and establishes the plan for the ocean satellite series. This development plan is aimed at supporting the areas of marine resource survey, environment protection, disaster prevention and reduction, rights and interests safeguarding, management of sea areas, island and coastal zone investigation, and the polar ocean expedition of China. Moreover, the requirements of land and atmosphere observations are taken into account. On the basis of the development experience and application achievement of HY-1A/B, HY-2A, GF-3, and CFOSAT, multiple optical and microwave remote sensing techniques are developed, a new generation of ocean color and ocean dynamic environment satellites is built for marine networking observation, and ocean monitoring satellites are improved to construct an integrated marine satellite monitoring system. Ocean remote sensing satellites will inevitably play an import role in the process of building maritime power through the construction of space infrastructure. © 2016, Science Press. All right reserved.",NA,NA,10.11834/jrs.20166153,{},excluded,"{""Data is not valued""}"
Leveraging Multimission Satellite Data For Spatiotemporally Coherent Cyanohab Monitoring,"Cyanobacteria harmful algal blooms (cyanoHABs) present a critical public health challenge for aquatic resource and public health managers. Satellite remote sensing is well-positioned to aid in the identification and mapping of cyanoHABs and their dynamics, giving freshwater resource managers a tool for both rapid and long-term protection of public health. Monitoring cyanoHABs in lakes and reservoirs with remote sensing requires robust processing techniques for generating accurate and consistent products across local and global scales at high revisit rates. We leveraged the high spatial and temporal resolution chlorophyll-a (Chla) and phycocyanin (PC) maps from two multispectral satellite sensors, the Sentinel-2 (S2) MultiSpectral Instrument (MSI) and the Sentinel-3 (S3) Ocean Land Colour Instrument (OLCI) respectively, to study bloom dynamics in Utah Lake, United States, for 2018. We used established Mixture Density Networks (MDNs) to map Chla from MSI and train new MDNs for PC retrieval from OLCI, using the same architecture and training dataset previously proven for PC retrieval from hyperspectral imagery. Our assessment suggests lower median uncertainties and biases (i.e., 42\% and -4\%, respectively) than that of existing top-performing PC algorithms. Additionally, we compared bloom trends in MDN-based PC and Chla products to those from a satellite-derived cyanobacteria cell density estimator, the cyanobacteria index (CI-cyano), to evaluate their utility in the context of public health risk management. Our comprehensive analyses indicate increased spatiotemporal coherence of bloom magnitude, frequency, occurrence, and extent of MDN-based maps compared to CI-cyano and potential for use in cyanoHAB monitoring for public health and aquatic resource managers.",NA,NA,10.3389/frsen.2023.1157609,{},excluded,{Validation/calibration}
Global Path Planning Of Unmanned Vehicle Based On Fusion Of A* Algorithm And Voronoi Field,"Purpose: Since many global path planning algorithms cannot achieve the planned path with both safety and economy, this study aims to propose a path planning method for unmanned vehicles with a controllable distance from obstacles. Design/methodology/approach: First, combining satellite image and the Voronoi field algorithm (VFA) generates rasterized environmental information and establishes navigation area boundary. Second, establishing a hazard function associated with navigation area boundary improves the evaluation function of the A* algorithm and uses the improved A* algorithm for global path planning. Finally, to reduce the number of redundant nodes in the planned path and smooth the path, node optimization and gradient descent method (GDM) are used. Then, a continuous smooth path that meets the actual navigation requirements of unmanned vehicle is obtained. Findings: The simulation experiment proved that the proposed global path planning method can realize the control of the distance between the planned path and the obstacle by setting different navigation area boundaries. The node reduction rate is between 33.52% and 73.15%, and the smoothness meets the navigation requirements. This method is reasonable and effective in the global path planning process of unmanned vehicle and can provide reference to unmanned vehicles’ autonomous obstacle avoidance decision-making. Originality/value: This study establishes navigation area boundary for the environment based on the VFA and uses the improved A* algorithm to generate a navigation path that takes into account both safety and economy. This study also proposes a method to solve the redundancy of grid environment path nodes and large-angle steering and to smooth the path to improve the applicability of the proposed global path planning method. The proposed global path planning method solves the requirements of path safety and smoothness. © 2022, Jiansen Zhao, Xin Ma, Bing Yang, Yanjun Chen, Zhenzhen Zhou and Pangyi Xiao.",NA,NA,10.1108/jicv-01-2022-0001,{},excluded,"{""Data is not valued""}"
"Flood Mapping Tools For Disaster Preparedness And Emergency Response Using Satellite Data And Hydrodynamic Models: A Case Study Of Bagmathi Basin, India","Northern Bihar is one of the major flood prone region in India affecting thousands of human lives and livelihoods during the recurrent floods occurring due to the monsoonal rains. While it is impossible to prevent the occurrence of extreme flood events, disaster planning can help in mitigating its detrimental effects. Monitoring flood extent using satellite observations just after the flood disasters is a core component of rapid emergency response process, which enables the emergency rescue teams to prioritize their efforts in critical areas to save lives and protect health, in addition to providing near real-time flooding information to the decision makers and planners. The main objective of this study is to demonstrate the utility of less data intensive, but equally robust hydrodynamic models to develop flood extent maps in conjunction with freely available remote sensing imageries at different scales. MODIS TERRA satellite data was used to map flood extent from 2001 to 2016 for entire Bihar. Two hydraulic models namely FLDPLN and RRI applied for the Bagmathi basin to evaluate our objectives. Both these models are of varying complexity but generate flood extent patterns with minimum amount of input data. The proposed approach is suited for mapping flood extents to provide an input information in near real time (h) when there is no availability to detailed hydraulic models and satellite datasets. Flood inundation extents from FLDPLN and RRI models were validated with Landsat-7 and MODIS TERRA derived flood extents for model performance. The results show acceptable spatial agreement between model predicted and Landsat-7 observed flood extents, denoting the utility of these tools for flood mapping application in data scarce environments.",NA,NA,10.1007/s40010-017-0461-7,{},excluded,{Validation/calibration}
Combining Satellite-Derived Pm2.5 Data And A Reduced-Form Air Quality Model To Support Air Quality Analysis In Us Cities,"Air quality models can support pollution mitigation design by simulating policy scenarios and conducting source contribution analyses. The Intervention Model for Air Pollution (InMAP) is a powerful tool for equitable policy design as its variable resolution grid enables intra-urban analysis, the scale of which most environmental justice inquiries are levied. However, InMAP underestimates particulate sulfate and overestimates particulate ammonium formation, errors that limit the model's relevance to city-scale decision-making. To reduce InMAP's biases and increase its relevancy for urban-scale analysis, we calculate and apply scaling factors (SFs) based on observational data and advanced models. We consider both satellite-derived speciated PM2.5 from Washington University and ground-level monitor measurements from the U.S. Environmental Protection Agency, applied with different scaling methodologies. Relative to ground-monitor data, the unscaled InMAP model fails to meet a normalized mean bias performance goal of <+/- 10\% for most of the PM2.5 components it simulates (pSO(4): -48\%, pNO(3): 8\%, pNH(4): 69\%), but with city-specific SFs it achieves the goal benchmarks for every particulate species. Similarly, the normalized mean error performance goal of <35\% is not met with the unscaled InMAP model (pSO(4): 53\%, pNO(3): 52\%, pNH(4): 80\%) but is met with the city-scaling approach (15\%-27\%). The city-specific scaling method also improves the R-2 value from 0.11 to 0.59 (ranging across particulate species) to the range of 0.36-0.76. Scaling increases the percent pollution contribution of electric generating units (EGUs) (nationwide 4\%) and non-EGU point sources (nationwide 6\%) and decreases the agriculture sector's contribution (nationwide -6\%).Plain Language Summary Air quality models can support the design of pollution reduction strategies by assessing sources of pollution and simulating policy scenarios. The Intervention Model for Air Pollution (InMAP) is an air quality model that can evaluate fine particulate matter (PM2.5) differences within cities, which makes it valuable as tool to assess equity of PM2.5 exposure. However, InMAP's simplified atmospheric chemistry equations results in errors that limit the model's relevance to city-scale decision-making. To reduce the model's biases and errors, we calculate and apply SFs based on observational data and advanced models, specifically ground-level monitor measurements from the U.S. Environmental Protection Agency and a satellite-derived data product. We find that applying SFs derived from satellite observations over cities or individual grid-cells improves model performance. Scaling InMAP affects the source contribution analysis nationwide and for individual cities, specifically by increasing the contribution of power plants and industry and decreasing the contribution of the agriculture sector.",NA,NA,10.1029/2023gh000788,{},excluded,{Validation/calibration}
Applying Optimization Technology In Reservoir Management,"This paper presents the application of optimization techniques in reservoir management to determine the best development plan that maximizes the economic performance of an asset. A distinguishing characteristic of this approach is that it can evaluate all feasible scenarios for a specific financial objective within a set of well-defined constraints. The output of this integrated workflow is a complete set of decisions that drive capital investment, development scheduling, production, hydrocarbon recovery, and, ultimately, economic performance of the asset. The conventional approach to reservoir manage ment often considers a limited number of development options because of the complexity of the events within an investment plan and the time required for the evaluation. Input into the decision-making process traditionally comes in the form of sensitivity analyses from reservoir simulation, cost engineering, wellbore planning, pipeline networking, and project economic-analysis tools. These technologies are used to simulate performance by examining a specific development scenario, calculating future production, and performing a discounted cash-flow analysis to assess the return on the required investment. The exact scheduling of n ew infrastructure and production facilities as well as the drilling and stimulation of additional wells is critical to maximizing economic performance, especially if remaining reserves are material in size. These discrete events sometimes receive little attention. While the industry's ability to predict asset performance and assimilate several diverse perspectives together has significantly advanced, many reservoir-management decisions still are based on heuristics, rules of thumb, analogs to other assets, and ease of execution. Use of optimization techniques is not new in the energy busi ness. However, in reservoir management, the technology must cope with more nonlinear phenomena within the physical system, complex and realistic objective functions and constraints, and discrete decisions that occur at distinct points over the asset life. The use of mixed-integer nonlinear programming algorithms can be useful in these situations. These algorithms implicitly construct a tree of all possible development plans and then efficiently prune the branches to eliminate candidates that can be shown to be nonoptimal. The effectiveness of optimization technology is illustrated by applying it to the ongoing expansion of a regional complex of gas reservoirs. The approach is used to determine the development schedule of the different reservoirs and the timing of their wells, the timing and staging of compression, and the development of satellites to meet a contract specification. The results demonstrate four cornerstones of reservoir management that are key to maximizing economic performance: ordering - the schedule of events in the development schedule; integraton - coupled consideration of the total physical system; objective - the appropriate choice of a performance metric; and decision making - determining the developement plan that maximizes value. Copyright 2006 Society of Petroleum Engineers.",NA,NA,10.2118/87836-jpt,{},excluded,"{""ESI data not used"",""Data is not valued""}"
"Land Use Land Cover Mapping Using Advanced Machine Learning Classifiers: A Case Study Of Shiraz City, Iran","Due to the recent climate changes and their consequences such as flash floods and droughts, there is a need for Land Use Land Cover mapping to monitor environmental changes which have effects on ecology, policy management, health, and disaster management. It should be noticed that recent droughts caused by climate change, and on the other hand, population growth has increased the rate of urbanization in Iran, where people are moving from rural areas to urban areas. In this study, two well-known machine learning classifiers, including Support Vector Machine (SVM) and Complex Tree (CTree), are used for land cover mapping. An advanced supervised algorithm, namely the Derivative-free Multi-layer Perceptron (FDMLP), which is based on the Multi-layer Perceptron (MLP) function, is developed in MATLAB programming language. The FDMLP uses a derivative-free function for the optimization of the MLP function parameters. Three different scenarios using Landsat-8 imagery with spatial resolutions of 30 and 15 m are defined to investigate the effects of data pre-processing on the final predicted Land Use Land Cover (LULC) maps. A Deep Neural Network (DNN) is used for LULC mapping as well. The FDMLP classifier has outperformed the other two well-known algorithms of the SVM and the CTree for the classification of the pixel-based Landsat-8 imagery and the object-based Landsat-8 imagery with a spatial resolution of 15 m in terms of the overall accuracy and index of kappa. Based on the test data, the DNN classifier for the object-based Landsat-8 imagery with a spatial resolution of 15 m with values of 91.28 and 88.57 percent for the OA and Kappa index has outperformed the other supervised classifiers. The worst results of classification are for the DNN algorithm for the pixel-based Landsat-8 imagery.",NA,NA,10.1007/s12145-020-00475-4,{},excluded,{Validation/calibration}
A Generic Remote Sensing Approach To Derive Operational Essential Biodiversity Variables (Ebvs) For Conservation Planning,"1. The open access availability of satellite images from new sensors characterized by various spatial and temporal resolutions provides new challenges and possibilities for biodiversity conservation. Methodologies aiming at characterizing vegetation type, phenology, and function can now benefit from metric spatial resolution imagery combined with an improved revisit capability. Here, we test hybrid methods and data fusion, using very high spatial resolution (VHSR) sensors in different complex landscapes encompassing three French biogeographical regions. 2. The methodological approach presented herein has a generic value in response to national conservation targets based on the concept of essential biodiversity variables accessed by remote sensing (RS-enabled EBVs). We focused on deriving five RS-enabled EBVs from natural and seminatural open ecosystems: (1) ecosystem distribution, (2) land cover, (3) heterogeneity, (4) primary productivity and (5) vegetation phenology. The challenge was to develop a method that would be technically feasible, economically viable, and sustainable in time. 3. We demonstrated that it is possible to derive key parameters required to develop a set of EBVs from remote sensing (RS) data. The combined use of remote sensing data sources with various spatial, temporal, and spectral resolutions is essential to obtain different indicators of natural habitats. 4. One major current challenge for an improved contribution of RS to conservation is to strengthen multiple collaborative frameworks among remote sensing scientists, conservation biologists, and ecologists in order to increase the efficiency of methodological exchange and draw benefits for successful conservation planning strategies.",NA,NA,10.1111/2041-210x.13033,{},excluded,{Validation/calibration}
Higher Levels Of No-Till Agriculture Associated With Lower Pm2.5 In The Corn Belt,"No-till approaches to agricultural soil management have been encouraged as a means of reducing soil erosion, reducing water pollution, and increasing carbon sequestration. An understudied additional benefit of no-till approaches may be improvements in local air quality. No-till approaches involve reductions in both machinery use and soil erosion, both of which could lead to improvements in air quality. We leverage recent advances in remote sensing and air pollution modelling to examine this question at a landscape scale. Combining data on daily PM2.5 levels with satellite measures of no-till uptake since 2005, we show a strong association between increasing adoption of no-till and reductions in county average PM2.5 pollution over more than 28 million hectares of cropland in the American Corn Belt. The reduction in local pollution implies substantial monetary benefits from reductions in mortality that are roughly one-fourth as large as the estimated carbon benefits. The benefits of mortality reductions are also, by themselves, nearly equal to the current monetary costs of subsidizing no-till practices.",NA,NA,10.1088/1748-9326/ac816f,{},excluded,"{""Data is not valued""}"
Benefits Of Hyperspectral Remote Sensing For Tracking Plant Invasions,"Aim We aim to report what hyperspectral remote sensing can offer for invasion ecologists and review recent progress made in plant invasion research using hyperspectral remote sensing. Location United States. Methods We review the utility of hyperspectral remote sensing for detecting, mapping and predicting the spatial spread of invasive species. We cover a range of topics including the trade-off between spatial and spectral resolutions and classification accuracy, the benefits of using time series to incorporate phenology in mapping species distribution, the potential of biochemical and physiological properties in hyperspectral spectral reflectance for tracking ecosystem changes caused by invasions, and the capacity of hyperspectral data as a valuable input for quantitative models developed for assessing the future spread of invasive species. Results Hyperspectral remote sensing holds great promise for invasion research. Spectral information provided by hyperspectral sensors can detect invaders at the species level across a range of community and ecosystem types. Furthermore, hyperspectral data can be used to assess habitat suitability and model the future spread of invasive species, thus providing timely information for invasion risk analysis. Main conclusions Our review suggests that hyperspectral remote sensing can effectively provide a baseline of invasive species distributions for future monitoring and control efforts. Furthermore, information on the spatial distribution of invasive species can help land managers to make long-term constructive conservation plans for protecting and maintaining natural ecosystems.",NA,NA,10.1111/j.1472-4642.2011.00761.x,{},excluded,"{""Review or opinion""}"
Gis And Optimisation: Potential Benefits For Emergency Facility Location In Humanitarian Logistics,"Floods are one of the most dangerous and common disasters worldwide, and these disasters are closely linked to the geography of the affected area. As a result, several papers in the academic field of humanitarian logistics have incorporated the use of Geographical Information Systems (GIS) for disaster management. However, most of the contributions in the literature are using these systems for network analysis and display, with just a few papers exploiting the capabilities of GIS to improve planning and preparedness. To show the capabilities of GIS for disaster management, this paper uses raster GIS to analyse potential flooding scenarios and provide input to an optimisation model. The combination is applied to two real-world floods in Mexico to evaluate the value of incorporating GIS for disaster planning. The results provide evidence that including GIS analysis for a decision-making tool in disaster management can improve the outcome of disaster operations by reducing the number of facilities used at risk of flooding. Empirical results imply the importance of the integration of advanced remote sensing images and GIS for future systems in humanitarian logistics.",NA,NA,10.3390/geosciences6020018,{},excluded,"{""Data is not valued""}"
Improved U-Net Remote Sensing Image Semantic Segmentation Method,"Semantic segmentation of remote sensing images by deep neural network is an important content of remote sensing intelligent interpretation, which plays a very important role in urban planning, disaster assessment, agricultural production and other fields. High resolution remote sensing images are characterized by complex background, diverse scales and irregular shape, etc. Therefore, using natural scene semantic segmentation methods to process remote sensing images often has the problem of low segmentation accuracy. Based on the U-Net model, a multi-scale skip connection method is proposed to integrate semantic features of different levels and obtain accurate segmentation boundary and location information. Attention mechanism and pyramid pooling are introduced to solve the problem of fine segmentation in complex background. In order to verify the effectiveness of our proposed method, experiments were carried out on the WHDLD and LandCover.ai dataset and compared with the mainstream semantic segmentation methods. The experimental results show that the proposed method outperforms other comparison methods, with mloU reaching 74.28% and 82.04% respectively, and with average of Fi score reaching 84.47% and 89.76% respectively; compared with the segmentation results of U-Net, the value of loU improves significantly in buildings, roads and other categories with a relatively small proportion, and is superior to other comparison methods. © 2023 SinoMaps Press. All rights reserved.",NA,NA,10.11947/j.agcs.2023.20210684,{},excluded,{Validation/calibration}
Implementing Remote Sensing Strategies To Support Environmental Compliance Assessment: A Neural Network Application,"Environmental compliance assessment and enforcement are complex, labor intensive tasks that would benefit from some form of decision support. Despite the well-documented application of remote sensing in environmental analysis and assessment, the operational use of this technology for environmental compliance enforcement remains in its infancy. Because the majority of environmental laws and regulations in the United States were enacted prior to the emergence of a mature science of remote sensing, there exists a degree of skepticism regarding the operational utility and reliability of remotely sensed data as an environmental compliance tool. This paper provides a review of the role of remote sensing in environmental compliance assessment and introduces a framework to guide the application of this technology based on the use of artificial neural networks. The customized neural networks developed in this study serve as a simplifying strategy to assist the process of compliance monitoring. Functioning as ""intelligent"" classifiers, the network models provide a spatial characterization of activities likely to cause damage; achieving mapping accuracies that ranged from 68 to 90\% for the test case samples selected for investigation. (C) 2009 Elsevier Ltd. All rights reserved.",NA,NA,10.1016/j.envsci.2009.08.001,{},excluded,{Validation/calibration}
