title,key,classification_prediction
Cross-Scale Monitoring Of Habitat Suitability Changes Using Satellite Time Series And Ecological Niche Models,arenascastro_crossscalemonitoringhabitat_2021,0
"Fire Regime, Climate, And Vegetation In The Sierras De Córdoba, Argentina",arganaraz_fireregimeclimatevegetation_2015,0
A Long-Term Assessment Of Fire Regimes In A Brazilian Ecotone Between Seasonally Dry Tropical Forests And Savannah,argibay_termassessmentfireregimes_2020,0
Food Pattern Modeling To Inform Global Guidance On Complementary Feeding Of Infants,arimond_foodpatternmodelinginform_2023,0
Ticks As Novel Sentinels To Monitor Environmental Levels Of Per- And Polyfluoroalkyl Substances (Pfas),aristizabalhenao_tickssentinelsmonitorenvironmental_2021,0
Effect Of Standardised Surgical Assessment And Shared Decision-Making On Morbidity And Patient Satisfaction After Breast Conserving Therapy: A Cross-Sectional Study,aristokleous_effectstandardisedsurgicalassessment_2023,0
The Global Frequency Spectrum Management: Prospects And Problems,armes_globalfrequencyspectrummanagement_1984,0
"Exploration Radioactive Mineralization Using Mappable Data Integration Approach: Example From Wadi Dahab Area, Southeastern Sinai, Egypt",arnous_explorationradioactivemineralizationmappable_2021,0
"Assessment Of Potential Oil Spill Risk Along Vishakhaptnam Coast, India: Integrated Approach For Coastal Management",arockiaraj_assessmentpotentialoilspill_2018,0
"Mitigation Of Environmental Impacts Due To Ghat Road Formation In Palamalai Hills, South India, By Optimizing Cut And Fill Volumes Using Gps And Gis Techniques",arulmozhi_mitigationenvironmentalimpactsdue_2015,0
"Offshore Wind Energy Potential Assessment Of India Based On The Synergetic Use Of Quikscat, Oscat And Ascat Scatterometers Data",arunkumar_offshorewindenergypotential_2019,0
A Rulebase Physiographic Characterization A Drought Prone Watershed Applying Remote Sensing And Gis,arun_rulebasephysiographiccharacterizationdrought_2005,0
Spatial Data Reduction Through Element-Of-Interest (Eoi) Extraction,arundel_spatialdatareductionelement_2021,1
"Estimating The ""Forgone"" Esvs For Small-Scale Gold Mining Using Historical Image Data",asamoah_estimatingforgoneesvsscale_2017,0
Gis-Based Identification And Visualization Of Multimodal Freight Transportation Catchment Areas,asborno_gisbasedidentificationvisualization_2021,0
A Financial Cost-Benefit Analysis Of Eradicating Virulent Footrot,asheim_financialcostbenefitanalysis_2017,0
Cashew Expansion Holds Potential For Carbon Stocks Enhancement In The Forest-Savannah Transitional Zone Of Ghana,ashiagbor_cashewexpansionholdspotential_2022,0
Life Cycle And Nano-Products: End-Of-Life Assessment,asmatulu_lifecyclenanoproducts_2012,0
High-Resolution Carbon Mapping On The Million-Hectare Island Of Hawaii,asner_resolutioncarbonmappingmillion_2011,0
Mapped Aboveground Carbon Stocks To Advance Forest Conservation And Recovery In Malaysian Borneo,asner_mappedabovegroundcarbonstocks_2018,0
"The Impacts Of Land-Use And Land-Cover Change On Wetland Ecosystem Service Values In Peri-Urban And Urban Area Of Bahir Dar City, Upper Blue Nile Basin, Northwestern Ethiopia",assefa_impactslandlandcover_2021,0
Deep Neural Networks With Transfer Learning For Forest Variable Estimation Using Sentinel-2 Imagery In Boreal Forest,astola_deepneuralnetworkstransfer_2021,1
The European Plate Observing System And The Arctic,atakan_europeanplateobservingsystem_2015,0
Deep Learning-Based Burned Forest Areas Mapping Via Sentinel-2 Imagery: A Comparative Study,atasever_deeplearningbasedburned_2024,0
Land Use And Land Cover Change Monitoring In Bandırma (Turkey) Using Remote Sensing And Geographic Information Systems,ataykaya_landlandcoverchange_2020,0
"Terrestrial Water Storage And Climate Variability Study Of The Volta River Basin, West Africa",atayi_terrestrialwaterstorageclimate_2024,0
The Spatially Asymmetric Evolution Of Mining Services Suppliers During The Expansion And Contraction Phases Of The Copper Super-Cycle In Chile,atienza_spatiallyasymmetricevolutionmining_2019,0
"Changes In The West African Forest-Savanna Mosaic, Insights From Central Togo",atsri_westafricanforestsavanna_2018,0
Unbiased Assessment Of Disease Surveillance Utilities: A Prospect Theory Application,attema_unbiasedassessmentdiseasesurveillance_2019,0
Developing A Surgical Site Infection Surveillance System Based On Hospital Unstructured Clinical Notes And Text Mining,atti_developingsurgicalsiteinfection_2020,1
Detection And Prediction Of Geo-Environmental Hazards In Urban Areas And Desert Lands Using An Integrated Structural And Geophysical Approach: Cases From Egypt,attwa_detectionpredictiongeoenvironmental_2020,0
Detection And Characterization Of Low Temperature Peat Fires During The 2015 Fire Catastrophe In Indonesia Using A New High-Sensitivity Fire Monitoring Satellite Sensor (Firebird),atwood_detectioncharacterizationlowtemperature_2016,0
The Economic Profitability Of Photovoltaic Installations In Households In Poland From A New Policy Perspective,augustowski_economicprofitabilityphotovoltaicinstallations_2023,1
No Trespassing: Using A Biofence To Manipulate Wolf Movements,ausband_trespassingbiofencemanipulatewolf_2013,1
Response Of Phytoplankton Functional Types To Hurricane Fabian (2003) In The Sargasso Sea,avilaalonso_responsephytoplanktonfunctionaltypes_2023,0
Global Crop Yield Reductions Due To Surface Ozone Exposure: 2. Year 2030 Potential Crop Production Losses And Economic Damage Under Two Scenarios Of O3 Pollution,avnery_globalcropyieldreductions_2011,0
Spatial Modeling Of Landscape Values: Discovering The Boundaries Of Conflicts And Identifying Mutual Benefits As A Basis For Land Management,avrielavni_spatialmodelinglandscapevalues_2021,0
Monitoring Of Biophysical Parameters Of Cashew Plants In Cambodia Using Alos/Palsar Data,avtar_monitoringbiophysicalparameterscashew_2013,0
Food Insecurity And Hydroclimate In Greater Horn Of Africa: Potential For Agriculture Amidst Extremes,awange_foodinsecurityhydroclimatehorn_2022,0
Land Management,awange_landmanagement_2012,0
Physical Dynamics Of Lake Victoria Over The Past 34 years (1984–2018): Is The Lake Dying?,awange_physicaldynamicslakevictoria_2019,0
"The Falling Lake Victoria Water Level: Grace, Trimm And Champ Satellite Analysis Of The Lake Basin",awange_fallinglakevictoriawater_2008,0
"The Nile River Basin: Water, Agriculture, Governance And Livelihoods",awulachew_nileriverbasinwater_2013,0
"Remote Sensing And Meteorological Indexes Of Drought Using Open Short Time-Series Data In Doukkala Region, Morocco",ayad_remotesensingmeteorologicalindexes_2023,0
Quantifying And Mapping Ecosystem Services Supplies And Demands: A Review Of Remote Sensing Applications,ayanu_quantifyingmappingecosystemservices_2012,1
"Throughfall, Stemflow, And Interception Characteristics Of Coniferous Forest Ecosystems In The Western Black Sea Region Of Turkey (Daday Example)",aydin_throughfallstemflowinterceptioncharacteristics_2018,0
Economic Impact Of Plantain Ripening: A Case Study Among Plantain Traders In Accra,ayeh_economicimpactplantainripening_2023,0
Novel Surveillance Of Psychological Distress During The Great Recession,ayers_surveillancepsychologicaldistressrecession_2012,0
"Urban Expansion Trends, Prediction And Its Impact On Agricultural Lands In Erbil Using Gis And Remote Sensing",aziz_urbanexpansiontrendsprediction_2022,0
Spatial Prediction Of Human Brucellosis (Hb) Using A Gis-Based Adaptive Neuro-Fuzzy Inference System (Anfis),babaie_spatialpredictionhumanbrucellosis_2021,0
Land-Use Effects On Aquatic Macroinvertebrate Diversity In Subtropical Highland Grasslands Streams,bacca_landeffectsaquaticmacroinvertebrate_2023,0
Analysis Of Environmental And Social Variables As Risk Factors In The Spread Of The New Coronavirus (Sars-Cov-2): A Case Study In Peru,badillorivera_analysisenvironmentalsocialvariables_2021,0
Low-Cost Sensor-Based And Lorawan Opportunities For Landslide Monitoring Systems On Iot Platform: A Review,bagwari_lowcostsensorbased_2022,0
"Effects Of Urbanization And Seasonal Cycle On The Surface Urban Heat Island Patterns In The Coastal Growing Cities: A Case Study Of Casablanca, Morocco",bahi_effectsurbanizationseasonalcycle_2016,0
"Geospatial Approach In Modeling Linear, Areal, And Relief Morphometric Interactions In Dabus River Basin Ecology For Sustainable Water Resource Management",bahiru_geospatialapproachmodelinglinear_2024,0
"Crop Monitoring And Biomass Estimation Based On Downscaled Remote Sensing Data In Aquacrop Model (Case Study: Qazvin Plain, Iran)",bahmanabadi_cropmonitoringbiomassestimation_2023,0
Sail: A Scalable Wind Turbine Fault Diagnosis Platform: A Case Study On Gearbox Fault Diagnosis,bahojbimani_sailscalablewindturbine_2019,1
"The Fusing Of Satellite Images And Using Particle Swarm Optimization Algorithm To Improving Evaluation Of Water Body, Focusing On Monitoring And Identifying Flood",bahrami_fusingsatelliteimagesparticle_2020,0
Unmanned Aerial Vehicle-Based Multispectral Remote Sensing For Commercially Important Aromatic Crops In India For Its Efficient Monitoring And Management,bahuguna_unmannedaerialvehiclebased_2022,0
Forecasting Crop Residue Fires In Northeastern China Using Machine Learning,bai_forecastingcropresiduefires_2022,0
Comparison Of Satellite-Based Pm2.5 Estimation From Aerosol Optical Depth And Top-Of-Atmosphere Reflectance,bai_comparisonsatellitebasedpm2.5_2021,0
Influence Of Spatial Resolution On Satellite-Based Pm2.5 Estimation: Implications For Health Assessment,bai_influencespatialresolutionsatellite_2022,1
Remote Sensing Monitoring And Ecological Effect Assessment Of Land Creation In Lanzhou City,bai_remotesensingmonitoringecological_2020,0
Spatial Downscaling Of Evapotranspiration In Large Irrigation Area Based On Data Fusion Algorithm,bai_spatialdownscalingevapotranspirationirrigation_2017,0
"Eco-Service Value Evaluation Based On Eco-Economic Functional Regionalization In A Typical Basin Of Northwest Arid Area, China",bai_ecoserviceevaluationbased_2014,0
Canopy Sif Synergize With Total Spectral Reflectance Optimized By The Mdbpso Algorithm To Monitor Wheat Stripe Rust,bai_canopysifsynergizetotal_2020,0
The Impact Of Advanced Treatment Technologies On The Energy Use In Satellite Water Reuse Plants,bailey_impactadvancedtreatmenttechnologies_2020,0
The Scientific Strategy Of The Bto Ringing Scheme,baillie_scientificstrategybtoringing_1999,0
Mapping The Intertidal Vegetation Of The Harbours Of Southern England For Water Quality Management,baily_mappingintertidalvegetationharbours_2002,0
Use Of Bayesian Models To Develop Coral Bleaching Indices And Forecasts From In-Situ Observations For The 2015–16 Bleaching Event,bainbridge_bayesianmodelsdevelopcoral_2019,0
Quantifying Urban Forest Structure With Open-Access Remote Sensing Data Sets,baines_quantifyingurbanforeststructure_2020,0
Characterizing The Climatic Niche Of Mast Seeding In Beech: Evidences Of Trade-Offs Between Vegetation Growth And Seed Production,bajocco_characterizingclimaticnichemast_2021,0
"Determination Of Urban Pollution Islands By Using Remote Sensing Technology In Moscow, Russia",bakaeva_determinationurbanpollutionislands_2022,0
"Ghosts In The Machine: Beliefs, Values And Worldviews In The Workplace And Business Environment",baker_ghostsmachinebeliefsvalues_2018,0
"Modeling Rare Endemic Shrub Habitat In The Uinta Basin Using Soil, Spectral, And Topographic Data",baker_modelingrareendemicshrub_2016,0
Practical Implementation Of Remote Continuous Glucose Monitoring In Hospitalized Patients With Diabetes,baker_practicalimplementationremotecontinuous_2022,0
A Flood Forecasting Model Based On Wireless Sensor And Actor Networks,bakhsh_floodforecastingmodelbased_2020,0
State-Of-The-Art Review Of Leak Diagnostic Experiments: Toward A Smart Water Network,bakhtawar_artreviewleakdiagnostic_2023,0
Development Of Sustainable Wetland Management Strategies By Using The Analytical Hierarchy Process And Web-Based Gis: A Case Study From Turkey,bakirman_developmentsustainablewetlandmanagement_2022,0
Trends Of Resistance To Antimicrobials Recommended Currently And In The Past For Management Of Gonorrhea In The Apex Std Center In India And Comparison Of Antimicrobial Resistance Profile Between 2002-2006 And 2007-2012,bala_trendsresistanceantimicrobialsrecommended_2015,0
Retrieval Of Hydrometeors From Microwave Radiances With A Polarized Radiative Transfer Model,balaji_retrievalhydrometeorsmicrowaveradiances_2010,0
Heras: A Modular Matlab Tool Using Physical Optics For The Analysis Of Reflector Antennas,baldominos_herasmodularmatlabtool_2023,1
Biomass Water Content Effect On Soil Moisture Assessment Via Proximal Gamma-Ray Spectroscopy,baldoncini_biomasswatercontenteffect_2019,0
The National Technological University: Sharing Premier Educational Resources Via Telecommunications,baldwin_nationaltechnologicaluniversitysharing_1995,0
Advances In Image Enhancement For Sarcoma Surgery,baljer_advancesimageenhancementsarcoma_2020,0
Outreach Beyond The Beach: Management Of Historic Shipwrecks On The Outer Continental Shelf,ball_outreachbeachmanagementhistoric_2007,0
How Textural Features Can Improve Sar-Based Tropical Forest Disturbance Mapping,balling_texturalfeaturesimprovesar_2023,0
Terrestrial Co2 Exchange Diagnosis Using A Peatland-Optimized Vegetation Photosynthesis And Respiration Model (Vprm) For The Hudson Bay Lowlands,balogun_terrestrialco2exchangediagnosis_2023,0
Profound And Pervasive Degradation Of Madagascar’s Freshwater Wetlands And Links With Biodiversity,bamford_profoundpervasivedegradationmadagascar’s_2017,0
How Digital Health Translational Research Is Prioritised: A Qualitative Stakeholder-Driven Approach To Decision Support Evaluation,bamgbojeayodele_digitalhealthtranslationalresearch_2023,0
Application Of Ocean Color Remote Sensing Products In Estimation Of Fishing Production Potential In Lake Qinghai,ban_applicationoceancolorremote_2022,0
"Implementation Of An End-To-End Model Of The Gulf Of Lions Ecosystem (Nw Mediterranean Sea). I. Parameterization, Calibration And Evaluation",banaru_implementationmodelgulflions_2019,0
Application Of Geo-Cropsim Framework For Rainfed Sugarcane Yield Assessment In Thailand,bandaru_applicationgeocropsimframework_2022,1
Sustainable Agriculture: Technical Progressions And Transitions,bandh_sustainableagriculturetechnicalprogressions_2021,0
