title,abstract,year,author,doi,screening_status,excl_reasons
Spatial Management Of The European Hake Merluccius Merluccius Fishery In The Catalan Mediterranean: Simulation Of Management Alternatives With The Invest Model,"European hake (Merluccius merluccius) is an important commercial fisheries species that shows growth over-fishing, with catches basically focused on juveniles. This study assesses the benefit of closing a coastal area (an essential habitat for European hake recruits) to fishing, in addition to other alternatives of spatial management, compared with traditional, non-spatial management scenarios on fishing grounds exploited by the bottom trawl fleets of Blanes and Palamos (Province of Girona, NE Spain). We use InVEST. a spatially explicit model of intermediate complexity that simulates the bioeconomic effects of management measures for decision making. The sensitivity analysis of the model results shows the high influence of some parameters. particularly the parameterization of the recruitment submodel and European hake's fecundity coefficients. The results are also examined in the light of uncertainty on migration parameters: in the two cases analysed (considering migration patterns or not), the results of the indicators (catch and revenues, abundance, recruitment and spawning stock biomass) were qualitatively similar and all show that the application of a restricted fishing area in one particular fishing ground (Vol de Terra) is the best management alternative. Its bioeconomic effects am comparable to a reduction of fishing effort of up to 20\%. With high levels of ontogenetic migration, fishing on a second fishing ground (Cul de Rec - El Pas) should be restricted to enhance the biomass of the European hake population.",NA,NA,10.3989/scimar.04748.18a,excluded,"{""ESI data not used""}"
Using A Multiple Criteria Decision-Making Model To Streamline And Enhance Nepa And Public Participation Processes,"The use of existing data from remote sensing technologies, Geographic Information Systems (GIS), and economic modeling can be integrated in a visual Multiple Criteria Decision Making (MCDM) tool that can aid in streamlining and enhancing the National Environmental Policy Act (NEPA) process and public participation. The interoperability of different data outputs provides researchers and practitioners the ability to produce high quality visualizations that can enhance the communication of proposed projects and the projected economic and social impacts on a community and surrounding area. User priority and value inputs combined with the high quality visualizations in a MCDM tool can provide multiple alignment alternatives for each transportation project participant. By providing additional and improved data through a new decision-making tool, ECO-PAL, researchers and practitioners will be able to enhance the efficiency and effectiveness of the efforts regarding NEPA development and make ""every day count.""",NA,NA,10.1177/1087724x10390227,excluded,"{""Data is not valued""}"
"Accounting For Value Changes In Cultivated Land Resources Within The Karst Mountain Area Of Southwest China, 2001-2020","Cultivated land resources are important natural resource assets that are related to food security and sustainable development. Due to the many restrictive factors of the karst landform on agricultural production, the quantity and quality of cultivated land in the karst mountainous areas in Southwest China are poor. Reclaiming cultivated land to develop economy or to avoid transitional reclamation to protect ecology is an important proposition in this area. Analyzing changes in the physical and monetary value of cropland resources can help us to formulate more reasonable policies for the development and utilization of cultivated land resources, and to achieve a win-win scenario for economic development and ecological protection. Using multi-source remote sensing data and 20-year landcover data obtained by the GEE platform, this paper evaluated the cropland resources of the karst mountain areas of China at the pixel level. It was found that under the apparent outflow of the physical account of the cultivated land resources, the monetary value still maintained growth, proving that the current cultivated land-use policy in Guizhou Province has significantly improved the value of local cultivated land resources.",NA,NA,10.3390/land11060765,excluded,"{""Data is not valued""}"
To-Yolox: A Pure Cnn Tiny Object Detection Model For Remote Sensing Images,"Remote sensing and deep learning are being widely combined in tasks such as urban planning and disaster prevention. However, due to interference occasioned by density, overlap, and coverage, the tiny object detection in remote sensing images has always been a difficult problem. Therefore, we propose a novel TO-YOLOX(Tiny Object-You Only Look Once) model. TO-YOLOX possesses a MiSo(Multiple-in-Single-out) feature fusion structure, which exhibits a spatial-shift structure, and the model balances positive and negative samples and enhances the information interaction pertaining to the local patch of remote sensing images. TO-YOLOX utilizes an adaptive IOU-T (Intersection Over Uni-Tiny) loss to enhance the localization accuracy of tiny objects, and it applies attention mechanism Group-CBAM (group-convolutional block attention module) to enhance the perception of tiny objects in remote sensing images. To verify the effectiveness and efficiency of TO-YOLOX, we utilized three aerial-photography tiny object detection datasets, namely VisDrone2021, Tiny Person, and DOTA-HBB, and the following mean average precision (mAP) values were recorded, respectively: 45.31\% (+10.03\%), 28.9\% (+9.36\%), and 63.02\% (+9.62\%). With respect to recognizing tiny objects, TO-YOLOX exhibits a stronger ability compared with Faster R-CNN, RetinaNet, YOLOv5, YOLOv6, YOLOv7, and YOLOX, and the proposed model exhibits fast computation.",NA,NA,10.1080/17538947.2023.2261901,excluded,"{""No societal value context"",Validation/calibration}"
Floods In Provence-Alpes-Cote D'azur And Lessons For French Flood Risk Governance,"France experiences catastrophic floods on a yearly basis, with significant societal impacts. In this study, we use multiple sources (insurance datasets, scientific articles, satellite data, and grey literature) to (1) analyze modern flood disasters in the PACA Region; (2) discuss the efficiency of French public policy instruments; (3) perform a SWOT analysis of French flood risk governance (FRG); and (4) suggest improvements to the FRG framework. Despite persistent government efforts, the impacts of flood events in the region have not lessened over time. Identical losses in the same locations are observed after repeated catastrophic events. Relative exposure to flooding has increased in France, apparently due to intense urbanization of flood-prone land. We suggest that the French FRG could benefit from the following improvements: (1) regular updates of risk prevention plans and tools; (2) the adoption of a build back better logic; (3) taking undeclared damages into account in flood risk models; (4) better communication between the actors at the different steps of each cycle (preparation, control, organization, etc.); (5) better communication between those responsible for risk prevention, emergency management, and disaster recovery; (6) an approach that extends the risk analysis outside the borders of the drainage basin; and (7) increased participation in FRG from local populations.",NA,NA,10.1007/s11069-021-04905-4,excluded,"{""Data is not valued""}"
Determination Of Appropriate Remote Sensing Indices For Spring Wheat Yield Estimation In Mongolia,"In Mongolia, the monitoring and estimation of spring wheat yield at the regional and national levels are key issues for the agricultural policy and food management as well as for the economy and society as a whole. The remote sensing data and technique have been widely used for the estimation of crop yield and production in the world. For the current research, nine remote sensing indices were tested that include normalized difference drought index (NDDI), normalized difference water index (NDWI), vegetation condition index (VCI), temperature condition index (TCI), vegetation health index (VHI), normalized multi-band drought index (NMDI), visible and shortwave infrared drought index (VSDI), and vegetation supply water index (VSWI). These nine indices derived from MODIS/Terra satellite have so far not been used for crop yield prediction in Mongolia. The primary objective of this study was to determine the best remote sensing indices in order to develop an estimation model for spring wheat yield using correlation and regression method. The spring wheat yield data from the ground measurements of eight meteorological stations in Darkhan and Selenge provinces from 2000 to 2017 have been used. The data were collected during the period of the growing season (June-August). Based on the analysis, we constructed six models for spring wheat yield estimation. The results showed that the range of the root-mean-square error (RMSE) values of estimated spring wheat yield was between 4.1 (100 kg ha(-1)) to 4.8 (100 kg ha(-1)), respectively. The range of the mean absolute error (MAE) values was between 3.3 to 3.8 and the index of agreement (d) values was between 0.74 to 0.84, respectively. The conclusion was that the best model would be (R-2 = 0.55) based on NDWI, VSDI, and NDVI out of the nine indices and could serve as the most effective predictor and reliable remote sensing indices for monitoring the spring wheat yield in the northern part of Mongolia. Our results showed that the best timing of yield prediction for spring wheat was around the end of June and the beginning of July, which is the flowering stage of spring wheat in this study area. This means an accurate yield prediction for spring wheat can be achieved two months before the harvest time using the regression model.",NA,NA,10.3390/rs11212568,excluded,{Validation/calibration}
Swin-Resunet+: An Edge Enhancement Module For Road Extraction From Remote Sensing Images,"Road extraction from remote sensing images is very important in navigation, urban planning, traffic management and other fields. Deep learning methods have achieved great success in computer vision tasks. Therefore, road extraction from remote sensing images using deep learning methods can significantly improve the road extraction accuracy. However, these methods generally have problems such as low road extraction accuracy, slow training speed, high computational complexity, and poor road topology connectivity. In order to solve the above issues, we propose a Swin-ResUNet+ structure and use the new paradigm Swin-Transformer to extract roads in remote sensing images. Specifically, we construct an Edge Enhancement module based on residual connection and add this module to each stage of the encoder, which can obtain the edge information in remote sensing images. Based on the Edge Enhancement module, we propose a Swin-ResUNet+ structure in order to better capture the topology of roads. On the Massachusetts road dataset, our model has the least computational cost with only less than one percent accuracy decrease. On the DeepGlobe2018 road dataset, our model not only has the least computational complexity but also achieves the highest values of mIOU, mDC, mPA and F1-score. In a word, Swin-ResUNet+ obtains a much better trade-off between accuracy and efficiency than previous CNN-based and Transformer-based methods. © 2023 Elsevier Inc.",NA,NA,10.1016/j.cviu.2023.103807,excluded,{Validation/calibration}
Integration Of Remote-Sensing Based Metrics And Econometric Models To Assess The Socio-Economic Contributions Of Carbon Sequestration In Unmanaged Tropical Dry Forests,"Carbon sequestration by forests is one of the vital ecosystem services regulating the global climate. Equally important are the socio-economic co-benefits of carbon sequestration, given their implications for designing policies focused on conservation or restoration of tropical forests. Much debate has been around how to account for, and maximize, the co-benefits of carbon sequestration. Prior research suggests that a better understanding of the spatial relationship between carbon sequestration potential and forest types and dynamics - as a function of geographical context and time - is needed to better estimate their socio-economic benefits. Hence, this paper uses the Tropical Dry Forests of Central and South America to propose a new approach to quantify carbon sequestration of this biome, and its efficiency, using time series of the Terra-MODIS satellite. Our estimations of carbon sequestration are then coupled with a benefit transfer approach to infer carbon sequestration's monetary cost. Results reveal that these tropical forests sequester an annual average of 22.3 +/- 3.3 tCO(2) ha(-1) yr(-1) or in total, 1.16 GtCO(2). The associated social cost of carbon, calculated using three econometric models, ranges from USD 489 ha(-1) yr(-1) to USD 2828 ha(-1) yr(-1). These results can open new perspectives regarding the benefits of carbon sequestration against the costs of the negative impacts of climate change for national welfare accounts, their relevance for environmental policy-making, and the implementation or monitoring of carbon-based incentive programs (e.g., WAVES).",NA,NA,10.1016/j.indic.2021.100100,excluded,"{""Data is not valued""}"
Advances In Integrated System Health Management For Mission-Essential And Safety-Critical Aerospace Applications,"Integrated System Health Management (ISHM) is a promising technology that fuses sensor data and historical state-of-health information of components and subsystems to provide actionable information and enable intelligent decision-making regarding the operation and maintenance of aerospace systems. ISHM fundamentally relies on assessments and predictions of system health, including the early detection of failures and estimation of Remaining Useful Life (RUL). Model-based, data-driven or hybrid reasoning techniques can be utilized to maximise the timeliness and reliability of diagnosis and prognosis information. The benefits of ISHM include enhancing the maintainability, reliability, safety and performance of systems. The next evolution of the ISHM concept, Intelligent Health and Mission Management (IHMM), delves deeper into the utilization of on-line system health predictions to modify mission profiles to ensure safety and reliability, as well as efficiency through predictive integrity. This concept is particularly important for Trusted Autonomous System (TAS) applications, where an accurate assessment of the current and future system state-of-health to make operational decisions (with or without human intervention) is integral to both flight safety and mission success. IHMM systems introduce the capability of predicting degradation in the functional performance of subsystems, with sufficient time to dynamically identify which appropriate restorative or reconfiguration actions to take in order to ensure that the system can perform at an acceptable level of operational capability before the onset of a failure event. This paper reviews some of the key advancements and contributions to knowledge in the field of ISHM for the aerospace industry, with a particular focus on various architectures and reasoning strategies involving the use of artificial intelligence. The paper also discusses the key challenges faced in the development and deployment of ISHM systems in the aerospace industry and highlights the safety-critical role that IHMM will play in future cyber-physical and autonomous system applications (both vehicle and ground support systems), such as Unmanned Aircraft Systems (UAS) Traffic Management (UTM), Urban Air Mobility (UAM) and Distributed Satellite Systems (DSS).",NA,NA,10.1016/j.paerosci.2021.100758,excluded,"{""ESI data not used""}"
Making Satellite Precipitation Data Work For The Developing World,"In an era of declining ground-based networks for measurement of precipitation, satellite precipitation data, that is now routinely available in increasing frequency and spatial coverage, represents an interesting paradox. Specifically, effective assessment frameworks and error metrics for satellite precipitation data must be developed for advancing the utility of satellite data for global applications. While there seems to be a concerted effort by the community to evaluate satellite precipitation data, there does not seem to be similar efforts to resolve the paradoxical issue of balancing the need for global uncertainty information and the stark lack of global GV datasets for doing so. In this article, we present one practical approach to estimating satellite precipitation uncertainty that is not dependent on the notion of ground validation (GV) data. By using input that is more readily available around the globe (i.e., satellite data and geophysical features of terrain, climate and seasons), the approach can potentially advance applications as it allows a coherent way to merge available satellite precipitation data products to a more superior state, particularly for hydrologic applications. We provide an assessment of how the approach works in various regions of the developing world as a way to encourage the community to further the development of such ideas and provide end-users with a practical decision-making tool.",NA,NA,10.1109/mgrs.2014.2317561,excluded,"{""Data is not valued""}"
Development And Evaluation Of Hybrid Deep Learning Long Short-Term Memory Network Model For Pan Evaporation Estimation Trained With Satellite And Ground-Based Data,"Evaporation, as a core process within the global hydrological cycle, requires reliable methods to monitor its variation, for decision-making in agriculture, irrigation systems and dam operations, also in other areas of hydrology and water resource management. Accurate monitoring of pan evaporation (E-p) is one the most popular approaches to understand the evaporative process. This work aims to construct a hybrid Long Short-Term Memory (LSTM) predictive model that is coupled with Neighbourhood Component Analysis for feature selection to predict E-P in drought-prone regions in Queensland, Australia (Amberley, Gatton, Oakey, \& Townsville). Utilizing the daily-scale dataset {[}31 August 2002 to 22 September 2020], the performance of the proposed deep learning (DL) hybrid model, denoted as NCA-LSTM, is compared with competitive benchmark models, i.e., standalone LSTM, other types of DL, single hidden layer neuronal architecture and decision tree-based method. The testing results reveal the lowest Relative Root Mean Square Error ( <= 20\%), Absolute Percentage Bias ( <= 14.5\%) and the highest Kling-Gupta Efficiency ( >= 87\%) attained by the NCA-LSTM hybrid model (relative to benchmark models) tested for Amberley, Gatton, and Oakey sites. In respect to the predictive efficiency, the proposed NCA-LSTM hybrid model, improved with feature selection, outperforms all benchmark models, indicating its future utility in the prediction of daily E-p. In practical sense, the predictive model developed for E-p estimation provides an accurate estimation of evaporative water loss in hydrological cycle and therefore, can be implemented in areas of irrigation management, planning of irrigation-based agriculture, and mitigation of financial losses to agricultural and related sectors where, regular monitoring and forecasting of water resources are a vital part of sustainable livelihood and business.",NA,NA,10.1016/j.jhydrol.2022.127534,excluded,"{""Data is not valued""}"
Statistical Object-Based Method For Forest Change Detection Using High-Resolution Remote Sensing Images,"Objective: Collecting forest-change information accurately, quickly and efficiently to update forest resource databases in time is critically important for scientific decision-making of forest management and forestry sustainable development, and has long been one of the major technical challenges in forest resource management. Method: In this paper, an object-based statistical method was applied to detect forest changes in a study site located in Shangsi County, Guangxi Zhuang Autonomous Region where the forest cover has experienced frequent changes over time associated with a large number of parcels with relatively small sizes. High spatial resolution satellite images of ZY-3, GF-1 and the vector sub-compartment map of forest distribution were served as the data sources. Object features were extracted by using multi-resolution segmentation of satellite images accompanying with the thematic map. As the frequencies of the difference of the objects' mean gray value and standard deviation of the two-temporal images were approximate the normal distributions, chi-square distribution statistic was using with the difference between object mean value and standard deviation. Therefore the change objects with abnormal statistics were flagged one by one with a statistical procedure of iterative trimming. Result: The results indicated that for a given confidence level, the detected number of change objects decreased rapidly as the iteration number increased. When the confidence level was set at 0.95, 0.98, 0.99 and 0.999, the corresponding changed objects were labeled through 25, 23, 20 and 15 iterations, respectively. Along with changes in the confidence levels from 0.95 to 0.99, the omission rate increased, as a result, the commission rate decreased and the overall accuracy increased. The best result was achieved with the confidence level was 0.99 as the overall accuracy was 92.6% and the Kappa was 0.764 8. Conclusion: The advantage of the method proposed in this paper was object-based and statistically driven, directly detected forest changes from the dataset generated from the image segmentation, did not rely on external information and human intervention, could be executed automatically in the entire procedure, and generated satisfactory results. Furthermore, this approach was potentially an ideal method for forest change detection. © 2017, Editorial Department of Scientia Silvae Sinicae. All right reserved.",NA,NA,10.11707/j.1001-7488.20170509,excluded,{Validation/calibration}
Near Real-Time Disturbance Detection Using Satellite Image Time Series,"Near real-time monitoring of ecosystem disturbances is critical for rapidly assessing and addressing impacts on carbon dynamics, biodiversity, and socio-ecological processes. Satellite remote sensing enables cost-effective and accurate monitoring at frequent time steps over large areas. Yet, generic methods to detect disturbances within newly captured satellite images are lacking. We propose a multi-purpose time-series-based disturbance detection approach that identifies and models stable historical variation to enable change detection within newly acquired data. Satellite image time series of vegetation greenness provide a global record of terrestrial vegetation productivity over the past decades. Here, we assess and demonstrate the method by applying it to (1) simulated time series of vegetation greenness data from satellite data, (2) real-world satellite greenness image time series between February 2000 and July 2011 covering Somalia to detect drought-related vegetation disturbances. First, simulation results illustrate that disturbances are successfully detected in near real-time while being robust to seasonality and noise. Second, major drought-related disturbance corresponding with most drought-stressed regions in Somalia are detected from mid-2010 onwards. The method can analyse in-situ or satellite data time series of biophysical indicators from local to global scale since it is fast, does not depend on thresholds and does not require time series gap filling. While the data and methods used are appropriate for proof-of-concept development of global scale disturbance monitoring, specific applications (e.g., drought or deforestation monitoring) mandate integration within an operational monitoring framework (e.g., http://www.fews.net/). © 2012 Elsevier Inc..",NA,NA,10.1016/j.rse.2012.02.022,excluded,"{""Data is not valued""}"
Air Quality Forecasts Improved By Combining Data Assimilation And Machine Learning With Satellite Aod,"Satellite aerosol optical depth (AOD) data assimilation (DA) using numerical air quality forecast models has shown a limited improvement due to large uncertainties in the AOD observation operator. This study employed a machine learning (ML) algorithm to estimate the ground-level particulate matter (PM) from the Geostationary Ocean Color Imager (GOCI) AOD through the random forest with high accuracy. Analysis fields were subsequently produced by applying PM estimations to the Weather Research and Forecasting-Chemistry/three-dimensional variational DA system. Initialization of the model with the new analysis remarkably reduced the analysis error and increased the forecast skill. The PM10 prediction showed significant benefits for up to 24 forecast hours, whereas PM2.5 prediction was improved for up to six forecast hours. Considering a broad spatial coverage by satellites, the synergistic use of DA and ML can maximize the effectiveness of satellite DA for air quality forecasts at the ground. © 2021. American Geophysical Union. All Rights Reserved.",NA,NA,10.1029/2021gl096066,excluded,"{""Data is not valued""}"
Conceptualising Circular Economy Performance With Non-Traditional Valuation Methods: Lessons For A Post-Pandemic Recovery,"The circular economy (CE) has gained importance in the post-COVID-19 pandemic recovery. Businesses, while realising the CE benefits, have challenges in justifying and evaluating the CE benefits using available performance measurement tools, specifically when considering sustainability and other non-traditional benefits. Given the rising institutional pressures for environmental and social sustainability, we argue that organisations can evaluate their CE implementation performance using non-market-based environmental goods valuation methods. Further, the effectiveness of the CE performance measurement model can be enhanced to support supply chain sustainability and resilience through an ecosystem of multi-stakeholder digital technologies that include a range of emerging technologies such as blockchain technology, the internet-of-things (IoT), artificial intelligence, remote sensing, and tracking technologies. Accordingly, a CE performance measurement model (CEPMM) is conceptualised and exemplified using seven COVID-19 disruption scenarios to provide insights that can be addressed through CE practices. Analyses and implications are presented along with areas for future research.",NA,NA,10.1080/13675567.2021.1974365,excluded,"{""ESI data not used"",""Data is not valued""}"
"Application Of Sentinel-2 Multispectral Data For Habitat Mapping Of Pacific Islands: Palau Republic (Micronesia, Pacific Ocean)","Sustainable and ecosystem-based marine spatial planning is a priority of Pacific Island countries basing their economy on marine resources. The urgency of management coral reef systems and associated coastal environments, threatened by the effects of climate change, require a detailed habitat mapping of the present status and a future monitoring of changes over time. Here, we present a remote sensing study using free available Sentinel-2 imagery for mapping at large scale the most sensible and high value habitats (corals, seagrasses, mangroves) of Palau Republic (Micronesia, Pacific Ocean), carried out without any sea truth validation. Remote sensing 'supervised' and 'unsupervised' classification methods applied to 2017 Sentinel-2 imagery with 10 m resolution together with comparisons with free ancillary data on web platform and available scientific literature were used to map mangrove, coral, and seagrass communities in the Palau Archipelago. This paper addresses the challenge of multispectral benthic mapping estimation using commercial software for preprocessing steps (ERDAS ATCOR) and for benthic classification (ENVI) on the base of satellite image analysis. The accuracy of the methods was tested comparing results with reference NOAA (National Oceanic and Atmospheric Administration, Silver Spring, MD, USA) habitat maps achieved through Ikonos and Quickbird imagery interpretation and sea-truth validations. Results showed how the proposed approach allowed an overall good classification of marine habitats, namely a good concordance of mangroves cover around Palau Archipelago with previous literature and a good identification of coastal habitats in two sites (barrier reef and coastal reef) with an accuracy of 39.8-56.8%, suitable for survey and monitoring of most sensible habitats in tropical remote islands. © 2019 by the authors.",NA,NA,10.3390/jmse7090316,excluded,{Validation/calibration}
Reliability And Availability Analysis For An On Board Computer In A Satellite System Using Standby Redundancy And Rejuvenation,"A large number of technologies are used in a satellite because it is hard difficult to repair and replace its components after it has been launched. Furthermore, there are many threats to the satellite such as software aging, environmental problems and network attacks. Because of this nature, it is important that the satellite operates well in spite of the occurrence of hardware and/or software faults. In particular, software aging in the on-board computer (OBC) causes unavailability of a whole satellite system. In this paper, we propose to adopt software rejuvenation for OBC in conjunction with cold, hot and warm standby redundancy in a satellite system. We use stochastic reward nets (SRN) to model OBC with cold, hot and warm standby redundancy and model OBC with that redundancy with software rejuvenation. We compare the models in terms of steady state availability and downtime cost. Sensitivity analysis with respect to some parameters is used to find bottlenecks of the models. Finally, we present a reliability model and analysis with cost consideration. © 2012 The Korean Society of Mechanical Engineers and Springer-Verlag Berlin Heidelberg.",NA,NA,10.1007/s12206-012-0512-6,excluded,"{""ESI data not used""}"
Mutual Information Based Multi-Modal Remote Sensing Image Registration Using Adaptive Feature Weight,"Multi-module images registration is a challenging task in image processing, and more especially in the field of remote sensing. In this letter, we strive to present a novel mutual information scheme for image registration in remote sensing scenario based on feature map technique. We firstly take saliency detection advantages to extract geographic pattern, and then utilize the efficient Laplacian of Gaussian(LOG) and Guided Filter methods to construct a new feature map based on different characteristic of multi-channel images. To avoid practical traps of sub-optimization, we propose an novel mutual information(MI) algorithm based on an adapted weight strategy. The proposed model divides an image into patches and assigns weighted values according to patch similarities in order to solve the optimization problem, improve accuracy and enhance performance. Note that, our proposed method incorporates the LOG and Guided Filter methods into image registration for the first time to construct a new feature map based on differences and similarities strategy. Experiments are conducted over island and coastline scenes, and reveal that our hybrid model has a significant performance and outperforms the state-of-the-art methods in remote sensing image registration. © 2018 Informa UK Limited, trading as Taylor & Francis Group.",NA,NA,10.1080/2150704x.2018.1458343,excluded,{Validation/calibration}
"Evaluation Of Tree-Base Data Mining Algorithms In Land Used/Land Cover Mapping In A Semi-Arid Environment Through Landsat 8 Oli Image; Shiraz, Iran","Land Use Land Cover (LULC) mapping has been used in different environmental applications including disaster management, risk analysis, heat island mapping, and the effects of urbanization on environmental changes such as floods and droughts in the recent decade. The earth's natural surface coverage including urban infrastructure, surface vegetation, bare soil can be identified with LULC maps. Besides, LULC is one of the most important tasks in natural hazards, planning activities, resource management, and global monitoring studies. The present study aimed to improve the level of land used and land cover change mapping in a semi-arid environment using Landsat 8 Operational Land Imager (OLI) image. In this research, several tree-based algorithms for LULC mapping are used and compared. These algorithms are used in a combination model implementation of WEKA 3.8 and R programming language to provide a method of a fit-for-purpose algorithms for LULC mapping. It is found that Reduced Error Pruning Tree (REP Tree) is the best approach according to the training and test datasets which are four classes including the build-up, soil, roads, and vegetation region pixels in a semi-arid environment. For the training dataset, the best values of Overall Accuracy (OA), Mean Absolute Error (MAE), and Root Mean Square Error (RMSE) is determined, 99.7313, 0.002 and 0.0354 as well as for the test dataset are 99.7313, 0.002 and 0.0354, respectively. Finally, trained models of the implemented data mining algorithms are used for the classification of a different dataset without using any training data where the Logical Analysis of Data Tree (LAD Tree) algorithm shows the best performance in terms of OA, MAE, and RMSE with values of 99.2815, 0.0057, and 0.0557 respectively.",NA,NA,10.1080/19475705.2020.1745902,excluded,{Validation/calibration}
Methods To Adjust Willingness-To-Pay Measures For Severity Of Illness,"Objectives: Both private sector organizations and governmental health agencies increasingly use illness severity measures to adjust willingness-to-pay thresholds. Three widely discussed methods-absolute shortfall (AS), proportional shortfall (PS), and fair innings (FI)-all use ad hoc adjustments to cost-effectiveness analysis methods and ""stair-step"" brackets to link illness severity with willingness-to-pay adjustments. We assess how these methods compare with microeconomic expected utility theory-based methods to value health gains.Methods: We describe standard cost-effectiveness analysis methods, the basis from which AS, PS, and FI make severity adjustments. We then develop how the Generalized Risk Adjusted Cost Effectiveness (GRACE) model assesses value for differing illness and disability severity. We compare AS, PS, and FI against value as defined by GRACE.Results: AS, PS, and FI have major and unresolved differences between them in how they value various medical interventions. Compared with GRACE, they fail to properly incorporate illness severity or disability. They conflate gains in health-related quality of life and life expectancy incorrectly and confuse the magnitude of treatment gains with value per quality-adjusted life-year. Stair-step methods also introduce important ethical concerns.Conclusions: AS, PS, and FI disagree with each other in major ways, demonstrating that at most, one correctly describes patients' preferences. GRACE offers a coherent alternative, based on neoclassical expected utility microeconomic theory, and can be readily implemented in future analyses. Other approaches that depend on ad hoc ethical statements have yet to be justified using sound axiomatic approaches.",NA,NA,10.1016/j.jval.2023.02.001,excluded,"{""ESI data not used""}"
Dsanet: A Deep Supervision-Based Simple Attention Network For Efficient Semantic Segmentation In Remote Sensing Imagery,"Semantic segmentation for remote sensing images (RSIs) plays an important role in many applications, such as urban planning, environmental protection, agricultural valuation, and military reconnaissance. With the boom in remote sensing technology, numerous RSIs are generated; this is difficult for current complex networks to handle. Efficient networks are the key to solving this challenge. Many previous works aimed at designing lightweight networks or utilizing pruning and knowledge distillation methods to obtain efficient networks, but these methods inevitably reduce the ability of the resulting models to characterize spatial and semantic features. We propose an effective deep supervision-based simple attention network (DSANet) with spatial and semantic enhancement losses to handle these problems. In the network, (1) a lightweight architecture is used as the backbone; (2) deep supervision modules with improved multiscale spatial detail (MSD) and hierarchical semantic enhancement (HSE) losses synergistically strengthen the obtained feature representations; and (3) a simple embedding attention module (EAM) with linear complexity performs long-range relationship modeling. Experiments conducted on two public RSI datasets (the ISPRS Potsdam dataset and Vaihingen dataset) exhibit the substantial advantages of the proposed approach. Our method achieves 79.19\% mean intersection over union (mIoU) on the ISPRS Potsdam test set and 72.26\% mIoU on the Vaihingen test set with speeds of 470.07 FPS on 512 x 512 images and 5.46 FPS on 6000 x 6000 images using an RTX 3090 GPU.",NA,NA,10.3390/rs14215399,excluded,{Validation/calibration}
Inter-Satellite Optical Wireless Communication (Isowc) Systems Challenges And Applications: A Comprehensive Review,"Satellite communication, in over half a century have attained remarkable breakthrough in high speed transmission. These innovations, on the other hand, have come in tandem with significant performance improvements in other IT and telecommunications systems. As a result, these significant benefits are not as visible to the broader public as they would be as if this burst of performance had occurred in isolation. In nutshell, space satellite communication using optical technology provide powerful alternative to radio frequency (RF) and make communication reliable and cost effective. Satellite communications systems allow a whole new race of civilian and defence operations in surveillance, telecommunications, object tracking and space exploration. Since independent satellites are restricted by volume, space and strength, small satellites production in bulk clusters may be effective for a range of wildfire monitoring, science missions, mapping in gravity and water management exploration, among others. The development of communications satellites would provide for a more comprehensive understanding of the near-earth environment as well as a more efficient and cost-effective way of reaching space, thanks to the utilisation of multi-satellite systems. As a result, when satellites are designing, IsOWC is an utmost point to be considered. The numerous researches being performed in the satellite communications for introducing multi communications based on different orbits are described in this study. IsOWC systems over radio frequency based communication are preferred due to large bandwidth, high speed, absence of electromagnetic interference (EMI), lower transmission losses and improved security. We also present a detailed listing of challenges in Is-OWC such as Doppler shift, point ahead angle, satellite vibration and tracking, acquisition tracking and pointing (ATP) and background noise sources. © 2022 Walter de Gruyter GmbH, Berlin/Boston.",NA,NA,10.1515/joc-2022-0075,excluded,"{""ESI data not used""}"
Global Land Cover Mapping At 30 M Resolution: A Pok-Based Operational Approach,"Global Land Cover (GLC) information is fundamental for environmental change studies, land resource management, sustainable development, and many other societal benefits. Although GLC data exists at spatial resolutions of 300 m and 1000 m, a 30 m resolution mapping approach is now a feasible option for the next generation of GLC products. Since most significant human impacts on the land system can be captured at this scale, a number of researchers are focusing on such products. This paper reports the operational approach used in such a project, which aims to deliver reliable data products. Over 10,000 Landsat-like satellite images are required to cover the entire Earth at 30 m resolution. To derive a GLC map from such a large volume of data necessitates the development of effective, efficient, economic and operational approaches. Automated approaches usually provide higher efficiency and thus more economic solutions, yet existing automated classification has been deemed ineffective because of the low classification accuracy achievable (typically below 65\%) at global scale at 30 m resolution. As a result, an approach based on the integration of pixel- and object-based methods with knowledge (POK-based) has been developed. To handle the classification process of 10 land cover types, a split-and-merge strategy was employed, i.e. firstly each class identified in a prioritized sequence and then results are merged together. For the identification of each class, a robust integration of pixel-and object-based classification was developed. To improve the quality of the classification results, a knowledge-based interactive verification procedure was developed with the support of web service technology. The performance of the POK-based approach was tested using eight selected areas with differing landscapes from five different continents. An overall classification accuracy of over 80\% was achieved. This indicates that the developed POK-based approach is effective and feasible for operational GLC mapping at 30 m resolution. (C) 2014 The Authors. Published by Elsevier B.V. on behalf of International Society for Photogrammetry and Remote Sensing, Inc. (ISPRS).",NA,NA,10.1016/j.isprsjprs.2014.09.002,excluded,{Validation/calibration}
